project_id,period_id,location_id,location_sequence,work_type_id,crew_id,quantity,unit,planned_production_rate_locations_per_day,actual_production_rate_locations_per_day,planned_start_day,actual_start_day,minimum_separation_days,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-HWY,P01,L05,5,STRUCTURE,PRJ-HWY-STRUCTURE-CREW,1,location,0.18,0.167813,40.222222,41.916042,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9977f3ebd9480b6a10ecc48dfc23bc0abefc5b61973d67e1ed1f3ecc0c4b2fa2
PRJ-HWY,P01,L06,6,STRUCTURE,PRJ-HWY-STRUCTURE-CREW,1,location,0.18,0.167813,45.777778,47.875052,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,dfd8bef81f750cb5dbccb16e0d52a579281525612151c197a665771d8d840562
PRJ-HWY,P01,L01,1,SYSTEMS,PRJ-HWY-SYSTEMS-CREW,1,location,0.16,0.159846,38.0,38.08,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f72b230b41729ce05a934a9f0061707ab05093af80e93ea2292810a4d5a50f3f
PRJ-HWY,P01,L02,2,SYSTEMS,PRJ-HWY-SYSTEMS-CREW,1,location,0.16,0.159846,44.25,44.336027,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,999b4d60dae061f347baf774b3892e8d33b75987e50f8463608f7d49833924e2
PRJ-HWY,P01,L03,3,SYSTEMS,PRJ-HWY-SYSTEMS-CREW,1,location,0.16,0.159846,50.5,50.592055,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e0d2c31e8c0e5972e4d1b8890de1277e6bd4008bc1c71b7ed9f40ef665d51ebb
PRJ-HWY,P01,L04,4,SYSTEMS,PRJ-HWY-SYSTEMS-CREW,1,location,0.16,0.159846,56.75,56.848082,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,fee64abc00ca185afdfe43923cc274a8ba6bc3b59ab0281ade76c023a7ca87a2
PRJ-HWY,P01,L05,5,SYSTEMS,PRJ-HWY-SYSTEMS-CREW,1,location,0.16,0.159846,63.0,63.104109,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,dad0bfcb48136976487c18c7cc07a7b8333d124ae7c56b1f5a0b7432e0a37b07
PRJ-HWY,P01,L06,6,SYSTEMS,PRJ-HWY-SYSTEMS-CREW,1,location,0.16,0.159846,69.25,69.360137,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,469ecd4691717cd9093db56005d353882b1ecf344015a42eb73a291ab82f7bb2
PRJ-HWY,P01,L01,1,FINISH,PRJ-HWY-FINISH-CREW,1,location,0.2,0.209413,62.0,62.08,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ba1e2999eb0c85471f068cfe57df0685d37a63f25615e5aef7c033f892314520
PRJ-HWY,P01,L02,2,FINISH,PRJ-HWY-FINISH-CREW,1,location,0.2,0.209413,67.0,66.855263,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e390c741c0dd1e133fcb650a40dfeeab12155b58becbb6ae9ba5213909d3f45c
PRJ-HWY,P01,L03,3,FINISH,PRJ-HWY-FINISH-CREW,1,location,0.2,0.209413,72.0,71.630526,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b01f59be796b76f321afb95d35c5c27e3265348abb621fa9fb10a97d4bf41e65
PRJ-HWY,P01,L04,4,FINISH,PRJ-HWY-FINISH-CREW,1,location,0.2,0.209413,77.0,76.405789,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4f44abc3d21923df67f067c39ad0cd29f3a641d20f74c981a67a81bbc560d7c8
PRJ-HWY,P01,L05,5,FINISH,PRJ-HWY-FINISH-CREW,1,location,0.2,0.209413,82.0,81.181052,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6207ea3e50d65e116f2d19edaead6e520dcdc7810748ab30e2509398d6024d7a
PRJ-HWY,P01,L06,6,FINISH,PRJ-HWY-FINISH-CREW,1,location,0.2,0.209413,87.0,85.956315,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1f7d6e5d270bbc31afdec82c2287a904af1cb65c78de3edba9b5906092a36886
PRJ-HWY,P02,L01,1,EARLY_WORK,PRJ-HWY-EARLY_WORK-CREW,1,location,0.22,0.206778,0.0,0.16,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4f182f0ea81c1324278e539d859792d71f167f609ca44f10ed14e0ceea96752a
PRJ-HWY,P02,L02,2,EARLY_WORK,PRJ-HWY-EARLY_WORK-CREW,1,location,0.22,0.206778,4.545455,4.996093,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,83815fc6d7a283ef6e2f49ee1c2363588cd42fe2f74ddca53617e054478d98c6
PRJ-HWY,P02,L03,3,EARLY_WORK,PRJ-HWY-EARLY_WORK-CREW,1,location,0.22,0.206778,9.090909,9.832186,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e54161ecd94357e7769912186963654141b66d11371340495fbb0abceef5fe74
PRJ-HWY,P02,L04,4,EARLY_WORK,PRJ-HWY-EARLY_WORK-CREW,1,location,0.22,0.206778,13.636364,14.66828,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,cd0cee9b4526125e66a26ba74be43ac339b0d237295147da43976ca53b6c067d
PRJ-HWY,P02,L05,5,EARLY_WORK,PRJ-HWY-EARLY_WORK-CREW,1,location,0.22,0.206778,18.181818,19.504373,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7742203d090e556d2e0d7d0878d8ee43c0cc4363b5a1b47d20805dbd7bfe818a
PRJ-HWY,P02,L06,6,EARLY_WORK,PRJ-HWY-EARLY_WORK-CREW,1,location,0.22,0.206778,22.727273,24.340466,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e53788d8dafcdd2eefb999fb7d2e1e8abafb76a460f63f0efa119e619b1fe622
PRJ-HWY,P02,L01,1,STRUCTURE,PRJ-HWY-STRUCTURE-CREW,1,location,0.18,0.182297,18.0,18.16,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d622215a41ecfa2637a1965a138a0da2f7b2f426614d318e73c94ce1152146e0
PRJ-HWY,P02,L02,2,STRUCTURE,PRJ-HWY-STRUCTURE-CREW,1,location,0.18,0.182297,23.555556,23.645566,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c73a7564fbab4da3f389cc31a94676b93fc2676a60f8d54f8f097b6827a106df
PRJ-HWY,P02,L03,3,STRUCTURE,PRJ-HWY-STRUCTURE-CREW,1,location,0.18,0.182297,29.111111,29.131132,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f3312fc72c80ac9e9ee190f693a5adfb7711319c68d22f37a4c6376f9b9daffa
PRJ-HWY,P02,L04,4,STRUCTURE,PRJ-HWY-STRUCTURE-CREW,1,location,0.18,0.182297,34.666667,34.616698,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f5c7a90ce1548973348a0d26516172cc3d9e68d97040e7f93bab0b09895fd88a
PRJ-HWY,P02,L05,5,STRUCTURE,PRJ-HWY-STRUCTURE-CREW,1,location,0.18,0.182297,40.222222,40.102264,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f41f75d6b525b7e0002acb73995db6b6c2c9fef8053ec3a5686cb66922bd759e
PRJ-HWY,P02,L06,6,STRUCTURE,PRJ-HWY-STRUCTURE-CREW,1,location,0.18,0.182297,45.777778,45.58783,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d24272010d0f3936b3186c7d4c1b504d80c2ce9cdbc9d25daa0a9247e2ede253
PRJ-HWY,P02,L01,1,SYSTEMS,PRJ-HWY-SYSTEMS-CREW,1,location,0.16,0.160764,38.0,38.16,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,31518c968c2c9085af6e53c5b53ff5acad26432cbf81379e3039c214395b38ca
PRJ-HWY,P02,L02,2,SYSTEMS,PRJ-HWY-SYSTEMS-CREW,1,location,0.16,0.160764,44.25,44.380295,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,79c6e6c008cca7d8e2654d98e996efce64889b572df891440fa637c2330da6bd
PRJ-HWY,P02,L03,3,SYSTEMS,PRJ-HWY-SYSTEMS-CREW,1,location,0.16,0.160764,50.5,50.60059,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0eb3b81ceadfe45a9965f5d6b8ace8c752ac0e856776adf5812022eb3044b9e6
PRJ-HWY,P02,L04,4,SYSTEMS,PRJ-HWY-SYSTEMS-CREW,1,location,0.16,0.160764,56.75,56.820886,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e140ba89df19af1a05bacdfce3428a04798763bd1dc374b61303db27f4859d5d
PRJ-HWY,P02,L05,5,SYSTEMS,PRJ-HWY-SYSTEMS-CREW,1,location,0.16,0.160764,63.0,63.041181,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ce779d208cd8b96ba8d7f9853ac66241066bd146b5d841f4720793b1bd16a37e
PRJ-HWY,P02,L06,6,SYSTEMS,PRJ-HWY-SYSTEMS-CREW,1,location,0.16,0.160764,69.25,69.261476,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6a0ede9ca17b9fdadcb416e12eb8a50b0fb546b73cebcd1babab2f99c5506a38
PRJ-HWY,P02,L01,1,FINISH,PRJ-HWY-FINISH-CREW,1,location,0.2,0.192646,62.0,62.16,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,47d134fb1b855a6b5e906e44b191427360093a9d74d829737baacc8dd590bc41
PRJ-HWY,P02,L02,2,FINISH,PRJ-HWY-FINISH-CREW,1,location,0.2,0.192646,67.0,67.35087,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4f7e4a9ec15273f8be9d0f6af0a2969012e2a3f2f75198120e1c07ac9e9fa369
PRJ-HWY,P02,L03,3,FINISH,PRJ-HWY-FINISH-CREW,1,location,0.2,0.192646,72.0,72.54174,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ace75951c7e72cd59bc60b46104b56fce89d6f06d555fa39bd43f4dcda4a1300
PRJ-HWY,P02,L04,4,FINISH,PRJ-HWY-FINISH-CREW,1,location,0.2,0.192646,77.0,77.73261,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6a3e91c2607859aa52d79686e10cf7df143e05692cf1b0f722f1821c33e6b048
PRJ-HWY,P02,L05,5,FINISH,PRJ-HWY-FINISH-CREW,1,location,0.2,0.192646,82.0,82.92348,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,dd96ddf97992a2f39273ac08afa89f3d820aee786a15fc6f30c7da66bf3d8d65
PRJ-HWY,P02,L06,6,FINISH,PRJ-HWY-FINISH-CREW,1,location,0.2,0.192646,87.0,88.11435,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,877db0badaaccb35d7c589f4a163f9b21eb901c7f47a69fa7051e04311be4c55
PRJ-HWY,P03,L01,1,EARLY_WORK,PRJ-HWY-EARLY_WORK-CREW,1,location,0.22,0.239972,0.0,0.24,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d5dc3b21e052faeb16b2d33e2ab7b498fc189c27b0a606a4a8ff3edf1aab479c
PRJ-HWY,P03,L02,2,EARLY_WORK,PRJ-HWY-EARLY_WORK-CREW,1,location,0.22,0.239972,4.545455,4.407151,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b72a10e49d18e46e0093a580739a83c0d9d4973c34cba10126383dcd601c3744
PRJ-HWY,P03,L03,3,EARLY_WORK,PRJ-HWY-EARLY_WORK-CREW,1,location,0.22,0.239972,9.090909,8.574302,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,15e54192f32e7866771889d07a37b110ab395dbbd54807055686f071923acad7
PRJ-HWY,P03,L04,4,EARLY_WORK,PRJ-HWY-EARLY_WORK-CREW,1,location,0.22,0.239972,13.636364,12.741453,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,32e16590b077df38970adae968c99643af79ddd482a33419b3ee9529fbb3609d
PRJ-HWY,P03,L05,5,EARLY_WORK,PRJ-HWY-EARLY_WORK-CREW,1,location,0.22,0.239972,18.181818,16.908604,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6040f2b702b9c99f02a033cbc0c645a59ac54fa90216beb435c838f96a86aa22
PRJ-HWY,P03,L06,6,EARLY_WORK,PRJ-HWY-EARLY_WORK-CREW,1,location,0.22,0.239972,22.727273,21.075755,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a55c516a13763c2e27fd025c1ddeac6e925404b7f1d3c2308ae2bb7af76fd53d
PRJ-HWY,P03,L01,1,STRUCTURE,PRJ-HWY-STRUCTURE-CREW,1,location,0.18,0.181905,18.0,18.24,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e356d6dd26d8f9680d88bd211cd1364e0e52a006aca6011f58c0ff295ca0f16f
PRJ-HWY,P03,L02,2,STRUCTURE,PRJ-HWY-STRUCTURE-CREW,1,location,0.18,0.181905,23.555556,23.737367,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f03309308eab468588b9e5e56214d33c87aa09c714a24ba78ff963e98da46c40
PRJ-HWY,P03,L03,3,STRUCTURE,PRJ-HWY-STRUCTURE-CREW,1,location,0.18,0.181905,29.111111,29.234733,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4aab637d0b385e8a6f101a1ea0a685a79cc3cfa8db8de1f5f8554bd2ed974f56
PRJ-HWY,P03,L04,4,STRUCTURE,PRJ-HWY-STRUCTURE-CREW,1,location,0.18,0.181905,34.666667,34.7321,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7e9cef31b123d19681c2412d0722c90a7cae4bea046904f4ec2bdeb4f9886c77
PRJ-HWY,P03,L05,5,STRUCTURE,PRJ-HWY-STRUCTURE-CREW,1,location,0.18,0.181905,40.222222,40.229466,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,90bd9e6b7fb3be282c615688db365fc6f5ae543284aa506cc1b5652f1c8055bd
PRJ-HWY,P03,L06,6,STRUCTURE,PRJ-HWY-STRUCTURE-CREW,1,location,0.18,0.181905,45.777778,45.726833,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,88cc4576c7b26c5f45923c4f7a137fe73a52f6f7e2911360e7509eb31ddd6fb5
PRJ-HWY,P03,L01,1,SYSTEMS,PRJ-HWY-SYSTEMS-CREW,1,location,0.16,0.171288,38.0,38.24,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,829171e43a85c46d0bb58a6cba5b2c4f52fe9289c79297056a30293fcd9ccc60
PRJ-HWY,P03,L02,2,SYSTEMS,PRJ-HWY-SYSTEMS-CREW,1,location,0.16,0.171288,44.25,44.078107,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a73a768c3e5eb5e85fd636a7a8fa7431e35aaf4f491affead15196af4ba1ad83
PRJ-HWY,P03,L03,3,SYSTEMS,PRJ-HWY-SYSTEMS-CREW,1,location,0.16,0.171288,50.5,49.916213,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ce249d4c31982dcda86e8c59662008bff49d82807c9ff502a77b5164a8baf109
PRJ-HWY,P03,L04,4,SYSTEMS,PRJ-HWY-SYSTEMS-CREW,1,location,0.16,0.171288,56.75,55.75432,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f015a2dffda5775774f3389b55936f43d9d8dbd2eaad77d185e3b491cea9390b
PRJ-HWY,P03,L05,5,SYSTEMS,PRJ-HWY-SYSTEMS-CREW,1,location,0.16,0.171288,63.0,61.592427,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0896ac6ef0ab5869fa4f69ae5be34939f6d0cff7793edbe56acbcc9987ff4797
PRJ-HWY,P03,L06,6,SYSTEMS,PRJ-HWY-SYSTEMS-CREW,1,location,0.16,0.171288,69.25,67.430533,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e6af33dab54204cefc58461eeafc2e4fd2a19a7291df87d770c150ef56fc35ea
PRJ-HWY,P03,L01,1,FINISH,PRJ-HWY-FINISH-CREW,1,location,0.2,0.174183,62.0,62.24,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7b2aa24cb5648877d7fb7d191ed55e4bb9b33dfbec7a9b76778b7c68758e1dc7
PRJ-HWY,P03,L02,2,FINISH,PRJ-HWY-FINISH-CREW,1,location,0.2,0.174183,67.0,67.981079,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e6e926f10f64e0cf48c03b3cd441adbe9a5603ba3509cc85441dc6aae8878d92
PRJ-HWY,P03,L03,3,FINISH,PRJ-HWY-FINISH-CREW,1,location,0.2,0.174183,72.0,73.722158,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,89ac9e03a56f1cec6fa9631d0fd0cd59a57c54d1d251bb78da42241768065a31
PRJ-HWY,P03,L04,4,FINISH,PRJ-HWY-FINISH-CREW,1,location,0.2,0.174183,77.0,79.463237,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,df795786500365490adc73e93714c7e8f380b80a4d8bfa91dc73a2ba04da0001
PRJ-HWY,P03,L05,5,FINISH,PRJ-HWY-FINISH-CREW,1,location,0.2,0.174183,82.0,85.204316,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4440cd2b90ce96dbdb65d4cbc8a9225bc437853722e0a4ed0a53d8762062102c
PRJ-HWY,P03,L06,6,FINISH,PRJ-HWY-FINISH-CREW,1,location,0.2,0.174183,87.0,90.945394,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,033ba5ed8da8fa016e2ecb9d6659c57f65ce8386d0e1f2eab44d7d48f4e0f435
PRJ-HWY,P04,L01,1,EARLY_WORK,PRJ-HWY-EARLY_WORK-CREW,1,location,0.22,0.227695,0.0,0.32,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,965cc54736f3bfaf454a4baf9e24994adf4a3962cdbc229e877dad470f3a5dcb
PRJ-HWY,P04,L02,2,EARLY_WORK,PRJ-HWY-EARLY_WORK-CREW,1,location,0.22,0.227695,4.545455,4.711842,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d882c67dc726b41632fbc9904dfaacd4bbc48520ab4a40af63adfc5ff2ef20cd
