project_id,risk_event_id,risk_name,probability,low_impact_usd,most_likely_impact_usd,high_impact_usd,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-RAL,PRJ-RAL-CR-01,DESIGN_GROWTH,0.2,290000.0,580000.0,1160000.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6e545a964901cb1acc39e5f1604c0d61b65c20f735649d5f9631f8d461c82b21
PRJ-RAL,PRJ-RAL-CR-02,MARKET_ESCALATION,0.26,580000.0,1160000.0,2320000.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,dc875439b68e167aea7c0c2c4864d7f1dfd1452894ec9645ef7cc74cf5db840a
PRJ-RAL,PRJ-RAL-CR-03,PRODUCTIVITY,0.32,870000.0,1740000.0,3480000.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,076439c94008af8c75652e5891f560792699816c78c6ab010a026c8a1c6f58e8
PRJ-RAL,PRJ-RAL-CR-04,PROCUREMENT,0.14,1160000.0,2320000.0,4640000.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9bf52a9805d6c0661f6db95b9604d664c46886c4a0bdcd133302d6bf06b047e4
PRJ-RAL,PRJ-RAL-CR-05,WEATHER,0.2,1450000.0,2900000.0,5800000.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c03dedf4238c50c6d898e35199ca992afbdbcd6596a30321d8afd87d9c1c7433
PRJ-RAL,PRJ-RAL-CR-06,COMMISSIONING,0.26,1740000.0,3480000.0,6960000.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0dc8d26cc3753dae7385613ad1bb83074f0d0e216912a169461d0a4574bf8485
PRJ-DCT,PRJ-DCT-CR-01,DESIGN_GROWTH,0.1825,240000.0,480000.0,960000.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b76653b6cd3a1b1cbc83fc51dd4068bd4c89350789c546081c171242bf3cfdc8
PRJ-DCT,PRJ-DCT-CR-02,MARKET_ESCALATION,0.2425,480000.0,960000.0,1920000.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,cbacd88b71799382ea782c47634ebf85d871c7f29303ac95d7b00e5f28d8d8b8
PRJ-DCT,PRJ-DCT-CR-03,PRODUCTIVITY,0.3025,720000.0,1440000.0,2880000.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,940e4e029c21cecacfd2c15bef5b8bed994699ee592d12aca0ebff2f9518682a
PRJ-DCT,PRJ-DCT-CR-04,PROCUREMENT,0.1225,960000.0,1920000.0,3840000.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,926a338466bc47d5a35604aee1276247c1be2de7b67b4604475a99052c6c89ea
PRJ-DCT,PRJ-DCT-CR-05,WEATHER,0.1825,1200000.0,2400000.0,4800000.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,31b999d4cfa70e806eb134bffa81c08f548474ff4ba9f51ed1f86bb6a2c90439
PRJ-DCT,PRJ-DCT-CR-06,COMMISSIONING,0.2425,1440000.0,2880000.0,5760000.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,98c07348fdc079c14e05e8491f8641c92b756bdd160921bc9f2448e0f46cfef3
