project_id,source_node_id,target_node_id,dependency_type,dependency_strength,propagation_delay_periods,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-HWY,PRJ-HWY-DSM-01,PRJ-HWY-DSM-03,REWORK_PROPAGATION,0.189416,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0f051a7f7caab1d0a2ccdec42842231760db280d6a09044d8abef9b55c528585
PRJ-HWY,PRJ-HWY-DSM-02,PRJ-HWY-DSM-05,REWORK_PROPAGATION,0.282134,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,862567436f9a224eccee2325e61b10f5bd623354423d9349f9101370fc4d286c
PRJ-HWY,PRJ-HWY-DSM-03,PRJ-HWY-DSM-04,REWORK_PROPAGATION,0.256281,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,adf08c1de79c1ebc4a22e631ce1b8adb3eb2f18f10aa72cf2aa24f1dffad1e58
PRJ-HWY,PRJ-HWY-DSM-04,PRJ-HWY-DSM-05,REWORK_PROPAGATION,0.261288,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ea602322d1b088ac413df8da045fae4125d21045ec73d7370e720ff4e8331d8c
PRJ-HWY,PRJ-HWY-DSM-05,PRJ-HWY-DSM-06,REWORK_PROPAGATION,0.375571,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,488f415c0fded061b95596112f90d50e1d7b2e073474036f9ab1af795c9a84c9
PRJ-HWY,PRJ-HWY-DSM-06,PRJ-HWY-DSM-07,REWORK_PROPAGATION,0.414195,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d64584fb3ddc88c94210024c3e0d465dcebd75deff658f5088d850a2f2864813
PRJ-HWY,PRJ-HWY-DSM-07,PRJ-HWY-DSM-08,REWORK_PROPAGATION,0.262471,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5c79b92f237746cdcde0b570cefa7dc55b285199df7a5cfff9e4842773bddf0e
PRJ-HWY,PRJ-HWY-DSM-05,PRJ-HWY-DSM-03,REWORK_PROPAGATION,0.112181,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,8489c6a9841117f711878034c7df70c609d44e27a23dd2805a372422f3289f9e
PRJ-HSP,PRJ-HSP-DSM-01,PRJ-HSP-DSM-02,REWORK_PROPAGATION,0.208466,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5488e1949338b27862efa3c409439b3ae262e4973cadde5daca16fd5c5d2b6f8
PRJ-HSP,PRJ-HSP-DSM-01,PRJ-HSP-DSM-03,REWORK_PROPAGATION,0.208334,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6bece3d1b52ff983d805821247381d4311fd0c60d8ee11a3f6ea64841d643e38
PRJ-HSP,PRJ-HSP-DSM-02,PRJ-HSP-DSM-05,REWORK_PROPAGATION,0.343427,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,479e0da294bdd013fb926616a4844efbe2d347128d81a42de319560acc8a49ae
PRJ-HSP,PRJ-HSP-DSM-03,PRJ-HSP-DSM-04,REWORK_PROPAGATION,0.263691,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,350f9af293298b85525b840b391800156ae28179bbcb52562600db7f5a1771ab
PRJ-HSP,PRJ-HSP-DSM-04,PRJ-HSP-DSM-05,REWORK_PROPAGATION,0.278443,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,034c5462db266ec55c50c416b2ad87aecee1763a1fb6a7ff2ae82acde446b077
PRJ-HSP,PRJ-HSP-DSM-05,PRJ-HSP-DSM-06,REWORK_PROPAGATION,0.356045,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d7041c3f1d6fb8e6ac99e27d3841c240f74991f8cda9fd9737a2b5c34a3c9b73
PRJ-HSP,PRJ-HSP-DSM-06,PRJ-HSP-DSM-07,REWORK_PROPAGATION,0.373203,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,220a002db9ad9fe12223f6c0a04750661ac217babf63d476e11b896008d1e0ef
PRJ-HSP,PRJ-HSP-DSM-07,PRJ-HSP-DSM-08,REWORK_PROPAGATION,0.340417,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,132079eae76408fe84fcf72f68ba041fdbbeff2d311909799919039df13bccdd
PRJ-HSP,PRJ-HSP-DSM-05,PRJ-HSP-DSM-03,REWORK_PROPAGATION,0.138551,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,65a8c9a1b9a31a2db42751887a7b1470d71befd6cbc6c9fddd5f138db5b42f48
PRJ-WTR,PRJ-WTR-DSM-01,PRJ-WTR-DSM-02,REWORK_PROPAGATION,0.214659,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a0bb33ca07729d8ea428b9f7d87ee415a4fa07d0d521d90517b5b2ca8869c82c
PRJ-WTR,PRJ-WTR-DSM-01,PRJ-WTR-DSM-03,REWORK_PROPAGATION,0.202124,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6d189086a275bb91363957444e145b910170e0062d506ae9ab53778ba6f785e7
PRJ-WTR,PRJ-WTR-DSM-02,PRJ-WTR-DSM-05,REWORK_PROPAGATION,0.307805,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,29cb1771cd2cf7e1ec18172c1d61ba9c95b0fbb0bbdd1749e3f86e0eb29b1f44
PRJ-WTR,PRJ-WTR-DSM-03,PRJ-WTR-DSM-04,REWORK_PROPAGATION,0.208182,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,cf4b68febf8c92793533257fb566cc49d2fe663af54b7163f050bbfb977119ec
PRJ-WTR,PRJ-WTR-DSM-04,PRJ-WTR-DSM-05,REWORK_PROPAGATION,0.25148,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6912438cd7079789b247d06b229434bdce640e274d9b4144e953ba526787c5ed
PRJ-WTR,PRJ-WTR-DSM-05,PRJ-WTR-DSM-06,REWORK_PROPAGATION,0.308123,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0ae70749b0df0949ced031417542aff9e860e98545d0edb2bab4d15a0bd3ff96
PRJ-WTR,PRJ-WTR-DSM-06,PRJ-WTR-DSM-07,REWORK_PROPAGATION,0.401301,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c9799f0c4878476e8d21fc2a38586fdf94ac5c99aad2d25e5c25ae9d663c732f
PRJ-WTR,PRJ-WTR-DSM-07,PRJ-WTR-DSM-08,REWORK_PROPAGATION,0.237846,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a59afff076a1607c0741d4cf118dcb78bd3f773a4f2fbaa7ce9f3f2c5bd8388c
PRJ-WTR,PRJ-WTR-DSM-05,PRJ-WTR-DSM-03,REWORK_PROPAGATION,0.119794,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3daf20c6ab0287f80d7ce799c97031c4d6a4d6fc7a37a84b3d54aee2e32ce685
PRJ-RAL,PRJ-RAL-DSM-01,PRJ-RAL-DSM-02,REWORK_PROPAGATION,0.241906,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9f068a199c7ce31b318f7501d48e3789755ac14960a836163780e2ed66931308
PRJ-RAL,PRJ-RAL-DSM-01,PRJ-RAL-DSM-03,REWORK_PROPAGATION,0.192885,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,32ea835ba1ea78c466731c9969b0e6c4a84aba661e5849d8b089e8e355a25399
PRJ-RAL,PRJ-RAL-DSM-02,PRJ-RAL-DSM-05,REWORK_PROPAGATION,0.258903,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,df83556005bec005dcb00bc703e26ff561d94e1b6a2896c94959ad2b35f7b7e1
PRJ-RAL,PRJ-RAL-DSM-03,PRJ-RAL-DSM-04,REWORK_PROPAGATION,0.282586,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a5f7c8a085588a8534c2b64784aeca5ae483d764f9268b2a6e2225f59984f7af
PRJ-RAL,PRJ-RAL-DSM-04,PRJ-RAL-DSM-05,REWORK_PROPAGATION,0.240509,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,382d15902859961b4e8611b898e4c580199660ae910252338122891fe8c332ac
PRJ-RAL,PRJ-RAL-DSM-05,PRJ-RAL-DSM-06,REWORK_PROPAGATION,0.416644,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f9d40435f443d2c3290256e587b7d029c86f2f96644c6c1de5c380b20a037dc2
PRJ-RAL,PRJ-RAL-DSM-06,PRJ-RAL-DSM-07,REWORK_PROPAGATION,0.393258,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,916c798a7220cb6af0bc546f5e3eea59b32b4be594cbf62e25b247162dbdabcd
PRJ-RAL,PRJ-RAL-DSM-07,PRJ-RAL-DSM-08,REWORK_PROPAGATION,0.281071,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d43f8ae7652fcb91fcf4e513efc2c2c36537f8dd2f3b273ba70a6e4e4801e851
PRJ-RAL,PRJ-RAL-DSM-05,PRJ-RAL-DSM-03,REWORK_PROPAGATION,0.1455,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,bda3c4a2ad36f5ca26b36c9ec33296c91bf26a9a90d85a1524a61cd0611853bf
PRJ-DCT,PRJ-DCT-DSM-01,PRJ-DCT-DSM-02,REWORK_PROPAGATION,0.228902,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,49aefdd3cc61ebbc08e83f8920befed2c9c4873c42e037ea610d5b9fdc5446cb
PRJ-DCT,PRJ-DCT-DSM-01,PRJ-DCT-DSM-03,REWORK_PROPAGATION,0.220014,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9944f029a2738565789d71b4a82d6052bdeed994995e07bca6dd25f952fffe6f
PRJ-DCT,PRJ-DCT-DSM-02,PRJ-DCT-DSM-05,REWORK_PROPAGATION,0.308512,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,84dca6347c376a3cd737a0c63fe8567f0bf87e8b0568e4cb25e3b9525cf82aae
PRJ-DCT,PRJ-DCT-DSM-03,PRJ-DCT-DSM-04,REWORK_PROPAGATION,0.287939,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,43a5d6e3b9abf636d26869a1a20612e5285c1f5aae8fac918004571e93725135
PRJ-DCT,PRJ-DCT-DSM-04,PRJ-DCT-DSM-05,REWORK_PROPAGATION,0.277006,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b3abacbdd184987e070eb6672b660425c7fb253fe2f9138f5b0237c7f016506e
PRJ-DCT,PRJ-DCT-DSM-05,PRJ-DCT-DSM-06,REWORK_PROPAGATION,0.346007,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,259ee7ab45c72ed8a386056cc012c55ebc4c68386f965e1cfcaf5e9f03dfa379
PRJ-DCT,PRJ-DCT-DSM-06,PRJ-DCT-DSM-07,REWORK_PROPAGATION,0.427087,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7a3e436757b1a33b03d0a8b62c28372ca0ecc3d47a44904801dea5119f17a3aa
PRJ-DCT,PRJ-DCT-DSM-07,PRJ-DCT-DSM-08,REWORK_PROPAGATION,0.319057,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,000fb6466194ad8990ca61d18313444175efc571d5a74a64fc8b4363a01b47b7
PRJ-DCT,PRJ-DCT-DSM-05,PRJ-DCT-DSM-03,REWORK_PROPAGATION,0.085721,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c2aaf9948184099cd825919dc5e8c0ed5b74a74d54de8c4f4a501241ad83dc02
