project_id,period_id,seed_node_id,propagation_steps,total_propagated_rework,impacted_node_count,cumulative_impact_vector,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-HWY,P05,PRJ-HWY-DSM-01,3,1.155543,6,"{""PRJ-HWY-DSM-01"": 1.75, ""PRJ-HWY-DSM-02"": 0.504962, ""PRJ-HWY-DSM-03"": 0.34746, ""PRJ-HWY-DSM-04"": 0.084951, ""PRJ-HWY-DSM-05"": 0.164664, ""PRJ-HWY-DSM-06"": 0.053507, ""PRJ-HWY-DSM-07"": 0.0, ""PRJ-HWY-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b03816d2b9c8a3219b41149d03fa4e5bc81b15ebc7c53165193a43db8a6e103d
PRJ-HWY,P06,PRJ-HWY-DSM-02,3,0.896318,5,"{""PRJ-HWY-DSM-01"": 0.0, ""PRJ-HWY-DSM-02"": 1.9, ""PRJ-HWY-DSM-03"": 0.060135, ""PRJ-HWY-DSM-04"": 0.015412, ""PRJ-HWY-DSM-05"": 0.536056, ""PRJ-HWY-DSM-06"": 0.201327, ""PRJ-HWY-DSM-07"": 0.083389, ""PRJ-HWY-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,2651a889ae69a891fcec411d05ca796a661626f8087a93858d6e157ac1a0612d
PRJ-HSP,P01,PRJ-HSP-DSM-01,3,0.683139,5,"{""PRJ-HSP-DSM-01"": 1.15, ""PRJ-HSP-DSM-02"": 0.239736, ""PRJ-HSP-DSM-03"": 0.250991, ""PRJ-HSP-DSM-04"": 0.063176, ""PRJ-HSP-DSM-05"": 0.099923, ""PRJ-HSP-DSM-06"": 0.029314, ""PRJ-HSP-DSM-07"": 0.0, ""PRJ-HSP-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,8f5db16290d6c408071f0a363cce6932f90fa37ed4751033178c3c8a4a0cb523
PRJ-HSP,P02,PRJ-HSP-DSM-02,3,0.742904,5,"{""PRJ-HSP-DSM-01"": 0.0, ""PRJ-HSP-DSM-02"": 1.3, ""PRJ-HSP-DSM-03"": 0.061857, ""PRJ-HSP-DSM-04"": 0.016311, ""PRJ-HSP-DSM-05"": 0.446455, ""PRJ-HSP-DSM-06"": 0.158958, ""PRJ-HSP-DSM-07"": 0.059324, ""PRJ-HSP-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,581860d6b552b83cace8731481c87e8c844e528c930b75e64de75f80acf4cf4a
PRJ-HSP,P03,PRJ-HSP-DSM-03,3,0.541471,3,"{""PRJ-HSP-DSM-01"": 0.0, ""PRJ-HSP-DSM-02"": 0.0, ""PRJ-HSP-DSM-03"": 1.464751, ""PRJ-HSP-DSM-04"": 0.382352, ""PRJ-HSP-DSM-05"": 0.106463, ""PRJ-HSP-DSM-06"": 0.037906, ""PRJ-HSP-DSM-07"": 0.0, ""PRJ-HSP-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,94e1eb8d60a1ad8f9800e3076553abb2669d64861d7b0ad74334704e3b57d2c5
PRJ-HSP,P04,PRJ-HSP-DSM-04,3,0.741329,5,"{""PRJ-HSP-DSM-01"": 0.0, ""PRJ-HSP-DSM-02"": 0.0, ""PRJ-HSP-DSM-03"": 0.061726, ""PRJ-HSP-DSM-04"": 1.616277, ""PRJ-HSP-DSM-05"": 0.445508, ""PRJ-HSP-DSM-06"": 0.158621, ""PRJ-HSP-DSM-07"": 0.059198, ""PRJ-HSP-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4ce7f1ea3ac59a8ee3a348f2c425a60642df5566500585e4773f7c622018fc84
PRJ-HSP,P05,PRJ-HSP-DSM-01,3,1.039559,5,"{""PRJ-HSP-DSM-01"": 1.75, ""PRJ-HSP-DSM-02"": 0.364815, ""PRJ-HSP-DSM-03"": 0.381942, ""PRJ-HSP-DSM-04"": 0.096137, ""PRJ-HSP-DSM-05"": 0.152056, ""PRJ-HSP-DSM-06"": 0.044608, ""PRJ-HSP-DSM-07"": 0.0, ""PRJ-HSP-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3be9b93e186b4527c3f49543cc876b8746bbcb7c80beec75d3c84bcb8ad59689
PRJ-HSP,P06,PRJ-HSP-DSM-02,3,1.085783,5,"{""PRJ-HSP-DSM-01"": 0.0, ""PRJ-HSP-DSM-02"": 1.9, ""PRJ-HSP-DSM-03"": 0.090406, ""PRJ-HSP-DSM-04"": 0.023839, ""PRJ-HSP-DSM-05"": 0.652511, ""PRJ-HSP-DSM-06"": 0.232323, ""PRJ-HSP-DSM-07"": 0.086704, ""PRJ-HSP-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1f6e132b8624e572ca1b54eb2d368d1a7ff62ffcdef906aebd2ca6213cfa7c16
PRJ-WTR,P01,PRJ-WTR-DSM-01,3,0.648358,4,"{""PRJ-WTR-DSM-01"": 1.15, ""PRJ-WTR-DSM-02"": 0.246857, ""PRJ-WTR-DSM-03"": 0.241545, ""PRJ-WTR-DSM-04"": 0.04839, ""PRJ-WTR-DSM-05"": 0.088153, ""PRJ-WTR-DSM-06"": 0.023412, ""PRJ-WTR-DSM-07"": 0.0, ""PRJ-WTR-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4cbaf27cd0c8baa99b5023ac4ab6277df77ddf3cc3b6017a3baa6bc48517c973
PRJ-WTR,P02,PRJ-WTR-DSM-02,3,0.630832,3,"{""PRJ-WTR-DSM-01"": 0.0, ""PRJ-WTR-DSM-02"": 1.3, ""PRJ-WTR-DSM-03"": 0.047935, ""PRJ-WTR-DSM-04"": 0.009979, ""PRJ-WTR-DSM-05"": 0.400146, ""PRJ-WTR-DSM-06"": 0.123294, ""PRJ-WTR-DSM-07"": 0.049478, ""PRJ-WTR-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,969b1ff6d754fc5236a6e4ea6dbda8db4e1c5ffa31aca936438040056356032f
PRJ-WTR,P03,PRJ-WTR-DSM-03,3,0.41026,3,"{""PRJ-WTR-DSM-01"": 0.0, ""PRJ-WTR-DSM-02"": 0.0, ""PRJ-WTR-DSM-03"": 1.459094, ""PRJ-WTR-DSM-04"": 0.301863, ""PRJ-WTR-DSM-05"": 0.075913, ""PRJ-WTR-DSM-06"": 0.02339, ""PRJ-WTR-DSM-07"": 0.0, ""PRJ-WTR-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,82720d6f4a04e823d8e49ac709dfa54e631dcd394313a6f1f90c910b9a61f69c
PRJ-WTR,P04,PRJ-WTR-DSM-04,3,0.634335,3,"{""PRJ-WTR-DSM-01"": 0.0, ""PRJ-WTR-DSM-02"": 0.0, ""PRJ-WTR-DSM-03"": 0.048201, ""PRJ-WTR-DSM-04"": 1.610035, ""PRJ-WTR-DSM-05"": 0.402368, ""PRJ-WTR-DSM-06"": 0.123979, ""PRJ-WTR-DSM-07"": 0.049753, ""PRJ-WTR-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,aac4c3c3d00d06e453eeee4317b927289a90d618b8f74e8b564d99305f2e299b
PRJ-WTR,P05,PRJ-WTR-DSM-01,3,0.986632,5,"{""PRJ-WTR-DSM-01"": 1.75, ""PRJ-WTR-DSM-02"": 0.375653, ""PRJ-WTR-DSM-03"": 0.367568, ""PRJ-WTR-DSM-04"": 0.073637, ""PRJ-WTR-DSM-05"": 0.134146, ""PRJ-WTR-DSM-06"": 0.035628, ""PRJ-WTR-DSM-07"": 0.0, ""PRJ-WTR-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e9858a610410489880f818d7e7200319ffb2267e6c375526312df07fce19d28d
PRJ-WTR,P06,PRJ-WTR-DSM-02,3,0.921986,5,"{""PRJ-WTR-DSM-01"": 0.0, ""PRJ-WTR-DSM-02"": 1.9, ""PRJ-WTR-DSM-03"": 0.070059, ""PRJ-WTR-DSM-04"": 0.014585, ""PRJ-WTR-DSM-05"": 0.584829, ""PRJ-WTR-DSM-06"": 0.180199, ""PRJ-WTR-DSM-07"": 0.072314, ""PRJ-WTR-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a4cf7baf1c84348c8eafdf3d6f6a3bf305d47a1ce6029ffab4f015203ab9d834
PRJ-RAL,P01,PRJ-RAL-DSM-01,3,0.690281,5,"{""PRJ-RAL-DSM-01"": 1.15, ""PRJ-RAL-DSM-02"": 0.278192, ""PRJ-RAL-DSM-03"": 0.232298, ""PRJ-RAL-DSM-04"": 0.062683, ""PRJ-RAL-DSM-05"": 0.0871, ""PRJ-RAL-DSM-06"": 0.030009, ""PRJ-RAL-DSM-07"": 0.0, ""PRJ-RAL-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,8967a0d3f0b67a185b985e4c73296931047d57798b59529b54eb4aa0b4de71e5
PRJ-RAL,P02,PRJ-RAL-DSM-02,3,0.594763,4,"{""PRJ-RAL-DSM-01"": 0.0, ""PRJ-RAL-DSM-02"": 1.3, ""PRJ-RAL-DSM-03"": 0.048972, ""PRJ-RAL-DSM-04"": 0.013839, ""PRJ-RAL-DSM-05"": 0.336574, ""PRJ-RAL-DSM-06"": 0.140232, ""PRJ-RAL-DSM-07"": 0.055147, ""PRJ-RAL-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,10d5172c0cbc07591275d8d032e80a9e11ab5e854559968f640621f62c4f678c
PRJ-RAL,P03,PRJ-RAL-DSM-03,3,0.563697,3,"{""PRJ-RAL-DSM-01"": 0.0, ""PRJ-RAL-DSM-02"": 0.0, ""PRJ-RAL-DSM-03"": 1.464339, ""PRJ-RAL-DSM-04"": 0.40975, ""PRJ-RAL-DSM-05"": 0.098548, ""PRJ-RAL-DSM-06"": 0.04106, ""PRJ-RAL-DSM-07"": 0.0, ""PRJ-RAL-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e523aaf8b317680b20f4b4362e51d6a62aa7914437fab5b1199f71e9406b55a7
PRJ-RAL,P04,PRJ-RAL-DSM-04,3,0.680009,5,"{""PRJ-RAL-DSM-01"": 0.0, ""PRJ-RAL-DSM-02"": 0.0, ""PRJ-RAL-DSM-03"": 0.055991, ""PRJ-RAL-DSM-04"": 1.615822, ""PRJ-RAL-DSM-05"": 0.384814, ""PRJ-RAL-DSM-06"": 0.160331, ""PRJ-RAL-DSM-07"": 0.063051, ""PRJ-RAL-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,761780241e6b7e9d4457bf04c3798174e9890fd05dc6130102024dc8e05c0033
PRJ-RAL,P05,PRJ-RAL-DSM-01,3,1.050428,5,"{""PRJ-RAL-DSM-01"": 1.75, ""PRJ-RAL-DSM-02"": 0.423335, ""PRJ-RAL-DSM-03"": 0.353496, ""PRJ-RAL-DSM-04"": 0.095387, ""PRJ-RAL-DSM-05"": 0.132544, ""PRJ-RAL-DSM-06"": 0.045665, ""PRJ-RAL-DSM-07"": 0.0, ""PRJ-RAL-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1b3f84dd534faac0dc38631109ba6f5591e31f3b8211d2a66ad76cb5b683c959
PRJ-RAL,P06,PRJ-RAL-DSM-02,3,0.86927,5,"{""PRJ-RAL-DSM-01"": 0.0, ""PRJ-RAL-DSM-02"": 1.9, ""PRJ-RAL-DSM-03"": 0.071574, ""PRJ-RAL-DSM-04"": 0.020226, ""PRJ-RAL-DSM-05"": 0.491916, ""PRJ-RAL-DSM-06"": 0.204954, ""PRJ-RAL-DSM-07"": 0.0806, ""PRJ-RAL-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c8f34ac1b9be27706d0ede8e1cebc6f86c02bd792f94be0fd377942c83c23dc2
PRJ-DCT,P01,PRJ-DCT-DSM-01,3,0.72556,5,"{""PRJ-DCT-DSM-01"": 1.15, ""PRJ-DCT-DSM-02"": 0.263237, ""PRJ-DCT-DSM-03"": 0.259977, ""PRJ-DCT-DSM-04"": 0.072853, ""PRJ-DCT-DSM-05"": 0.101392, ""PRJ-DCT-DSM-06"": 0.0281, ""PRJ-DCT-DSM-07"": 0.0, ""PRJ-DCT-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ab632d020692e1f425b3dffcc6875b9d66ad20ba6f6726021159e7397fd0ea1a
PRJ-DCT,P02,PRJ-DCT-DSM-02,3,0.643383,4,"{""PRJ-DCT-DSM-01"": 0.0, ""PRJ-DCT-DSM-02"": 1.3, ""PRJ-DCT-DSM-03"": 0.03438, ""PRJ-DCT-DSM-04"": 0.009899, ""PRJ-DCT-DSM-05"": 0.401065, ""PRJ-DCT-DSM-06"": 0.138771, ""PRJ-DCT-DSM-07"": 0.059268, ""PRJ-DCT-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,bc2dc1762a79802232f49eefe2fbfe25b3c12bda04202a538d85d1225d21de4a
PRJ-DCT,P03,PRJ-DCT-DSM-03,3,0.583096,3,"{""PRJ-DCT-DSM-01"": 0.0, ""PRJ-DCT-DSM-02"": 0.0, ""PRJ-DCT-DSM-03"": 1.459914, ""PRJ-DCT-DSM-04"": 0.417512, ""PRJ-DCT-DSM-05"": 0.115653, ""PRJ-DCT-DSM-06"": 0.040017, ""PRJ-DCT-DSM-07"": 0.0, ""PRJ-DCT-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b308e596e884f63c05643b118866e9c290bb85e00d72d9b7b22cdd4fa10dc499
PRJ-DCT,P04,PRJ-DCT-DSM-04,3,0.71099,4,"{""PRJ-DCT-DSM-01"": 0.0, ""PRJ-DCT-DSM-02"": 0.0, ""PRJ-DCT-DSM-03"": 0.037992, ""PRJ-DCT-DSM-04"": 1.61094, ""PRJ-DCT-DSM-05"": 0.443209, ""PRJ-DCT-DSM-06"": 0.153354, ""PRJ-DCT-DSM-07"": 0.065495, ""PRJ-DCT-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ddc4517e7df5000dd8c3e48d389f3b3a0f325c5ff8003810c6f4b246237de183
PRJ-DCT,P05,PRJ-DCT-DSM-01,3,1.104113,5,"{""PRJ-DCT-DSM-01"": 1.75, ""PRJ-DCT-DSM-02"": 0.400578, ""PRJ-DCT-DSM-03"": 0.395618, ""PRJ-DCT-DSM-04"": 0.110864, ""PRJ-DCT-DSM-05"": 0.154293, ""PRJ-DCT-DSM-06"": 0.042761, ""PRJ-DCT-DSM-07"": 0.0, ""PRJ-DCT-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6be855713321e1f8ce9db652687adf37c77872245ad54e8928fb4f25e8283b43
PRJ-DCT,P06,PRJ-DCT-DSM-02,3,0.94033,5,"{""PRJ-DCT-DSM-01"": 0.0, ""PRJ-DCT-DSM-02"": 1.9, ""PRJ-DCT-DSM-03"": 0.050247, ""PRJ-DCT-DSM-04"": 0.014468, ""PRJ-DCT-DSM-05"": 0.586172, ""PRJ-DCT-DSM-06"": 0.20282, ""PRJ-DCT-DSM-07"": 0.086622, ""PRJ-DCT-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,57c43fbfe2bed686fe3cf3273b3099cb3aa34a6288f30d18a17343875ff10537
