project_id,agent_id,agent_type,base_capacity_units,base_lead_time_steps,reliability,decision_rule_id,network_group,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-HWY,PRJ-HWY-SUP-06,SUPPLIER,12,3,0.834,RESTOCK_AND_PRIORITIZE_CRITICAL,G3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6cef82ba7c3d18dfc5686a9aa44f616439d01bb18e7aebefd2951fbbcfdd92b9
PRJ-HWY,PRJ-HWY-SUP-07,SUPPLIER,8,4,0.854,RESTOCK_AND_PRIORITIZE_CRITICAL,G1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1029460476e6f34fbf244c8d90e3849b04ba66a0436efede48844c8a52fdc34d
PRJ-HWY,PRJ-HWY-SUP-08,SUPPLIER,10,5,0.874,RESTOCK_AND_PRIORITIZE_CRITICAL,G2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e884672d64ceb65c64b43fb6c2c27cfe446e0c3b89acb0ba7300b81ae0aa498f
PRJ-HSP,PRJ-HSP-SUP-01,SUPPLIER,8,2,0.8005,RESTOCK_AND_PRIORITIZE_CRITICAL,G1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,02348e8c56d11a9c09727385c5d04a97e8b9606b693fa398a45f89a83eaafb01
PRJ-HSP,PRJ-HSP-SUP-02,SUPPLIER,10,3,0.8205,RESTOCK_AND_PRIORITIZE_CRITICAL,G2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,8ff31450e0da9313c203bbe8bbfe261aaf6476bec2a483295c29d65aa275aba4
PRJ-HSP,PRJ-HSP-SUP-03,SUPPLIER,12,4,0.8405,RESTOCK_AND_PRIORITIZE_CRITICAL,G3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7c513aa5678be8a9d61d0ffe0c030ec0aa8a4dca07407a2724230e81f86e7038
PRJ-HSP,PRJ-HSP-SUP-04,SUPPLIER,8,5,0.8605,RESTOCK_AND_PRIORITIZE_CRITICAL,G1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e14b819cbc4549e9564fce1f68b4c9eda11a65055451b8b9e8a4549a08650e4a
PRJ-HSP,PRJ-HSP-SUP-05,SUPPLIER,10,2,0.8005,RESTOCK_AND_PRIORITIZE_CRITICAL,G2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e019a992aaa5f310516c90195f37607ae2133371ccc473dbf9f77d1e748540b3
PRJ-HSP,PRJ-HSP-SUP-06,SUPPLIER,12,3,0.8205,RESTOCK_AND_PRIORITIZE_CRITICAL,G3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3763b6b50e277544144c4464dae75b8e19df6a0696c72b9bb5b3052f89048341
PRJ-HSP,PRJ-HSP-SUP-07,SUPPLIER,8,4,0.8405,RESTOCK_AND_PRIORITIZE_CRITICAL,G1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,584ccafccf72aac7c99e1d16016df3687f7aab1d7e127b5450c0dad9f67744ac
PRJ-HSP,PRJ-HSP-SUP-08,SUPPLIER,10,5,0.8605,RESTOCK_AND_PRIORITIZE_CRITICAL,G2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,fa8873c7bd16939719c22cd7cc134bb62a6cef3d561880314fa1dad4c31ed931
PRJ-WTR,PRJ-WTR-SUP-01,SUPPLIER,8,2,0.82,RESTOCK_AND_PRIORITIZE_CRITICAL,G1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,49ce91d42ecb82b07bf6938236eb93f59064d891190cb78f65a8552408a724d0
PRJ-WTR,PRJ-WTR-SUP-02,SUPPLIER,10,3,0.84,RESTOCK_AND_PRIORITIZE_CRITICAL,G2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f9282cca9d71e77355446d7c10a3e5dc5d7eb983ab98674c8434fd127234cc72
PRJ-WTR,PRJ-WTR-SUP-03,SUPPLIER,12,4,0.86,RESTOCK_AND_PRIORITIZE_CRITICAL,G3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,592211a897572ed5dbbc82494b3f28cd09281400ae4a82bdebf6a58d559b286f
PRJ-WTR,PRJ-WTR-SUP-04,SUPPLIER,8,5,0.88,RESTOCK_AND_PRIORITIZE_CRITICAL,G1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,37f2d3d4f30de9a22c3cab0d9339d766d9537a2fb604ebf8f7087bad69ae2911
PRJ-WTR,PRJ-WTR-SUP-05,SUPPLIER,10,2,0.82,RESTOCK_AND_PRIORITIZE_CRITICAL,G2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0c74af336795dc08990d701472e9b95b4ddbd44c55f20209793ed657c74376c3
PRJ-WTR,PRJ-WTR-SUP-06,SUPPLIER,12,3,0.84,RESTOCK_AND_PRIORITIZE_CRITICAL,G3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7175dbe2bb4119480e003562b28721725b0229b3a1f4bc9388e19dcac4a50e9a
PRJ-WTR,PRJ-WTR-SUP-07,SUPPLIER,8,4,0.86,RESTOCK_AND_PRIORITIZE_CRITICAL,G1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,62e7e4d20fb1402bc489de7659555f2749239fc86d89b10134d7840c410a3e32
PRJ-WTR,PRJ-WTR-SUP-08,SUPPLIER,10,5,0.88,RESTOCK_AND_PRIORITIZE_CRITICAL,G2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,33f0c67b0114d53088f801ed1e1de167f733df58b7339d10ed8e6d7ff39668c8
PRJ-RAL,PRJ-RAL-SUP-01,SUPPLIER,8,2,0.808,RESTOCK_AND_PRIORITIZE_CRITICAL,G1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0dd4a0772b931724d3212cda160e3cd324b03fcfcaac8b98b1d4fa87b751804e
PRJ-RAL,PRJ-RAL-SUP-02,SUPPLIER,10,3,0.828,RESTOCK_AND_PRIORITIZE_CRITICAL,G2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5910f013c44a64cdc86c953d0cc0b515ff055ba1432695b6dc140a38ad5d188d
PRJ-RAL,PRJ-RAL-SUP-03,SUPPLIER,12,4,0.848,RESTOCK_AND_PRIORITIZE_CRITICAL,G3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6b9d928dd1ac94c76f4737fd918cd08e77c28ce07fd444e4e3ebfe4b3d2af0a4
PRJ-RAL,PRJ-RAL-SUP-04,SUPPLIER,8,5,0.868,RESTOCK_AND_PRIORITIZE_CRITICAL,G1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d113a5de914105e8f0901ca178ac46cf43254e53eaecbf9d444ef6938998ac33
PRJ-RAL,PRJ-RAL-SUP-05,SUPPLIER,10,2,0.808,RESTOCK_AND_PRIORITIZE_CRITICAL,G2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6a509972581f5d9da553a43269e597c5187a864a577f71a14508ea73cbcd150a
PRJ-RAL,PRJ-RAL-SUP-06,SUPPLIER,12,3,0.828,RESTOCK_AND_PRIORITIZE_CRITICAL,G3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b960e272798677ab459c6f3b629f05f9e2fa3116d5712d50d0d14e57e279f870
PRJ-RAL,PRJ-RAL-SUP-07,SUPPLIER,8,4,0.848,RESTOCK_AND_PRIORITIZE_CRITICAL,G1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,84e44e6de99586eb0d2d5fb07c0de509c8c208387c14d8e913c94722d0a9ffa1
PRJ-RAL,PRJ-RAL-SUP-08,SUPPLIER,10,5,0.868,RESTOCK_AND_PRIORITIZE_CRITICAL,G2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5b01d05099bc68e794e2dbc4ff651d2c7c21425beea694def9b293d2ecc714cb
PRJ-DCT,PRJ-DCT-SUP-01,SUPPLIER,8,2,0.8185,RESTOCK_AND_PRIORITIZE_CRITICAL,G1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,eb8de7570bd4a4b17ada9b1c72f45dada60a0eca90a87b6110a1ea0c86c7fa6c
PRJ-DCT,PRJ-DCT-SUP-02,SUPPLIER,10,3,0.8385,RESTOCK_AND_PRIORITIZE_CRITICAL,G2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,45787441f55c7aa0187a48b238d67ec0272919d5fbaf4dd8c29fd2e7dd59b71f
PRJ-DCT,PRJ-DCT-SUP-03,SUPPLIER,12,4,0.8585,RESTOCK_AND_PRIORITIZE_CRITICAL,G3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7dfb78a587f4add12f1b1fc6dd4e0faf813c9c6b3a6b328df733fbffd1cdb5f5
PRJ-DCT,PRJ-DCT-SUP-04,SUPPLIER,8,5,0.8785,RESTOCK_AND_PRIORITIZE_CRITICAL,G1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f3a33470aef948800216535d177388eb1141431acb9659d1a4e2fad72a503109
PRJ-DCT,PRJ-DCT-SUP-05,SUPPLIER,10,2,0.8185,RESTOCK_AND_PRIORITIZE_CRITICAL,G2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d07f7d21471ef8ef7d5fdae530bb55a44048f861f3fe0e624477ecc66e5f04fb
PRJ-DCT,PRJ-DCT-SUP-06,SUPPLIER,12,3,0.8385,RESTOCK_AND_PRIORITIZE_CRITICAL,G3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,23927996710537ea5cdb239ccc79b00c9def88d948cac4890444fbc86dd83fc6
PRJ-DCT,PRJ-DCT-SUP-07,SUPPLIER,8,4,0.8585,RESTOCK_AND_PRIORITIZE_CRITICAL,G1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5eec18f8d5319fe069bbf1bb4c899030d47fcaaf74cf794290d0b18d6ff59fc2
PRJ-DCT,PRJ-DCT-SUP-08,SUPPLIER,10,5,0.8785,RESTOCK_AND_PRIORITIZE_CRITICAL,G2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6c20ca9131b4033340b297fd8edcdf0958935fc9c95f5b9bb74822a3a6a77b42
