project_id,activity_id,activity_name,wbs_id,activity_type,baseline_duration_days,optimistic_duration_days,most_likely_duration_days,pessimistic_duration_days,calendar_id,resource_group,location_id,critical_chain_flag,ccpm_chain_id,ccpm_chain_type,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-HWY,PRJ-HWY-A11,Punch and Safety Review,PRJ-HWY-WBS-11,TASK,22.6,18.276,22.6,27.936,CAL-5D,COMMISSIONING,LOC-05,True,PRJ-HWY-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,df7ce8723195f2c8f31952113b4f2cfc717291809dbebbca2cd4ebd45dd90e55
PRJ-HWY,PRJ-HWY-A12,Open to Traffic,PRJ-HWY-WBS-12,MILESTONE,12.5,9.672,12.5,16.433,CAL-5D,COMMISSIONING,LOC-06,True,PRJ-HWY-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,feb656d4ee332908aeeb7549875897011d667ec7a694706e26c302ecfd0ff1d8
PRJ-HSP,PRJ-HSP-A01,Notice to Proceed,PRJ-HSP-WBS-01,MILESTONE,6.7,5.347,6.7,8.392,CAL-5D,DESIGN,LOC-01,True,PRJ-HSP-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,fb2c31294aef2c8c73cc406907deecc056a3ce7603a8830f75e66ec35c21a8e2
PRJ-HSP,PRJ-HSP-A02,Clinical Design Freeze,PRJ-HSP-WBS-02,TASK,19.4,15.148,19.4,25.01,CAL-5D,DESIGN,LOC-02,False,PRJ-HSP-FC1,FEEDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d05b8229515151ff5d1d9069d65aba6c4760ee0b3dba0d8edc9d44f6f2445c9d
PRJ-HSP,PRJ-HSP-A03,Long-Lead Equipment,PRJ-HSP-WBS-03,TASK,38.4,30.233,38.4,50.104,CAL-5D,PROCUREMENT,LOC-03,True,PRJ-HSP-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d20e7371ff41538ad35cce78a5766432c93623afe6173041becd5663ff4dee59
PRJ-HSP,PRJ-HSP-A04,Site and Excavation,PRJ-HSP-WBS-04,TASK,23.4,17.646,23.4,29.59,CAL-5D,PROCUREMENT,LOC-04,True,PRJ-HSP-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ab0ae1c7865406265ab8352158bad06ac0f4abc839f97428ee54b5b5167db505
PRJ-HSP,PRJ-HSP-A05,Foundations,PRJ-HSP-WBS-05,TASK,34.3,27.698,34.3,43.854,CAL-5D,CIVIL,LOC-05,True,PRJ-HSP-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,79b722413e67ff1e593693c038fa6eb142d7963d4c508a31642b66d465411f2f
PRJ-HSP,PRJ-HSP-A06,Superstructure,PRJ-HSP-WBS-06,TASK,48.5,37.443,48.5,64.715,CAL-5D,CIVIL,LOC-06,True,PRJ-HSP-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c4ee9d7fd870dd0b93a565043b472eb5af6fc62a82516ffc525965c7c3361e87
PRJ-HSP,PRJ-HSP-A07,Envelope,PRJ-HSP-WBS-07,TASK,33.4,25.493,33.4,42.95,CAL-5D,STRUCTURAL,LOC-01,False,PRJ-HSP-FC2,FEEDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a5dda95995560ad013e096ad7482e4773b409317be808d9c7611f3680b128585
PRJ-HSP,PRJ-HSP-A08,MEP and Medical Gas,PRJ-HSP-WBS-08,TASK,47.8,36.47,47.8,61.858,CAL-5D,STRUCTURAL,LOC-02,True,PRJ-HSP-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3e9c97bd9f9cdf31237710accaba9451b56832bf288f60e13c07dcf5dba573c2
PRJ-HSP,PRJ-HSP-A09,Interior Build-Out,PRJ-HSP-WBS-09,TASK,34.4,27.467,34.4,45.373,CAL-5D,MEP,LOC-03,True,PRJ-HSP-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a5c544300a9bd3b5e40ac37b6fb26d833fc192745d5a37c7ff5909fa991cfcc1
PRJ-HSP,PRJ-HSP-A10,Equipment Install,PRJ-HSP-WBS-10,TASK,38.7,29.359,38.7,48.07,CAL-5D,MEP,LOC-04,True,PRJ-HSP-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,488452aafdb6bebb22d3ac00b7a3be2e271518d9ef139f35348c186ec8e3c5d9
PRJ-HSP,PRJ-HSP-A11,Commissioning,PRJ-HSP-WBS-11,TASK,26.4,21.337,26.4,34.202,CAL-5D,COMMISSIONING,LOC-05,True,PRJ-HSP-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f572317936cf862c5822fa15b93d4c71aae619dd8d2a466d4810d13d5553e4e7
PRJ-HSP,PRJ-HSP-A12,Occupancy Readiness,PRJ-HSP-WBS-12,MILESTONE,12.9,10.441,12.9,16.319,CAL-5D,COMMISSIONING,LOC-06,True,PRJ-HSP-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b4468fe3cfe67ef7127285d4a045aa8d66477fba04aad8936e108ad3c884a391
PRJ-WTR,PRJ-WTR-A01,Notice to Proceed,PRJ-WTR-WBS-01,MILESTONE,3.4,2.694,3.4,4.484,CAL-5D,DESIGN,LOC-01,True,PRJ-WTR-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,547e18d470b8ee443f493bd965d7ec1ea1b983f9abfb55df914f5a039b13b8fe
PRJ-WTR,PRJ-WTR-A02,Process Design,PRJ-WTR-WBS-02,TASK,17.4,13.284,17.4,22.516,CAL-5D,DESIGN,LOC-02,False,PRJ-WTR-FC1,FEEDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0257675b688c8761dd255a8414edd60f2391ae8562519256be905652b4b8ca59
PRJ-WTR,PRJ-WTR-A03,Equipment Procurement,PRJ-WTR-WBS-03,TASK,22.4,17.752,22.4,28.302,CAL-5D,PROCUREMENT,LOC-03,True,PRJ-WTR-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,8161419199460f09ac0ba305c8d1c429dadd0a85b5fa955287acdf1b68d50b64
PRJ-WTR,PRJ-WTR-A04,Site Preparation,PRJ-WTR-WBS-04,TASK,17.6,13.158,17.6,23.155,CAL-5D,PROCUREMENT,LOC-04,True,PRJ-WTR-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,8af1fbf09b95e5b580da7ed3c4431778599a7dab82addc973f0a119f424eb1d9
PRJ-WTR,PRJ-WTR-A05,Civil Basins,PRJ-WTR-WBS-05,TASK,24.3,18.623,24.3,31.373,CAL-5D,CIVIL,LOC-05,True,PRJ-WTR-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9550cf3c2c54885921cc7a13ca765346e6f267a597835aa774b6cb8c0d1c936c
PRJ-WTR,PRJ-WTR-A06,Process Structures,PRJ-WTR-WBS-06,TASK,40.8,31.411,40.8,52.036,CAL-5D,CIVIL,LOC-06,True,PRJ-WTR-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,25c570245a9f3c59dd7c4e417455ae118108b6b0571768163422c567cf4a5118
PRJ-WTR,PRJ-WTR-A07,Piping,PRJ-WTR-WBS-07,TASK,29.8,22.697,29.8,38.081,CAL-5D,STRUCTURAL,LOC-01,False,PRJ-WTR-FC2,FEEDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3d86db3a09c3081454fe8ce2e84af569041e68e1fc165b42899b01927a4970d7
PRJ-WTR,PRJ-WTR-A08,Electrical and Controls,PRJ-WTR-WBS-08,TASK,38.6,29.92,38.6,48.089,CAL-5D,STRUCTURAL,LOC-02,True,PRJ-WTR-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,595dc3deaa9bac0b8ef4836022ba4e4cd2a6a5c42f593b855b74e091c8257cb3
PRJ-WTR,PRJ-WTR-A09,Equipment Installation,PRJ-WTR-WBS-09,TASK,27.5,20.685,27.5,34.96,CAL-5D,MEP,LOC-03,True,PRJ-WTR-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d4358c63ee16f46eb14761d138623ba9c05242947ac7b1ba4f66ccb1d694cfdb
PRJ-WTR,PRJ-WTR-A10,Startup Preparation,PRJ-WTR-WBS-10,TASK,31.0,24.744,31.0,38.801,CAL-5D,MEP,LOC-04,True,PRJ-WTR-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,aabe2e4770957caa58c00f0d4db4186100371ff750c97a6bdcfdcd043fe603a7
PRJ-WTR,PRJ-WTR-A11,Performance Testing,PRJ-WTR-WBS-11,TASK,19.6,15.478,19.6,24.15,CAL-5D,COMMISSIONING,LOC-05,True,PRJ-WTR-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,908714d5c1f24104de52f7eff259b857efa0235143aaa2ea6b953517d5a6f98c
PRJ-WTR,PRJ-WTR-A12,Beneficial Use,PRJ-WTR-WBS-12,MILESTONE,9.9,7.732,9.9,12.864,CAL-5D,COMMISSIONING,LOC-06,True,PRJ-WTR-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b7cadb1f317c6b62c9cbe6139b51fb2599871ea56993a6d5da7826a72140776a
PRJ-RAL,PRJ-RAL-A01,Notice to Proceed,PRJ-RAL-WBS-01,MILESTONE,6.5,5.026,6.5,8.431,CAL-5D,DESIGN,LOC-01,True,PRJ-RAL-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b97e4c67198b39febbda6f1f4d89f6a39b23aa325c50087a8a0ee1322cd43c78
PRJ-RAL,PRJ-RAL-A02,Design and Interfaces,PRJ-RAL-WBS-02,TASK,20.7,16.413,20.7,26.744,CAL-5D,DESIGN,LOC-02,False,PRJ-RAL-FC1,FEEDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,cdf9565e081bfceaa6d1cf491954ff406c54503a6f609c68bee6ded8ccc3d3bb
PRJ-RAL,PRJ-RAL-A03,Long-Lead Systems,PRJ-RAL-WBS-03,TASK,31.3,23.894,31.3,40.669,CAL-5D,PROCUREMENT,LOC-03,True,PRJ-RAL-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,65bb627c5fe92a61c66ee3c0bb9f81a094eb32eb06c4c71c4b329f5e754e13bd
PRJ-RAL,PRJ-RAL-A04,Site and Access,PRJ-RAL-WBS-04,TASK,24.1,19.99,24.1,30.687,CAL-5D,PROCUREMENT,LOC-04,True,PRJ-RAL-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f53b56ca3281f77b53efd08991fb6d10b2b180f2037d625d89f3542286d71668
PRJ-RAL,PRJ-RAL-A05,Foundations,PRJ-RAL-WBS-05,TASK,29.8,23.009,29.8,38.719,CAL-5D,CIVIL,LOC-05,True,PRJ-RAL-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a9350ebe396ac0961323b992a1d2c863639e5305ec47e65e4bbfcdd77bb60afa
PRJ-RAL,PRJ-RAL-A06,Structural Works,PRJ-RAL-WBS-06,TASK,48.1,39.702,48.1,63.261,CAL-5D,CIVIL,LOC-06,True,PRJ-RAL-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0c1afc6e3dccf03d29bbb7e85139411001fdfbbe092ae9d8a03f3b0d082b01e8
PRJ-RAL,PRJ-RAL-A07,Platforms and Track,PRJ-RAL-WBS-07,TASK,34.5,27.46,34.5,43.285,CAL-5D,STRUCTURAL,LOC-01,False,PRJ-RAL-FC2,FEEDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7c6304e64ded1a1b08f964da2b58f3cc6a9e028e6f7fa571f906adda1e4c1b40
PRJ-RAL,PRJ-RAL-A08,Envelope,PRJ-RAL-WBS-08,TASK,40.9,31.103,40.9,52.76,CAL-5D,STRUCTURAL,LOC-02,True,PRJ-RAL-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,760b9f60c04eb834b5346f7af8d9992aeec5b735a0bd1c69dbff3f7beca07aa3
PRJ-RAL,PRJ-RAL-A09,Systems Integration,PRJ-RAL-WBS-09,TASK,31.9,25.894,31.9,40.719,CAL-5D,MEP,LOC-03,True,PRJ-RAL-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3503e4a37bcc0212aca2e18af45a3e442c3ee215ccfb8ca1268e31496c4d8e30
PRJ-RAL,PRJ-RAL-A10,Architectural Finish,PRJ-RAL-WBS-10,TASK,38.0,29.792,38.0,49.834,CAL-5D,MEP,LOC-04,True,PRJ-RAL-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,fc0453821780609e7c58130ebe22a63f6800bb21e083c71a73f5269a67459cd1
PRJ-RAL,PRJ-RAL-A11,Testing,PRJ-RAL-WBS-11,TASK,21.8,17.417,21.8,28.492,CAL-5D,COMMISSIONING,LOC-05,True,PRJ-RAL-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c0b8d233c11acb095aa728bed4d343a9c339ec7b89ce8b38278956c569fdfd8e
PRJ-RAL,PRJ-RAL-A12,Revenue Service Readiness,PRJ-RAL-WBS-12,MILESTONE,12.2,9.598,12.2,15.653,CAL-5D,COMMISSIONING,LOC-06,True,PRJ-RAL-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9b7e6960dec0a2ca3befb3eda2aa968368b0e4610133cdb1d65c07b47cfefcfc
PRJ-DCT,PRJ-DCT-A01,Notice to Proceed,PRJ-DCT-WBS-01,MILESTONE,4.9,3.997,4.9,6.101,CAL-5D,DESIGN,LOC-01,True,PRJ-DCT-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5697e27d57975b8949a610e7228dac4ec05bfcd4ca43ea46a0116e896f4c9a9b
PRJ-DCT,PRJ-DCT-A02,Design Release,PRJ-DCT-WBS-02,TASK,17.2,13.745,17.2,21.95,CAL-5D,DESIGN,LOC-02,False,PRJ-DCT-FC1,FEEDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,afde2245f3ff12f81c9eef7ade48759437a6a5553ca5e05771088a2a685f0e0a
