project_id,period_id,status_day,baseline_finish_day,current_forecast_finish_day,required_finish_day,schedule_margin_days,p50_finish_day,p80_finish_day,p80_overrun_days,probability_finish_by_required_date,critical_path_activity_ids,schedule_compression_index,monte_carlo_iterations,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-HWY,P05,219,279,286.167929,307,20.832071,286.501842,289.146676,0.0,1.0,PRJ-HWY-A01|PRJ-HWY-A03|PRJ-HWY-A04|PRJ-HWY-A05|PRJ-HWY-A06|PRJ-HWY-A07|PRJ-HWY-A10|PRJ-HWY-A11|PRJ-HWY-A12,0.957887,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a1d01d0a8229c707262f9f377ca2afaa0dddf580bcc95c26920a1833d6052b4f
PRJ-HWY,P06,263,279,292.14412,307,14.85588,292.158467,293.442914,0.0,1.0,PRJ-HWY-A01|PRJ-HWY-A03|PRJ-HWY-A04|PRJ-HWY-A05|PRJ-HWY-A06|PRJ-HWY-A08|PRJ-HWY-A09|PRJ-HWY-A10|PRJ-HWY-A11|PRJ-HWY-A12,0.953128,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b3775034ee2aa7cec4933fda3355320b1c5d73bc899fe6979944286a3b3c4a56
PRJ-HSP,P01,49,312,340.608609,343,2.391391,344.242386,353.377509,10.377509,0.4544,PRJ-HSP-A01|PRJ-HSP-A03|PRJ-HSP-A04|PRJ-HSP-A05|PRJ-HSP-A06|PRJ-HSP-A08|PRJ-HSP-A09|PRJ-HSP-A10|PRJ-HSP-A11|PRJ-HSP-A12,0.884772,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,22e51c0c1d254c70a5b7bae5e6a77ac4d4cf485e9d07342552251cc98857847b
PRJ-HSP,P02,98,312,342.39509,343,0.60491,345.368145,353.77225,10.77225,0.4008,PRJ-HSP-A01|PRJ-HSP-A03|PRJ-HSP-A04|PRJ-HSP-A05|PRJ-HSP-A06|PRJ-HSP-A08|PRJ-HSP-A09|PRJ-HSP-A10|PRJ-HSP-A11|PRJ-HSP-A12,0.884281,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6fca49d11e7eecfdcdab097463862b65a5993caad126326dcda25cd596361587
PRJ-HSP,P03,147,312,341.308608,343,1.691392,343.184435,350.425188,7.425188,0.492,PRJ-HSP-A01|PRJ-HSP-A03|PRJ-HSP-A04|PRJ-HSP-A05|PRJ-HSP-A06|PRJ-HSP-A08|PRJ-HSP-A09|PRJ-HSP-A10|PRJ-HSP-A11|PRJ-HSP-A12,0.88225,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,719ff0398d03a4325d2abbb9031311c84584e36d39e12cdcac419bac912f664b
PRJ-HSP,P04,196,312,340.179397,343,2.820603,342.585871,347.83974,4.83974,0.5236,PRJ-HSP-A01|PRJ-HSP-A03|PRJ-HSP-A04|PRJ-HSP-A05|PRJ-HSP-A06|PRJ-HSP-A08|PRJ-HSP-A09|PRJ-HSP-A10|PRJ-HSP-A11|PRJ-HSP-A12,0.887533,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,14fe69750ed7db78b030e3d9b6c725ed46a523f4da455a781119f9b0b5ef1466
PRJ-HSP,P05,245,312,351.553741,343,-8.553741,352.36834,356.259181,13.259181,0.014,PRJ-HSP-A01|PRJ-HSP-A03|PRJ-HSP-A04|PRJ-HSP-A05|PRJ-HSP-A06|PRJ-HSP-A08|PRJ-HSP-A09|PRJ-HSP-A10|PRJ-HSP-A11|PRJ-HSP-A12,0.882956,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,647dd9bc5232db51417eb84b9e91607c211e2dfd845d38bccbdae1f3412ce015
PRJ-HSP,P06,294,312,351.529771,343,-8.529771,351.888825,353.612448,10.612448,0.0,PRJ-HSP-A01|PRJ-HSP-A03|PRJ-HSP-A04|PRJ-HSP-A05|PRJ-HSP-A06|PRJ-HSP-A08|PRJ-HSP-A09|PRJ-HSP-A10|PRJ-HSP-A11|PRJ-HSP-A12,0.880594,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,725e45d41a3fcc9ccc2ee324451f46f09cf9673e171edb62f05cbe581fa2cd3d
PRJ-WTR,P01,37,236,227.790779,260,32.209221,229.807333,235.231482,0.0,1.0,PRJ-WTR-A01|PRJ-WTR-A02|PRJ-WTR-A03|PRJ-WTR-A04|PRJ-WTR-A05|PRJ-WTR-A06|PRJ-WTR-A08|PRJ-WTR-A09|PRJ-WTR-A10|PRJ-WTR-A11|PRJ-WTR-A12,1.021067,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b9eda6eec956b6e5dd752f0eac79695bd629da4e1f07ff6392e4941345f4a614
PRJ-WTR,P02,74,236,231.47034,260,28.52966,232.193764,237.488187,0.0,1.0,PRJ-WTR-A01|PRJ-WTR-A02|PRJ-WTR-A04|PRJ-WTR-A05|PRJ-WTR-A06|PRJ-WTR-A08|PRJ-WTR-A09|PRJ-WTR-A10|PRJ-WTR-A11|PRJ-WTR-A12,1.018478,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,352accb76a211ba00aca151b860858303e2e5c3a379a16ba3fa329d9204ac39e
PRJ-WTR,P03,111,236,232.569648,260,27.430352,232.771407,236.993696,0.0,1.0,PRJ-WTR-A01|PRJ-WTR-A02|PRJ-WTR-A04|PRJ-WTR-A05|PRJ-WTR-A06|PRJ-WTR-A08|PRJ-WTR-A09|PRJ-WTR-A10|PRJ-WTR-A11|PRJ-WTR-A12,1.0165,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a64d3ba58efce2a65c95312e6c2e30697efeaea1c85c25a5342dd7636ecb75d2
PRJ-WTR,P04,149,236,231.261018,260,28.738982,232.30724,235.734462,0.0,1.0,PRJ-WTR-A01|PRJ-WTR-A03|PRJ-WTR-A04|PRJ-WTR-A05|PRJ-WTR-A06|PRJ-WTR-A08|PRJ-WTR-A09|PRJ-WTR-A10|PRJ-WTR-A11|PRJ-WTR-A12,1.025271,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6f433069598b827b3a4bb1fd8450a77a2f2fb665b06c23a4fce2a64ec71df21f
PRJ-WTR,P05,186,236,238.020056,260,21.979944,238.128252,240.340691,0.0,1.0,PRJ-WTR-A01|PRJ-WTR-A02|PRJ-WTR-A04|PRJ-WTR-A05|PRJ-WTR-A06|PRJ-WTR-A08|PRJ-WTR-A09|PRJ-WTR-A10|PRJ-WTR-A11|PRJ-WTR-A12,1.015583,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9697ddb7321e06340d0a5a9e10c9fb652af050ac34b11330c15630e6d954c856
PRJ-WTR,P06,223,236,235.453469,260,24.546531,235.348004,236.212781,0.0,1.0,PRJ-WTR-A01|PRJ-WTR-A02|PRJ-WTR-A03|PRJ-WTR-A04|PRJ-WTR-A05|PRJ-WTR-A06|PRJ-WTR-A08|PRJ-WTR-A09|PRJ-WTR-A10|PRJ-WTR-A11|PRJ-WTR-A12,1.002254,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,930b997a71e326aa8076f310072bc56d054d82389770e091869ab5cfe9e55d92
PRJ-RAL,P01,45,285,301.112779,314,12.887221,305.142261,313.579066,0.0,0.814,PRJ-RAL-A01|PRJ-RAL-A02|PRJ-RAL-A04|PRJ-RAL-A05|PRJ-RAL-A06|PRJ-RAL-A08|PRJ-RAL-A09|PRJ-RAL-A10|PRJ-RAL-A11|PRJ-RAL-A12,0.926062,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e05125d19df68882bad104a8b2f99873f91fb1e9b01849832fef5aa51dc5279f
PRJ-RAL,P02,90,285,301.198834,314,12.801166,304.788271,311.774762,0.0,0.8568,PRJ-RAL-A01|PRJ-RAL-A02|PRJ-RAL-A04|PRJ-RAL-A05|PRJ-RAL-A06|PRJ-RAL-A08|PRJ-RAL-A09|PRJ-RAL-A10|PRJ-RAL-A11|PRJ-RAL-A12,0.925164,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a63d6b4a8bc6aa7b99af638d601605bd82f763e0416000fa4ca038eada112614
PRJ-RAL,P03,135,285,298.604471,314,15.395529,300.41061,306.916303,0.0,0.97,PRJ-RAL-A01|PRJ-RAL-A03|PRJ-RAL-A04|PRJ-RAL-A05|PRJ-RAL-A06|PRJ-RAL-A08|PRJ-RAL-A09|PRJ-RAL-A10|PRJ-RAL-A11|PRJ-RAL-A12,0.92317,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,52036dcd5cd2c4dcd91f9cb05414e37abe87274f33588fa30c74bc7bfe947c8a
PRJ-RAL,P04,179,285,301.417781,314,12.582219,303.670782,308.701653,0.0,0.9656,PRJ-RAL-A01|PRJ-RAL-A03|PRJ-RAL-A04|PRJ-RAL-A05|PRJ-RAL-A06|PRJ-RAL-A08|PRJ-RAL-A09|PRJ-RAL-A10|PRJ-RAL-A11|PRJ-RAL-A12,0.929407,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3a5c00906428f07b108457bf66c8bab6ff671e58b39779c61079f0586166c0cd
PRJ-RAL,P05,224,285,302.021111,314,11.978889,303.150481,306.531864,0.0,0.9956,PRJ-RAL-A01|PRJ-RAL-A03|PRJ-RAL-A04|PRJ-RAL-A05|PRJ-RAL-A06|PRJ-RAL-A08|PRJ-RAL-A09|PRJ-RAL-A10|PRJ-RAL-A11|PRJ-RAL-A12,0.924233,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,394a10ccb3dc2dcd37579004f2c9f6923de50711de57fde31e994881fbcf5c14
PRJ-RAL,P06,269,285,308.359724,314,5.640276,308.610611,309.929561,0.0,1.0,PRJ-RAL-A01|PRJ-RAL-A03|PRJ-RAL-A04|PRJ-RAL-A05|PRJ-RAL-A06|PRJ-RAL-A08|PRJ-RAL-A09|PRJ-RAL-A10|PRJ-RAL-A11|PRJ-RAL-A12,0.920348,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b6ddf804bf24447c0036839f6092c47db288f22599f87d4bec8650c338c585d0
PRJ-DCT,P01,38,243,241.367978,267,25.632022,243.600643,249.852773,0.0,1.0,PRJ-DCT-A01|PRJ-DCT-A02|PRJ-DCT-A04|PRJ-DCT-A05|PRJ-DCT-A06|PRJ-DCT-A08|PRJ-DCT-A09|PRJ-DCT-A10|PRJ-DCT-A11|PRJ-DCT-A12,0.98986,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f8a806c5faaa05f43d82fc5f0f2e1eabfd51691638f7a2010e0f89b00a11a8fe
PRJ-DCT,P02,76,243,244.399421,267,22.600579,245.814571,251.602325,0.0,0.9984,PRJ-DCT-A01|PRJ-DCT-A03|PRJ-DCT-A04|PRJ-DCT-A05|PRJ-DCT-A06|PRJ-DCT-A08|PRJ-DCT-A09|PRJ-DCT-A10|PRJ-DCT-A11|PRJ-DCT-A12,0.988826,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,20aa5af7a870d5fcdc503f1773bab39a587d2559a579dd0e0ad1cd373dc86193
PRJ-DCT,P03,114,243,244.575069,267,22.424931,245.532847,250.589195,0.0,1.0,PRJ-DCT-A01|PRJ-DCT-A03|PRJ-DCT-A04|PRJ-DCT-A05|PRJ-DCT-A06|PRJ-DCT-A08|PRJ-DCT-A09|PRJ-DCT-A10|PRJ-DCT-A11|PRJ-DCT-A12,0.986898,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d28f068bf64d56db6d56c8a97e2b922c263c561dae5f1d54c7a5b7eeb6cf8616
PRJ-DCT,P04,153,243,247.291481,267,19.708519,248.461401,252.370113,0.0,1.0,PRJ-DCT-A01|PRJ-DCT-A03|PRJ-DCT-A04|PRJ-DCT-A05|PRJ-DCT-A06|PRJ-DCT-A08|PRJ-DCT-A09|PRJ-DCT-A10|PRJ-DCT-A11|PRJ-DCT-A12,0.993248,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6ed279cddd73724165608a42d36a4964040908a4b81ff38cdd579733f8167322
PRJ-DCT,P05,191,243,247.295785,267,19.704215,247.566714,250.118385,0.0,1.0,PRJ-DCT-A01|PRJ-DCT-A03|PRJ-DCT-A04|PRJ-DCT-A05|PRJ-DCT-A06|PRJ-DCT-A07|PRJ-DCT-A10|PRJ-DCT-A11|PRJ-DCT-A12,0.984851,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9afa0eb0bb77679559d0a70cf9aacdeccaca53a963fcb553f341441cee5e27ce
PRJ-DCT,P06,229,243,245.591527,267,21.408473,245.464706,246.551368,0.0,1.0,PRJ-DCT-A01|PRJ-DCT-A02|PRJ-DCT-A04|PRJ-DCT-A05|PRJ-DCT-A06|PRJ-DCT-A07|PRJ-DCT-A10|PRJ-DCT-A11|PRJ-DCT-A12,0.972134,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,25fb2301a15c3e1910346e63ba444507a00214230828f186355ffbb347691ea9
