project_id,node_id,node_name,node_type,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-HWY,PRJ-HWY-DSM-06,CONTROLS,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,79401ac0dbc01896644a599be233c2206d70b2115c9c16c2576712402a506d1b
PRJ-HWY,PRJ-HWY-DSM-07,TESTING,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7b3042c5992001db155926b943afbe0022f81a3b825a2f4fbd8d2120e512f942
PRJ-HWY,PRJ-HWY-DSM-08,TURNOVER,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3d745386c14f995ae5e2c5dc457800d528eb467f414da318fcc6136355d20b86
PRJ-HSP,PRJ-HSP-DSM-01,DESIGN,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,02fcc5926e6d42f4f1555d99b4bbd90db3ad2275b13ace574cfb2f649cf4a111
PRJ-HSP,PRJ-HSP-DSM-02,PROCUREMENT,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,01468c6e1b49fad64dbec36e73e2ae1b7e31161d7c5ab6501c64fff922d9051a
PRJ-HSP,PRJ-HSP-DSM-03,CIVIL,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,adaf42730fb12b63610f051abe16e6f00005a07238dfede5a46ea65c144550ec
PRJ-HSP,PRJ-HSP-DSM-04,STRUCTURE,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,055341ddfcbc40b4e2895c11149ff88783d038e41a7e311178b7fe4f8044d8e0
PRJ-HSP,PRJ-HSP-DSM-05,MEP,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,853ac5772c80e2b02dff811c6d910bd92930e0210f32f153c392fad5a3b803a2
PRJ-HSP,PRJ-HSP-DSM-06,CONTROLS,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5cd114f69469da52b5cdb58bb40ff7b6bb20c09d071d24a0b5372f55ea175dec
PRJ-HSP,PRJ-HSP-DSM-07,TESTING,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,2849f766e1b0968a27d24372b4a54217120bbe6ca7129f140acf64307820b1c3
PRJ-HSP,PRJ-HSP-DSM-08,TURNOVER,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,2a693828e88cee627d4946ad849e4ec72c0aaf4869cd6bcb7df838c7c2e66d4e
PRJ-WTR,PRJ-WTR-DSM-01,DESIGN,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,2e3c13c672a536621ec88a7b16ba1e287cb9f3826c2efaa95146812c6d8199bf
PRJ-WTR,PRJ-WTR-DSM-02,PROCUREMENT,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4bca29ead27aa2770b57e5c2235d43544ad9b67c275358a574d1656fb2fddca5
PRJ-WTR,PRJ-WTR-DSM-03,CIVIL,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,59108e1221b2e814cdbad8f7e32da60f8f83534820c699c0c9aa153e8f533c00
PRJ-WTR,PRJ-WTR-DSM-04,STRUCTURE,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,aab51478b83c54c15e7da7554f0613ecb243def1093764c6e76dc2f9b1da567f
PRJ-WTR,PRJ-WTR-DSM-05,MEP,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4712aa7f5ee573e521021429d53299c06b52f4a5149fbbc7a33211c31a37208e
PRJ-WTR,PRJ-WTR-DSM-06,CONTROLS,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a26f73af0588b16a1feba78082b4bdab449ac6112b4cae771af5d818cf44956c
PRJ-WTR,PRJ-WTR-DSM-07,TESTING,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b289763c9488c34ccd51ace687bf0a9b0fd4faa0c6b07917f2fb467cd01a6c78
PRJ-WTR,PRJ-WTR-DSM-08,TURNOVER,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,13fd0b8544e64640214c6e608087254950b05cf030931916e44e3921c9d4d0d7
PRJ-RAL,PRJ-RAL-DSM-01,DESIGN,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,10542b2b1b62e30b6a08403c744d02779cb7c6b0bade7b727fc897c6d5692695
PRJ-RAL,PRJ-RAL-DSM-02,PROCUREMENT,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,cf5c6ed1235ab4f9358aaf7a6d5272178b498fb51ad513f7153f069588277b17
PRJ-RAL,PRJ-RAL-DSM-03,CIVIL,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,db59fdb19d1ada526b619eda95534a3921b15ed2b754bfc1df8993b55656cec4
PRJ-RAL,PRJ-RAL-DSM-04,STRUCTURE,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,50ebc254095a889a31c2df840126124a15101f495e02b35e930aec48b1e059d3
PRJ-RAL,PRJ-RAL-DSM-05,MEP,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c4ff3cfa0d6ef8cb67569e9626670089bc7e6934fc633b078adc63b00d46b3a8
PRJ-RAL,PRJ-RAL-DSM-06,CONTROLS,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,404da669487948f36568ace484e5e1eaa9ac7e98f7ab5327d382a172e7d70738
PRJ-RAL,PRJ-RAL-DSM-07,TESTING,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,46b38ba57ceefadd79924516ed0d68e8019774bef9a07fdb2640dbb8a881a310
PRJ-RAL,PRJ-RAL-DSM-08,TURNOVER,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3484c534feb7545ed8ef6952ec136c40c79192a549ec15b1048c053969dc9ac4
PRJ-DCT,PRJ-DCT-DSM-01,DESIGN,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ce25bf88fc3de45e48b94d871064da001477deb32ae788f661f7a52040d53183
PRJ-DCT,PRJ-DCT-DSM-02,PROCUREMENT,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,fceeb3b81dc4582553a5fd2359c4a3a672f0c1b1c0c95da14f485b3b8bc53a1c
PRJ-DCT,PRJ-DCT-DSM-03,CIVIL,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b5429bc10459b3a8f72d07e80655f37c19e5842b818041796f1557d580777ea3
PRJ-DCT,PRJ-DCT-DSM-04,STRUCTURE,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4e747dd2e4d318a235bfe51987f8209f6eddb12910ade60db39277df9af21021
PRJ-DCT,PRJ-DCT-DSM-05,MEP,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,11dac759bd6b73a99795079151f40b13a5f41f048d1de4a5940d5ea85406db85
PRJ-DCT,PRJ-DCT-DSM-06,CONTROLS,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f64ee575f628f1fd45584fc9de1f932801bf7c6932ec7be898dabb60a7118a0f
PRJ-DCT,PRJ-DCT-DSM-07,TESTING,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0e276c48a457b52f43577ce378c8439ead24d1299a489813f6faa82b3c2b1e09
PRJ-DCT,PRJ-DCT-DSM-08,TURNOVER,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9e5a3ee47343cc92a4ec1708511723152711792b289dc257eb3d80dbf22796d1
