project_id,chain_id,activity_id,optimistic_duration_days,most_likely_duration_days,pessimistic_duration_days,pert_sigma_days,variance_days2,buffer_sizing_method,sizing_z,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-DCT,PRJ-DCT-CC,PRJ-DCT-A10,26.914,33.8,44.222,2.88466667,8.32130178,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,10983a0900ee38fddd56e85ef440d6e31dc71f707c5b7247930c29932ae764a1
PRJ-DCT,PRJ-DCT-CC,PRJ-DCT-A11,14.356,18.6,23.694,1.55633333,2.42217344,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,92e42f10c928450c298684d4a63365c34fe3fa3eb22d898e672dd8af9b511e70
PRJ-DCT,PRJ-DCT-CC,PRJ-DCT-A12,10.888,13.6,17.236,1.058,1.119364,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,8e277e639da7e268f7211ec986e852599084bacb434ac58f28d8120dd285db5c
PRJ-DCT,PRJ-DCT-FC1,PRJ-DCT-A02,13.745,17.2,21.95,1.3675,1.87005625,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3a761ffbc1acf343a6117ea2468dea5a5768004b4a6d84886b8ff4e154afdeaf
PRJ-DCT,PRJ-DCT-FC2,PRJ-DCT-A07,22.19,26.9,35.84,2.275,5.175625,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7fc2fb9e7d9dd65d3b07f95aed692f63265f3eae4e72aaf8cae1b262874b205c
PRJ-HSP,PRJ-HSP-CC,PRJ-HSP-A01,5.347,6.7,8.392,0.5075,0.25755625,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9a6e783c8d09d54c23f02b1b9e218399f6f59de6198fbd1afb3fa5cdcd745813
PRJ-HSP,PRJ-HSP-CC,PRJ-HSP-A03,30.233,38.4,50.104,3.31183333,10.96824003,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c17531ade59d13968221d06b2d5329061a9db38fa770db019924615cd9b01802
PRJ-HSP,PRJ-HSP-CC,PRJ-HSP-A04,17.646,23.4,29.59,1.99066667,3.96275378,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,091006ce639611f45037772a32c7f2dda897806f4e976ce6bdd1f076b206689b
PRJ-HSP,PRJ-HSP-CC,PRJ-HSP-A05,27.698,34.3,43.854,2.69266667,7.25045378,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e9c3f3745ba733ab29d3445959c1800f25fc35d003807a05520c2fee61fa6d0d
PRJ-HSP,PRJ-HSP-CC,PRJ-HSP-A06,37.443,48.5,64.715,4.54533333,20.66005511,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3ef620bbee23e8301966fecc5ddcafa8dc2872c4dcfbff0c5045bf249b4a12b2
PRJ-HSP,PRJ-HSP-CC,PRJ-HSP-A08,36.47,47.8,61.858,4.23133333,17.90418178,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,cfbfa0e15e2ce3b3bf261f6de9786b7b09d1bd154dc8c2041de855f5f4e2324e
PRJ-HSP,PRJ-HSP-CC,PRJ-HSP-A09,27.467,34.4,45.373,2.98433333,8.90624544,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,32a447e9086168c84c455e456362a70580f740a2c406dba11bdcee80cba42a11
PRJ-HSP,PRJ-HSP-CC,PRJ-HSP-A10,29.359,38.7,48.07,3.1185,9.72504225,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7b404e4c074346148503c099a3a8af60f62ace7bc919685458738af75689bd34
PRJ-HSP,PRJ-HSP-CC,PRJ-HSP-A11,21.337,26.4,34.202,2.14416667,4.59745069,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,738b441a947e426479c4e58954cc328fd6d4d9392e1adbd521aa85e27fe1216c
PRJ-HSP,PRJ-HSP-CC,PRJ-HSP-A12,10.441,12.9,16.319,0.97966667,0.95974678,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b583d7c95a33d4bd6d5271f046111e1f16f00b4bd173cc1636a61f994f39bbeb
PRJ-HSP,PRJ-HSP-FC1,PRJ-HSP-A02,15.148,19.4,25.01,1.64366667,2.70164011,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1ebcdcf84c1c1ffedb2d448ccc709ff0a3a791b0410a631804f869e938772832
PRJ-HSP,PRJ-HSP-FC2,PRJ-HSP-A07,25.493,33.4,42.95,2.9095,8.46519025,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e11e887d99a2e1b6a96d9690772b0cf5953d56819c0f02ae99f45109b3e55514
PRJ-HWY,PRJ-HWY-CC,PRJ-HWY-A01,4.877,6.2,8.044,0.52783333,0.27860803,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e19d6e5f8d6e47c09cb8a6680abf7f87241fc7eb53a51634d9dc239e882fb152
PRJ-HWY,PRJ-HWY-CC,PRJ-HWY-A03,23.967,31.2,39.636,2.6115,6.81993225,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7ccad0963b27cc0708e22cbed6d0e4fe7dc2e0cbfa891d058dfc33d7d95493a3
PRJ-HWY,PRJ-HWY-CC,PRJ-HWY-A04,17.11,21.5,26.802,1.61533333,2.60930178,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ae6106dd811cdf16fd7c9533f843244746e5556b6b81489d2b2fdbd3f081ab86
PRJ-HWY,PRJ-HWY-CC,PRJ-HWY-A05,21.335,27.4,35.088,2.29216667,5.25402803,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ef5855a3e47e68876e2fab6c4e96be7ed190f022ca0ddf3857ddf4eabd684b82
PRJ-HWY,PRJ-HWY-CC,PRJ-HWY-A06,36.641,44.2,55.202,3.0935,9.56974225,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,21716cbb4d57e079c5a6f6f4270157ab6d63ab36ac3e66a309cb033bf58e9ab7
PRJ-HWY,PRJ-HWY-CC,PRJ-HWY-A08,35.174,42.9,54.323,3.1915,10.18567225,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6851ca14768eea9958f94a9720aefc7139b500a40f7b4cf76586563e12fff053
PRJ-HWY,PRJ-HWY-CC,PRJ-HWY-A09,26.078,34.4,43.75,2.94533333,8.67498844,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,beab943a24d5cdf737c9800c2786f01148b996170f9a0913e505c6fca71186c2
PRJ-HWY,PRJ-HWY-CC,PRJ-HWY-A10,28.337,35.7,44.886,2.75816667,7.60748336,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,2723def278eea63ab65293085915ba6667a44f3a268d36acf4f29af6be237cf5
PRJ-HWY,PRJ-HWY-CC,PRJ-HWY-A11,18.276,22.6,27.936,1.61,2.5921,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a8a07674f780fbfd72a1e9fe20ba96276df89b4142ef5cedd46dac45a5b0b57b
PRJ-HWY,PRJ-HWY-CC,PRJ-HWY-A12,9.672,12.5,16.433,1.12683333,1.26975336,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3ef41ec5a3aaf751027d6eca61a7f11f0f40233687a7ff52e2d049df4a42f9e8
PRJ-HWY,PRJ-HWY-FC1,PRJ-HWY-A02,17.207,21.8,27.591,1.73066667,2.99520711,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b213203d05658e71c9d54e7d87384a37b3fa3ded6f0a67f1aa046de5a0b5a6d7
PRJ-HWY,PRJ-HWY-FC2,PRJ-HWY-A07,25.19,32.7,41.311,2.68683333,7.21907336,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c223e11f79ddbf5bbf27671d363c2dcd19a21d025edf0737c80d5181cebc154c
PRJ-RAL,PRJ-RAL-CC,PRJ-RAL-A01,5.026,6.5,8.431,0.5675,0.32205625,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d7847b8a7d09e97723e4796b8437601c62d156411ca3c2da608b9f98d689fc5e
PRJ-RAL,PRJ-RAL-CC,PRJ-RAL-A03,23.894,31.3,40.669,2.79583333,7.81668403,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f7c00e388981a64e84f68d1e9802a65c5c1d4299e957b0b2e73dad4a0815d866
PRJ-RAL,PRJ-RAL-CC,PRJ-RAL-A04,19.99,24.1,30.687,1.78283333,3.17849469,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ce58428d776ef02d93b92e98f238fec8276d1e4e67b5dad6fb75cb8cb26a3e92
PRJ-RAL,PRJ-RAL-CC,PRJ-RAL-A05,23.009,29.8,38.719,2.61833333,6.85566944,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,65457c1b303d1217d14ccda9cb568e67cc654ecc40c6a6ee506ec442a808a7d9
PRJ-RAL,PRJ-RAL-CC,PRJ-RAL-A06,39.702,48.1,63.261,3.9265,15.41740225,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,be3a70e275862e653a96c2cb8dc42b1819592cc68a763399d4aeaf406ad8a5b2
PRJ-RAL,PRJ-RAL-CC,PRJ-RAL-A08,31.103,40.9,52.76,3.6095,13.02849025,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,2a7e600884302aab0520270171e98c42a12656bf45a43bf84849990a2ec91df0
PRJ-RAL,PRJ-RAL-CC,PRJ-RAL-A09,25.894,31.9,40.719,2.47083333,6.10501736,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,62e59f43bfd66ccb58aa1f4c1a288d1626a3dc9b7feff1fa7cbff3141b51f56f
PRJ-RAL,PRJ-RAL-CC,PRJ-RAL-A10,29.792,38.0,49.834,3.34033333,11.15782678,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,91a19ac2a823c9872d35baa3963345072e384d58e482b9296ffd9d81235fd6fd
PRJ-RAL,PRJ-RAL-CC,PRJ-RAL-A11,17.417,21.8,28.492,1.84583333,3.40710069,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f0c64a7f7a5ae5eb8117cf69e264b266d9461e33b157e4f0521aeb70e6eb2a97
PRJ-RAL,PRJ-RAL-CC,PRJ-RAL-A12,9.598,12.2,15.653,1.00916667,1.01841736,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1a3116e9885d2845328fd626484aec0b3dd01bfd0a3c3097741838bda659c515
PRJ-RAL,PRJ-RAL-FC1,PRJ-RAL-A02,16.413,20.7,26.744,1.72183333,2.96471003,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ea923b446518625a63b17d65c2afa9e2000e3ce72b4baf38d36d40f81ff427e7
PRJ-RAL,PRJ-RAL-FC2,PRJ-RAL-A07,27.46,34.5,43.285,2.6375,6.95640625,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e14a964837452bc286f3b6f898eb3aa029cd808b3c2fdb17980d26f985c12bd5
PRJ-WTR,PRJ-WTR-CC,PRJ-WTR-A01,2.694,3.4,4.484,0.29833333,0.08900278,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,66bb61c62ca14008425fc59f409ec0bf156270432e6363273f1104367d68004e
PRJ-WTR,PRJ-WTR-CC,PRJ-WTR-A03,17.752,22.4,28.302,1.75833333,3.09173611,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,060ff337b14cc66d9e22e381676f1a9b62ee3427072212028852d96c7298b0ff
PRJ-WTR,PRJ-WTR-CC,PRJ-WTR-A04,13.158,17.6,23.155,1.66616667,2.77611136,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,04b5d7edf051daaedf3061c03a9fa23025827e9f618bc5385df8a0c940dace56
PRJ-WTR,PRJ-WTR-CC,PRJ-WTR-A05,18.623,24.3,31.373,2.125,4.515625,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1d1cbb58d20fb99ee317c61cebbea7a99e8b454091ff663c03bdad70b3d7d4ea
PRJ-WTR,PRJ-WTR-CC,PRJ-WTR-A06,31.411,40.8,52.036,3.4375,11.81640625,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4d785503df31b8c7a557b8fbe64792ca42326b6c0d702144ebcc2c844c6b5d3f
PRJ-WTR,PRJ-WTR-CC,PRJ-WTR-A08,29.92,38.6,48.089,3.02816667,9.16979336,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,18a00d497f3d4b068bb96d7cf14f67031e627e9c16a62b160b760b3b3a872dea
PRJ-WTR,PRJ-WTR-CC,PRJ-WTR-A09,20.685,27.5,34.96,2.37916667,5.66043403,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,91849b93d1a7a6101b688a2df8a9ebd4da5d0bb1b40f39bd843e91131b0abb84
PRJ-WTR,PRJ-WTR-CC,PRJ-WTR-A10,24.744,31.0,38.801,2.34283333,5.48886803,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9eea29fd00a9208b7b21b45f96e3084239510e233684eec4b2c5db8dc99bc105
PRJ-WTR,PRJ-WTR-CC,PRJ-WTR-A11,15.478,19.6,24.15,1.44533333,2.08898844,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9cda4ecd07dabb21304d527fcd6a5cc44868437205e1eca0c15a0141d0eda9eb
PRJ-WTR,PRJ-WTR-CC,PRJ-WTR-A12,7.732,9.9,12.864,0.85533333,0.73159511,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,67c93ef48e6012167e56c4e5e592950fbedd7fdab3a7e95af0fcc17662af92d6
PRJ-WTR,PRJ-WTR-FC1,PRJ-WTR-A02,13.284,17.4,22.516,1.53866667,2.36749511,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9e712e8ed0a9801d1e1fdfeb2563504536624fb1ccbff06e7c016d3a56691163
PRJ-WTR,PRJ-WTR-FC2,PRJ-WTR-A07,22.697,29.8,38.081,2.564,6.574096,RSS_PERT_VARIANCE,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b8652db58658ebebe4f45c03c5d6213e9ce0d1327ad0e6668ecf433e538881b6
