project_id,time_step,backlog_start,new_work,work_completed,rework_generated,backlog_end,cumulative_rework,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-HSP,2,62.517676,15.994048,21.071527,2.564698,60.004896,4.042007,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d8c9640bfb375289edbf243b7a91520658c569063c21b521969677e933e7b77a
PRJ-HSP,3,60.004896,15.870285,21.03629,1.952282,56.791173,5.994289,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a31e18e7a3ca46e9cefaebcf9ea9f166a66f23ee4dd973875c9cc686a1788e70
PRJ-HSP,4,56.791173,15.341717,21.001053,2.126207,53.258044,8.120496,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,cf1c81374ae0b7506fd98e6b0dc5598397aa6db30cad792972d40389fe430032
PRJ-HSP,5,53.258044,14.226322,20.965817,1.804008,48.322556,9.924503,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,8f1c281a14626137a6313fc0d8a677f5decb0208bef04986c80af436ec13218c
PRJ-HSP,6,48.322556,12.542311,20.93058,1.855559,41.789846,11.780062,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,31172ab3dc9749cb40605a4c6fe82588fdf8940959e6778892880a50fc842da9
PRJ-HSP,7,41.789846,11.806311,20.895343,2.194209,34.895022,13.974271,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,8b2dcfa736336a7d22506ec10f6c4f706c900c3921027cbc3bb2c557c75e30b3
PRJ-HSP,8,34.895022,10.999552,20.860107,1.858906,26.893373,15.833177,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6e48c17cb537cfc335ebd53d87c11c4b9d3da71da0271f7666609ba3cebebd78
PRJ-HSP,9,26.893373,9.755893,20.82487,1.789723,17.614119,17.6229,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,45486caffa20a3b9768ec777ab6267ce8d1d1beb155d719315e8a77035e937a8
PRJ-HSP,10,17.614119,9.724694,20.789633,1.388183,7.937363,19.011083,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7ea733f7469b2569a6555ea97101caac6b457a2d8b1b7f7b1ab686e7063d82f8
PRJ-HSP,11,7.937363,8.021858,15.95922,0.846669,0.846669,19.857752,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a84c3820b054931a5bff9159a15eebfe25a2e3ae4175daf51c238d44ac29fa53
PRJ-HSP,12,0.846669,7.432975,8.279644,0.512074,0.512074,20.369826,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,09e45a0b23172dbc812a86ae5f784669b55e0c1b71c3cfd205ccfe32dd4c7ee5
PRJ-WTR,1,67.0,19.152033,21.963333,1.697024,65.885724,1.697024,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b8603b127cbeb30b00183fbf7e103bc214d4f613a0d85d550b5a6472acf67754
PRJ-WTR,2,65.885724,17.433658,21.926667,1.404393,62.797108,3.101417,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1c2155b8abadb05ee15d978ae9fd1bf3cf23d90f88c1fc00108f5e76e1d717de
PRJ-WTR,3,62.797108,15.758292,21.89,1.718593,58.383993,4.82001,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,2ce6c0f86c8a8a62d30767245d4b90bc7ef94d103c85a81ebf01860f26c91712
PRJ-WTR,4,58.383993,15.450045,21.853333,1.813264,53.793969,6.633274,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a83b1613a4a6eaa393014c90816810023fc77f3473bdd66f64b776be6c2fcd1c
PRJ-WTR,5,53.793969,13.652928,21.816667,1.877546,47.507777,8.51082,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,2ce33d05660a7e4368e8488943616f8f2960dae1b75e3535a4d90a665f931f3c
PRJ-WTR,6,47.507777,12.919415,21.78,1.980859,40.628051,10.491679,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4939fe2f70a991986be59ec47d4ea02f5c107d02f7c778a661a93e26220dc204
PRJ-WTR,7,40.628051,13.358709,21.743333,0.945175,33.188602,11.436855,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3dc40a82e192dc6a687fdb415af82009fd4454b01b65a60f66a27b2ebeea8a1b
PRJ-WTR,8,33.188602,11.031089,21.706667,1.24267,23.755694,12.679525,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,07b94b47f4b67e1b63af93dbac96cde7d466b50d7d65a0d2c90d5bf809948631
PRJ-WTR,9,23.755694,11.462263,21.67,0.555462,14.10342,13.234986,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a4991fa77b10bbcb909924e8c612227606dfdcc90b704a3432176fae57ebbc22
PRJ-WTR,10,14.10342,11.545716,21.633333,0.66472,4.680523,13.899706,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,40ec2cac94101083e4ab51a9ca966aeaa22f3ce0a229d5753cd67b01df5b68dd
PRJ-WTR,11,4.680523,9.05739,13.737913,0.503831,0.503831,14.403537,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6fc2d8c9f39af426d9b8d7ed0c11349bddd3ebe3f37651f7aeefa516792cc53f
PRJ-WTR,12,0.503831,8.955154,9.458984,0.0,0.0,14.403537,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6a303df3df402fe1430c9d10935d1e18b1d90bc00662e2705a61db79a873226c
PRJ-RAL,1,71.0,17.03007,21.436213,2.257097,68.850954,2.257097,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,221a42d41a55281db1bbfd539fb47f278677f4bab80036be90f0fcf1467c890b
PRJ-RAL,2,68.850954,15.651392,21.400427,1.506018,64.607937,3.763115,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c5af6a36090cee219f8a6506bb4816d5f74f1e645d1b162322d0a5a6628f9e94
PRJ-RAL,3,64.607937,16.584325,21.36464,2.404334,62.231956,6.167448,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b282edce38c79f70a07947ba44652993974af20165edf7cabbba866c7a25706e
PRJ-RAL,4,62.231956,14.262506,21.328853,2.162013,57.327621,8.329461,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4d85f4a6cfbcdae27541e47a6ef4a88b56118e2346d6a829877b31f02f15139b
PRJ-RAL,5,57.327621,12.818821,21.293067,2.290791,51.144166,10.620252,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f80812a841eb95fd658790e98be709dbc190afe537d6a8a0bffbff4585f5ca29
PRJ-RAL,6,51.144166,12.452024,21.25728,2.228332,44.567242,12.848584,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ea3735568abd919b179b5eb60ebebf77a3f77753456169b6ff9c96b8629b74c4
PRJ-RAL,7,44.567242,12.195366,21.221493,1.49424,37.035354,14.342824,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,52512f3fc6148039e9eb50765d079203263de0812cfa364f7af24394a75e0044
PRJ-RAL,8,37.035354,11.542096,21.185707,1.483641,28.875385,15.826465,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,dedbf6736e8a3bf63f6f54357283f34f51b3a8f05fc309e0fbd24330347a0a08
PRJ-RAL,9,28.875385,7.62924,21.14992,1.470898,16.825603,17.297363,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1149bc6331f00829ec446ce8fa32ef02ab5da5beb5e529a49f85e931df2fcb7f
PRJ-RAL,10,16.825603,10.437796,21.114133,1.259374,7.408639,18.556736,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7fbe175a3fb426d4f31e4e54e0bbe2f931963029aa653c613a38bf7c30ea232f
PRJ-RAL,11,7.408639,8.874822,16.283461,1.392272,1.392272,19.949008,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4dba229243385ed042dc5f75b8e9fe783bbf44ca2629dcffaa840a7aceb238fc
PRJ-RAL,12,1.392272,8.502902,9.895174,0.20949,0.20949,20.158498,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b76368c0e10123253ab54021cf448d2652ab390cda1a6b0aae8dbadf3e53aa40
PRJ-DCT,1,75.0,16.077174,21.897443,1.936737,71.116468,1.936737,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,cd8525e599551f7cf75247a84ee4311dba09f6b7a68fc81c69e761439c688618
PRJ-DCT,2,71.116468,16.319566,21.860887,2.533661,68.108807,4.470398,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,05d98d44e73395ab885c72690e24aa73c682784309b134b29539e571d8b07e71
PRJ-DCT,3,68.108807,16.194327,21.82433,2.114383,64.593187,6.584781,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0f9cc8192b74949d80f1ffa0ee3983752d7ad22bedeaa4febdd776ff35b02cb9
PRJ-DCT,4,64.593187,16.105739,21.787773,1.421053,60.332206,8.005833,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,379d39acf75c39113f3b5469ba0068b91c1a8289c6b598fa19ed81416acf742b
PRJ-DCT,5,60.332206,14.668489,21.751217,1.478965,54.728444,9.484799,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,77ecb908281083d6b9b90803beaea74d8e86645255f31f26a65cac666d49ce67
PRJ-DCT,6,54.728444,13.45696,21.71466,1.858897,48.329641,11.343695,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3a6e1481bf917cd3c170e5d1f99ced92e0c42559ea36b2864cddb33f6cec40c2
PRJ-DCT,7,48.329641,12.162636,21.678103,1.335619,40.149792,12.679314,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,974d3b339f3a569b8b17e57a063c96a89d0eb84799f56fd3740f0c2b204ce750
PRJ-DCT,8,40.149792,11.340973,21.641547,1.434792,31.284011,14.114106,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4753bb5af251c88e227959eff457536c8d014ca9b5e20a642c6d45cadc215ba5
PRJ-DCT,9,31.284011,11.142622,21.60499,1.29398,22.115623,15.408086,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,dec355e26fb7c8c4ad15128822f4d6a0a2eceb0fe1b4b6ff5a3a3db815b353d8
PRJ-DCT,10,22.115623,10.90375,21.568433,0.641853,12.092793,16.04994,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d4eaba876ebf85e93aea79a067c3ba2bdced22e0c95777f26ab7033387ae123d
PRJ-DCT,11,12.092793,12.012172,21.531877,0.497042,3.070131,16.546982,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,8ab3842ca331ec0f17953ac6e6ddc673b8575aeb6179cad9f9fe24afebfc80b4
PRJ-DCT,12,3.070131,9.610835,12.680966,0.536621,0.536621,17.083603,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,55a1fcfc810129169bbe7ce6af4d6a43a45aa5bfbd3b5bede9f44e93200be3fe
