project_id,requirement_id,requirement_code,requirement_name,permit_or_rule_source,jurisdiction,severity_if_breached,applicable,effective_date,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-HSP,PRJ-HSP-ENV-04,DUST,Dust and air-quality control,SYNTHETIC-PERMIT-PRJ-HSP,SYNTHETIC-US,MEDIUM,True,2026-02-12,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d2be8c5ea539ff7ac6e2eaabb3011fc2de329f7d1b0c7e83a9241b1fb298cfc7
PRJ-HSP,PRJ-HSP-ENV-05,NOISE,Noise and work-hour control,SYNTHETIC-PERMIT-PRJ-HSP,SYNTHETIC-US,LOW,True,2026-02-12,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5f4bc65105233a5df2a8ef8647d4cf6c5d49a45a2e1e44542e598b031197be01
PRJ-HSP,PRJ-HSP-ENV-06,SPILL,Spill prevention and response,SYNTHETIC-PERMIT-PRJ-HSP,SYNTHETIC-US,CRITICAL,True,2026-02-12,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,06729c9c71421d12a0af8a02084cbe01c02e25ec34befbe5f41d4799893cde77
PRJ-HSP,PRJ-HSP-ENV-07,DEWATERING,Dewatering discharge control,SYNTHETIC-PERMIT-PRJ-HSP,SYNTHETIC-US,HIGH,True,2026-02-12,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a64597609431fead78965b156536ae8af9cc53a2f5b192f3da6be66b6ae3248b
PRJ-HSP,PRJ-HSP-ENV-08,MATERIAL_STORAGE,Hazardous-material storage,SYNTHETIC-PERMIT-PRJ-HSP,SYNTHETIC-US,CRITICAL,True,2026-02-12,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6797cf43d804cdacb48d090d2f776313a8bf338c46686c660ec3a478b11d1a3a
PRJ-HWY,PRJ-HWY-ENV-01,STORMWATER,Stormwater controls,SYNTHETIC-PERMIT-PRJ-HWY,SYNTHETIC-US,HIGH,True,2026-01-22,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a67b548cefe47bb8513c96b2f6d854f0b69c920d790ae0a213dfd5a5cb969c4a
PRJ-HWY,PRJ-HWY-ENV-02,EROSION,Erosion and sediment control,SYNTHETIC-PERMIT-PRJ-HWY,SYNTHETIC-US,HIGH,True,2026-01-22,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,939ef1750f59355998e9bbf8e7eecca66f385f3c034f846d7c40cc43c51c0181
PRJ-HWY,PRJ-HWY-ENV-03,WASTE,Waste segregation and disposal,SYNTHETIC-PERMIT-PRJ-HWY,SYNTHETIC-US,MEDIUM,True,2026-01-22,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,82d7604bf3929d9cd1e172ff8801d38d4d480b077c02c0184f6673d79a8c8f07
PRJ-HWY,PRJ-HWY-ENV-04,DUST,Dust and air-quality control,SYNTHETIC-PERMIT-PRJ-HWY,SYNTHETIC-US,MEDIUM,True,2026-01-22,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c3edc99952320fc0681a91e3c21dfc6b2efc1d7e03cf94f61d569519cb537719
PRJ-HWY,PRJ-HWY-ENV-05,NOISE,Noise and work-hour control,SYNTHETIC-PERMIT-PRJ-HWY,SYNTHETIC-US,LOW,True,2026-01-22,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b60cbe1636f64690b64ad12901576807d7e7597f2e27dc0727c0b7b83e4442d9
PRJ-HWY,PRJ-HWY-ENV-06,SPILL,Spill prevention and response,SYNTHETIC-PERMIT-PRJ-HWY,SYNTHETIC-US,CRITICAL,True,2026-01-22,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,21bd82ffd13668aec7860635a85fe6bafa48d103957e1b691efe859364f84ae6
PRJ-HWY,PRJ-HWY-ENV-07,DEWATERING,Dewatering discharge control,SYNTHETIC-PERMIT-PRJ-HWY,SYNTHETIC-US,HIGH,True,2026-01-22,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0951e3aafc358093e9fcc6219d9f8bf536365616d972d65a1b9914f41b0b3b56
PRJ-HWY,PRJ-HWY-ENV-08,MATERIAL_STORAGE,Hazardous-material storage,SYNTHETIC-PERMIT-PRJ-HWY,SYNTHETIC-US,CRITICAL,True,2026-01-22,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e8353bf0c5e5ce1f229b4b3cabcbea076378533f6c832097472bb3bcd83f96ef
PRJ-RAL,PRJ-RAL-ENV-01,STORMWATER,Stormwater controls,SYNTHETIC-PERMIT-PRJ-RAL,SYNTHETIC-US,HIGH,True,2026-03-26,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,8c6a5b2ab2605cf5c95a20b1b9948eeb7aef5fb802fb0478333023a85e1ec364
PRJ-RAL,PRJ-RAL-ENV-02,EROSION,Erosion and sediment control,SYNTHETIC-PERMIT-PRJ-RAL,SYNTHETIC-US,HIGH,True,2026-03-26,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e37f0192b60f2a14f6659447237835b249772df837f90691149c108e9c58384c
PRJ-RAL,PRJ-RAL-ENV-03,WASTE,Waste segregation and disposal,SYNTHETIC-PERMIT-PRJ-RAL,SYNTHETIC-US,MEDIUM,True,2026-03-26,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b8e3f8ea15f8a2537412369b251c13bb5c6db475540992505e775e2f2f4b5339
PRJ-RAL,PRJ-RAL-ENV-04,DUST,Dust and air-quality control,SYNTHETIC-PERMIT-PRJ-RAL,SYNTHETIC-US,MEDIUM,True,2026-03-26,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f403212e42beee8c2a9d75db51f8169fd3abe998e25acab05e2820f81bd12251
PRJ-RAL,PRJ-RAL-ENV-05,NOISE,Noise and work-hour control,SYNTHETIC-PERMIT-PRJ-RAL,SYNTHETIC-US,LOW,True,2026-03-26,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b72489e68d8eb71c62feaff05f5b076b8ed111ce5f8e4ef75a79c3226aec2b9e
PRJ-RAL,PRJ-RAL-ENV-06,SPILL,Spill prevention and response,SYNTHETIC-PERMIT-PRJ-RAL,SYNTHETIC-US,CRITICAL,True,2026-03-26,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a0c5ce6014c40b95e19a07ccc4f18710c8d50f0982d61724e7d76ddddc796b17
PRJ-RAL,PRJ-RAL-ENV-07,DEWATERING,Dewatering discharge control,SYNTHETIC-PERMIT-PRJ-RAL,SYNTHETIC-US,HIGH,True,2026-03-26,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3d2d9d099b916cadb3ea0eeeeea63ef7415824ae5f64e0244a0559ec54a92b0b
PRJ-RAL,PRJ-RAL-ENV-08,MATERIAL_STORAGE,Hazardous-material storage,SYNTHETIC-PERMIT-PRJ-RAL,SYNTHETIC-US,CRITICAL,True,2026-03-26,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,360d4eae78d3a8c2130adc2feadf695eb9cad77d09c180000a609708a9d05209
PRJ-WTR,PRJ-WTR-ENV-01,STORMWATER,Stormwater controls,SYNTHETIC-PERMIT-PRJ-WTR,SYNTHETIC-US,HIGH,True,2026-03-05,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ebc13365a36ed0e6f202575e049eac0416505d16fd54fad97e8b015e36208cba
PRJ-WTR,PRJ-WTR-ENV-02,EROSION,Erosion and sediment control,SYNTHETIC-PERMIT-PRJ-WTR,SYNTHETIC-US,HIGH,True,2026-03-05,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,10505d4f2b636132437da711b4836a3769fc13350174279aaebd961c7b00f454
PRJ-WTR,PRJ-WTR-ENV-03,WASTE,Waste segregation and disposal,SYNTHETIC-PERMIT-PRJ-WTR,SYNTHETIC-US,MEDIUM,True,2026-03-05,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,262933d52dbaa62644ae38a71834d317ae818233ce6d20f44cca8852631cee30
PRJ-WTR,PRJ-WTR-ENV-04,DUST,Dust and air-quality control,SYNTHETIC-PERMIT-PRJ-WTR,SYNTHETIC-US,MEDIUM,True,2026-03-05,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b7235ab7964871f063452ea9fce2ce45a33b074588a10409e03019292f7bb1ce
PRJ-WTR,PRJ-WTR-ENV-05,NOISE,Noise and work-hour control,SYNTHETIC-PERMIT-PRJ-WTR,SYNTHETIC-US,LOW,True,2026-03-05,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,09122f5ce16d44eef0b945ba00691c8cf3b48da9dfa71b5f2e26ba833d244c0d
PRJ-WTR,PRJ-WTR-ENV-06,SPILL,Spill prevention and response,SYNTHETIC-PERMIT-PRJ-WTR,SYNTHETIC-US,CRITICAL,True,2026-03-05,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b8dffc81522c6b086130b60f2ecddfc251850ba55918c5dc43005529b48c34a8
PRJ-WTR,PRJ-WTR-ENV-07,DEWATERING,Dewatering discharge control,SYNTHETIC-PERMIT-PRJ-WTR,SYNTHETIC-US,HIGH,True,2026-03-05,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,04d0a3416d63b1deb54d06fbc03fd1368c08b5b1dc0eb0bd3f9882d453b17c7e
PRJ-WTR,PRJ-WTR-ENV-08,MATERIAL_STORAGE,Hazardous-material storage,SYNTHETIC-PERMIT-PRJ-WTR,SYNTHETIC-US,CRITICAL,True,2026-03-05,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4b2daaa0ce319ddf4eb971747d4b14403eb172351f76cb7e89f1ad75dd743dd7
