project_id,chain_id,chain_type,activity_id,chain_sequence,feeds_into_activity_id,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-AIR,PRJ-AIR-FC1,FEEDING,PRJ-AIR-A02,1,PRJ-AIR-A08,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,097d3cc8d356a018ad8068f2ac3eda0f07fca64b4daac3a181aad957129927aa
PRJ-AIR,PRJ-AIR-FC2,FEEDING,PRJ-AIR-A07,1,PRJ-AIR-A12,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1d759bf2499cb4b44f534cb48aa28bfb2365cfac53234de9ba39365cf10c8446
PRJ-DCT,PRJ-DCT-CC,PROJECT,PRJ-DCT-A01,1,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7673de9da0497aa70e14bca48cd840f8fec84c2e56df97935c4c62179cfa7771
PRJ-DCT,PRJ-DCT-CC,PROJECT,PRJ-DCT-A03,2,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9c8ab753a89224a0d8f9d7261bfd5f28e981d6666cb818a75d502a7b98326d41
PRJ-DCT,PRJ-DCT-CC,PROJECT,PRJ-DCT-A04,3,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6097ae453978378c612568048dfba2431f3441a12588b7aa865fe0116d85e72c
PRJ-DCT,PRJ-DCT-CC,PROJECT,PRJ-DCT-A05,4,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,759f67bfaeabe7ae473af9ad8d19714b9b14fba249c5055c646aa4b5547bd19c
PRJ-DCT,PRJ-DCT-CC,PROJECT,PRJ-DCT-A06,5,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,2ed07b7b1679109f4a059e718e42fbadd54319970f10cdfefad166e2575f02f6
PRJ-DCT,PRJ-DCT-CC,PROJECT,PRJ-DCT-A08,6,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5b1accc471503c9074cd8caf4f0bd7618407db624e7020df02f0e616957bbb58
PRJ-DCT,PRJ-DCT-CC,PROJECT,PRJ-DCT-A09,7,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d64043188c7b6fdd7e24010400a8172db91c40e33f325388c45de8d5c18316d9
PRJ-DCT,PRJ-DCT-CC,PROJECT,PRJ-DCT-A10,8,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,85b8159dee78fc4499fa07c67c27798b6ee01106787733abd40e3823902e04a8
PRJ-DCT,PRJ-DCT-CC,PROJECT,PRJ-DCT-A11,9,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b8eee09f74817ee8911812930cb4f8db23274b1100a77874f20e52d1d942480b
PRJ-DCT,PRJ-DCT-CC,PROJECT,PRJ-DCT-A12,10,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,73d03d78aa215703af8927d97fde9616ab35c678959bdd6c39607da590cc80e7
PRJ-DCT,PRJ-DCT-FC1,FEEDING,PRJ-DCT-A02,1,PRJ-DCT-A08,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b8566072bb466f92f6eefc9013524b2b212a14dec8c174b0a35158e0263663c1
PRJ-DCT,PRJ-DCT-FC2,FEEDING,PRJ-DCT-A07,1,PRJ-DCT-A12,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3a2cfdab8fccf41818a63a672b612e4ff74a24ea35752ecbdc5f4eeb25d4b26d
PRJ-HSP,PRJ-HSP-CC,PROJECT,PRJ-HSP-A01,1,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,45a0f7d7073e72551c62ca5ff63d752bd15c948f1bcaec7d99c740db645dc7d1
PRJ-HSP,PRJ-HSP-CC,PROJECT,PRJ-HSP-A03,2,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5b4b75945e37eb534e3077ecfe3eded224a5f96b380875e50c298cb29e728831
PRJ-HSP,PRJ-HSP-CC,PROJECT,PRJ-HSP-A04,3,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9c07c8ae422b41f05fe1da3449f6fdb9e2923dcd60280e395907ead950b98e30
PRJ-HSP,PRJ-HSP-CC,PROJECT,PRJ-HSP-A05,4,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b72c79c8ab083896abd1c8f816a36424d85d94e7159e6b44d11bbb71a74536df
PRJ-HSP,PRJ-HSP-CC,PROJECT,PRJ-HSP-A06,5,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6e79756060b49ef77797894a16ee0cbf5bfca8b5baae36dee9683d2d00101acd
PRJ-HSP,PRJ-HSP-CC,PROJECT,PRJ-HSP-A08,6,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,410c1eaaf7b9f55ed33fce97634212c051b3aca81e09b2ef80e25a2227e6c900
PRJ-HSP,PRJ-HSP-CC,PROJECT,PRJ-HSP-A09,7,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1bdb653b27ae2733162738ac0d5420c3a8376c295b6daf4a39c27d5502157e7d
PRJ-HSP,PRJ-HSP-CC,PROJECT,PRJ-HSP-A10,8,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b155ca73b6b6a95be70c58af694510b058c1a004bf044c77a580b1467069776e
PRJ-HSP,PRJ-HSP-CC,PROJECT,PRJ-HSP-A11,9,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0e46b67c630f22291c568ae9c782812a87e128b34ec37c1cdb85aa9fe45516bb
PRJ-HSP,PRJ-HSP-CC,PROJECT,PRJ-HSP-A12,10,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,04b7817c1fffd59021cbb51517e6c4660e4dc8212898ab89e83db2b2bd9580c3
PRJ-HSP,PRJ-HSP-FC1,FEEDING,PRJ-HSP-A02,1,PRJ-HSP-A08,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,445d3a1c1e1118ee238d16d94bffd56225bf8038fbcb92498285385c6a849cb0
PRJ-HSP,PRJ-HSP-FC2,FEEDING,PRJ-HSP-A07,1,PRJ-HSP-A12,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d99531fca6c05daedafa145452e63dbca4bdebc1f47990f0583b0d11d16018bf
PRJ-HWY,PRJ-HWY-CC,PROJECT,PRJ-HWY-A01,1,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,07443c2d3a3005a553b486f3ecbe71504371a71e0d207543497fd561b7728dd8
PRJ-HWY,PRJ-HWY-CC,PROJECT,PRJ-HWY-A03,2,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7ad2607ddc23d203b8d829c1781d2cf9334c43498b1581d6bab2ebdc43a3c38f
PRJ-HWY,PRJ-HWY-CC,PROJECT,PRJ-HWY-A04,3,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7421ecc46775978307cd1cf3886699a1d85e107206394e0c8a55eec9c755fd0c
PRJ-HWY,PRJ-HWY-CC,PROJECT,PRJ-HWY-A05,4,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c46a8f03cd246a2c8990aef8f7b31eec78e1d606e8136b8d3fa3654a146fd7ba
PRJ-HWY,PRJ-HWY-CC,PROJECT,PRJ-HWY-A06,5,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7ea0d57fb0ed1596c3b47b996a254ae6dc7de5e6d5b8c4f0d4167afadb6c6152
PRJ-HWY,PRJ-HWY-CC,PROJECT,PRJ-HWY-A08,6,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4f0959c90cf0362d99f42313f1b6059769f992079b3160229d51f287df310aca
PRJ-HWY,PRJ-HWY-CC,PROJECT,PRJ-HWY-A09,7,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,83bb66ce2cb5b4ed2174beb94cb72da2e3dc2267b5502671fe4d64918cb70323
PRJ-HWY,PRJ-HWY-CC,PROJECT,PRJ-HWY-A10,8,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3e1cb5e1272bdca38231e448f93c2cfe18998b9d0b7d54170523f77734134fd5
PRJ-HWY,PRJ-HWY-CC,PROJECT,PRJ-HWY-A11,9,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9d1fbd46893be21eb2ee3d4610ebe35a7532d04e20d128a4ba0d99be5a29ae17
PRJ-HWY,PRJ-HWY-CC,PROJECT,PRJ-HWY-A12,10,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,09a0063420caa4095a2bd8f0b90e160b35ffa28d706aea35f33324c86932f3fd
PRJ-HWY,PRJ-HWY-FC1,FEEDING,PRJ-HWY-A02,1,PRJ-HWY-A08,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c5d99bbaa68f57ce464a6ebea6efae8ddebdb20d8959928383713bc799386be9
PRJ-HWY,PRJ-HWY-FC2,FEEDING,PRJ-HWY-A07,1,PRJ-HWY-A12,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,73273ac1ff6d1063b41f8da1373e2f9f60dc1fe8bf63622edf9248c63ce0dded
PRJ-RAL,PRJ-RAL-CC,PROJECT,PRJ-RAL-A01,1,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,005bc59b99c557980e1d1786102a54ca4cd5a53c5ae249699b21c23856ba0ff4
PRJ-RAL,PRJ-RAL-CC,PROJECT,PRJ-RAL-A03,2,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,46808f75aa61901478e175e121e725f4bb125808c7f873ff1fed282b0c6a4af3
PRJ-RAL,PRJ-RAL-CC,PROJECT,PRJ-RAL-A04,3,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,dcebc5fb0f57a797cca41edfd74cb9dbe91d17cdffe491511e8ec90c7356c648
PRJ-RAL,PRJ-RAL-CC,PROJECT,PRJ-RAL-A05,4,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c42b7cab27cad9bb9a110a3f395a24f5c2b0ba0dcc3d504743598693301af7a8
PRJ-RAL,PRJ-RAL-CC,PROJECT,PRJ-RAL-A06,5,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,2c4c5129fa4f35b0f74e694bdb1e3d2d77535b832a53bc031bb7181a815f2281
PRJ-RAL,PRJ-RAL-CC,PROJECT,PRJ-RAL-A08,6,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,205c040da120d9c419e686284dc39b0b81afd455b5a759cf95339c49bc14de6c
PRJ-RAL,PRJ-RAL-CC,PROJECT,PRJ-RAL-A09,7,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,882fa273331f6b14054a77ef574fd4f089940447db85c11b80f2e4b5d2d93661
PRJ-RAL,PRJ-RAL-CC,PROJECT,PRJ-RAL-A10,8,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d2188f375c7d89715dae84ac6e5db6389630e7fb661cff2d9899fb217ff6fa5c
PRJ-RAL,PRJ-RAL-CC,PROJECT,PRJ-RAL-A11,9,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c5e212a5ceb7436db7d449a2f659cc7e40cc18936ddb4ba0fc901f19a51995b0
PRJ-RAL,PRJ-RAL-CC,PROJECT,PRJ-RAL-A12,10,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7a7b569d864015ddb450d69df8d2aa727799b540df7bd461b44383431d4b64b5
PRJ-RAL,PRJ-RAL-FC1,FEEDING,PRJ-RAL-A02,1,PRJ-RAL-A08,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d02590ceb69a78bff6dce08521386a1239147fe342b8df90a9b2049c000bef20
PRJ-RAL,PRJ-RAL-FC2,FEEDING,PRJ-RAL-A07,1,PRJ-RAL-A12,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,07064e653a35d2041715d805ee8bfa51456e2b7e41671df68e4968ecc5341114
PRJ-WTR,PRJ-WTR-CC,PROJECT,PRJ-WTR-A01,1,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,10dae2f62e7b23e3adec892db8657698f052fc82db065b2cd1a5bc2fc73c59ca
PRJ-WTR,PRJ-WTR-CC,PROJECT,PRJ-WTR-A03,2,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,77879b22b1227f92f3baaae71ea5bff88aea2701d9980d5dd48b2af1c5443066
PRJ-WTR,PRJ-WTR-CC,PROJECT,PRJ-WTR-A04,3,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,dd9605c46a5d128ca341583c37a3d4fedb6c5f0d699a5e953d48f3e539e56991
PRJ-WTR,PRJ-WTR-CC,PROJECT,PRJ-WTR-A05,4,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ab0f3cb8d3ca2a4a8331000ec4e27a3131e0a9138a74d9379055ccf28af20505
PRJ-WTR,PRJ-WTR-CC,PROJECT,PRJ-WTR-A06,5,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,03d1b6becf2e942e7e69cffcf6d3329966215a94762e43bb6cd566fa49f592e6
PRJ-WTR,PRJ-WTR-CC,PROJECT,PRJ-WTR-A08,6,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,aa2984511488277b02edcf1fda7e0bb7eb0c0e68d921f0d8ab00cff833ea79b2
PRJ-WTR,PRJ-WTR-CC,PROJECT,PRJ-WTR-A09,7,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6f8c36a549fbd4cfa5496feff4e2e386b8b236d672d2e185e2933cee319aafd7
PRJ-WTR,PRJ-WTR-CC,PROJECT,PRJ-WTR-A10,8,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,46e1c67fb409db943e2813768f994c43064670cb7cd3b4e926be0bd6c15cf1aa
PRJ-WTR,PRJ-WTR-CC,PROJECT,PRJ-WTR-A11,9,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,704a4d0fd278d418689d2c32bc56c460c76e7c4c8e414affbe5b4a0eb2807f3c
PRJ-WTR,PRJ-WTR-CC,PROJECT,PRJ-WTR-A12,10,,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d32d847cea67003d3805fa1ceba183696627941618d2ec1e7aa49d83c3d8736f
PRJ-WTR,PRJ-WTR-FC1,FEEDING,PRJ-WTR-A02,1,PRJ-WTR-A08,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0c5012b55f9205bad8901a73636b6792917f9388729e0eb271a4d0d485ee3c4c
PRJ-WTR,PRJ-WTR-FC2,FEEDING,PRJ-WTR-A07,1,PRJ-WTR-A12,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,fad5d1e8925a82bc1da91e24bb8c1d53a9ce50d8efd2259e5c0c70e42cf5b547
