project_id,conflict_id,document_a_id,document_b_id,clause_a,clause_b,discipline,conflict_type,review_status,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-AIR,PRJ-AIR-SC-11,SPEC-2,DRAW-5,4.11,D-6-011,STRUCT,RESPONSIBILITY,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,54bd92c197c955c267670d2f50398004fdc8fe4fe651a377fd5b877ee2f1b80b
PRJ-AIR,PRJ-AIR-SC-12,SPEC-3,DRAW-6,5.12,D-1-012,ARCH,DIMENSION,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1a421bdcd2c36ea88aef53fb9cafe78c65a285a37da75d6aa982c6170a05c082
PRJ-HWY,PRJ-HWY-SC-01,SPEC-2,DRAW-2,2.1,D-2-001,CIVIL,MATERIAL,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,febfd8861c52493f74706795b83ebae6d568ebbb294711efbe65204b44141566
PRJ-HWY,PRJ-HWY-SC-02,SPEC-3,DRAW-3,3.2,D-3-002,MEP,SEQUENCE,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,45f1b37599eb520bcfbb1a5cbe8e78a031b1def6b5594d9be26a555560ec06a7
PRJ-HWY,PRJ-HWY-SC-03,SPEC-4,DRAW-4,4.3,D-4-003,STRUCT,RESPONSIBILITY,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b9729272893fc762ac037b88dcbcbe1c3f3f4ef888171e30bbc11312b750c752
PRJ-HWY,PRJ-HWY-SC-04,SPEC-5,DRAW-5,5.4,D-5-004,ARCH,DIMENSION,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5bf17744d08ef2cb50c935fb654fe0c60e3fd7a4d2c91ab25be3d80fe6ae03ed
PRJ-HWY,PRJ-HWY-SC-05,SPEC-1,DRAW-6,6.5,D-6-005,CIVIL,MATERIAL,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,608e01e831168f5d50e31bdb61bc5e3f3f8db2156ae602e0421745487c5f27c0
PRJ-HWY,PRJ-HWY-SC-06,SPEC-2,DRAW-7,7.6,D-1-006,MEP,SEQUENCE,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e6e1aa0ac2fb780378f58300259f044360859e0f15f6c9cd8edd94edd6d3fe50
PRJ-HWY,PRJ-HWY-SC-07,SPEC-3,DRAW-1,8.7,D-2-007,STRUCT,RESPONSIBILITY,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,58834726194754f1327e36f343e0911dfaf12af6fa3b3967d503f597a670842e
PRJ-HWY,PRJ-HWY-SC-08,SPEC-4,DRAW-2,1.8,D-3-008,ARCH,DIMENSION,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,2975a525d72c8ddd35bfd7b7eea56fb4764ea5a6cd83090440fd0db2ef3bf819
PRJ-HWY,PRJ-HWY-SC-09,SPEC-5,DRAW-3,2.9,D-4-009,CIVIL,MATERIAL,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,13cb2ab92d1f20ce184648065c61c739acbe78696bdab1c5621b38399bb8ff9e
PRJ-HWY,PRJ-HWY-SC-10,SPEC-1,DRAW-4,3.1,D-5-010,MEP,SEQUENCE,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,417d0ba50ace0fc68d6dd6beca082472f68222bf9f78c9495149a0b892e8a3e0
PRJ-HWY,PRJ-HWY-SC-11,SPEC-2,DRAW-5,4.11,D-6-011,STRUCT,RESPONSIBILITY,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a0eae2a339b6509b54f595016b3e98714974993eefb2bf5688807cb3cc4833a1
PRJ-HWY,PRJ-HWY-SC-12,SPEC-3,DRAW-6,5.12,D-1-012,ARCH,DIMENSION,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,11627475ddbb8693e7ae476ab6f81fc8a43b8bbd799cb51ab22dc3399757c58b
PRJ-HSP,PRJ-HSP-SC-01,SPEC-2,DRAW-2,2.1,D-2-001,CIVIL,MATERIAL,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5ef44a148c8a0c8fcfc6e0e3cc356be9a724126f312b452074ac90b54ed3a30b
PRJ-HSP,PRJ-HSP-SC-02,SPEC-3,DRAW-3,3.2,D-3-002,MEP,SEQUENCE,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,586b0c39583e9db4559d233e832181b103631efe9c89b5289e971c6dd3c44fa2
PRJ-HSP,PRJ-HSP-SC-03,SPEC-4,DRAW-4,4.3,D-4-003,STRUCT,RESPONSIBILITY,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,8de592d8de1f9f4c538591a72b0fd0dc0418de8cecadffd7a32a195a4c95258f
PRJ-HSP,PRJ-HSP-SC-04,SPEC-5,DRAW-5,5.4,D-5-004,ARCH,DIMENSION,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,aa3ce41821fbb936882b224c490f219752a0295bfd8767d23d7b6bf2bfe73884
PRJ-HSP,PRJ-HSP-SC-05,SPEC-1,DRAW-6,6.5,D-6-005,CIVIL,MATERIAL,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7dd53f89816a58914bf55908b7b9c8f6869650d25d5009b9ee260dc1c24eb94a
PRJ-HSP,PRJ-HSP-SC-06,SPEC-2,DRAW-7,7.6,D-1-006,MEP,SEQUENCE,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,396d522e44534bdae41126a6fe091d8f57547809f1ab9c23625d75990a0f309b
PRJ-HSP,PRJ-HSP-SC-07,SPEC-3,DRAW-1,8.7,D-2-007,STRUCT,RESPONSIBILITY,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b8782097d8451717c07d92734c675f710d923955feffac0d217b55505e448c27
PRJ-HSP,PRJ-HSP-SC-08,SPEC-4,DRAW-2,1.8,D-3-008,ARCH,DIMENSION,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,abee749e7e8717ec98a54da833311a3f2d0050140ecbb5569175f6e0ab853a31
PRJ-HSP,PRJ-HSP-SC-09,SPEC-5,DRAW-3,2.9,D-4-009,CIVIL,MATERIAL,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,14a66becdfd839eb7ba5d7f32fd13b970580d07ff50f93dd4b053c04eb0aec8f
PRJ-HSP,PRJ-HSP-SC-10,SPEC-1,DRAW-4,3.1,D-5-010,MEP,SEQUENCE,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9ba6ba8941b7a3787c9d25492ddcd28a56e1beb1318288a6f509c4ae36da0a91
PRJ-HSP,PRJ-HSP-SC-11,SPEC-2,DRAW-5,4.11,D-6-011,STRUCT,RESPONSIBILITY,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3414015ae483604c623d034af3e6a2161073a38c74bf695fbfae2f40ecc438bb
PRJ-HSP,PRJ-HSP-SC-12,SPEC-3,DRAW-6,5.12,D-1-012,ARCH,DIMENSION,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0f02e2b0fc843d4bdd23030e69b5345aa94d277ee7819d72a1504ff72292f277
PRJ-WTR,PRJ-WTR-SC-01,SPEC-2,DRAW-2,2.1,D-2-001,CIVIL,MATERIAL,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d25567b1a30c1a6d3b3406fd677075fa494a6b8c72a8787827d33debc5d31c15
PRJ-WTR,PRJ-WTR-SC-02,SPEC-3,DRAW-3,3.2,D-3-002,MEP,SEQUENCE,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,77c4941c2f6578fea18bba09de9dd41439fe037be3fe277d623bb97f714a5ac2
PRJ-WTR,PRJ-WTR-SC-03,SPEC-4,DRAW-4,4.3,D-4-003,STRUCT,RESPONSIBILITY,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,669378bfb287d556285c17b737fb8a0fb62ca94f0d3f6e8a98908c9cf3a93acc
PRJ-WTR,PRJ-WTR-SC-04,SPEC-5,DRAW-5,5.4,D-5-004,ARCH,DIMENSION,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,165c023202cc182868195eafa4faced46d1a32c44cc7258c2708ba4f4147b070
PRJ-WTR,PRJ-WTR-SC-05,SPEC-1,DRAW-6,6.5,D-6-005,CIVIL,MATERIAL,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f7724904eb99f6e92b8ad6fd625ecaec14ee32a38830f42b7bab6eff84265721
PRJ-WTR,PRJ-WTR-SC-06,SPEC-2,DRAW-7,7.6,D-1-006,MEP,SEQUENCE,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,fd1b62e17707d75beff7174f2f44847529210b8b68c7196b64fae465f88fce59
PRJ-WTR,PRJ-WTR-SC-07,SPEC-3,DRAW-1,8.7,D-2-007,STRUCT,RESPONSIBILITY,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6781ef5f694b3243f55b0a0221ec0daa4688a06b5774693e750ae606ac729027
PRJ-WTR,PRJ-WTR-SC-08,SPEC-4,DRAW-2,1.8,D-3-008,ARCH,DIMENSION,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,14d9ebc30f38ddde77b7f9d5113e5633fd322e63810670c21baa02806f8d4848
PRJ-WTR,PRJ-WTR-SC-09,SPEC-5,DRAW-3,2.9,D-4-009,CIVIL,MATERIAL,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ae74ebd44fcb562c406b2daf77e5e347f7a6575354eb867e3af1eea29a9783e6
PRJ-WTR,PRJ-WTR-SC-10,SPEC-1,DRAW-4,3.1,D-5-010,MEP,SEQUENCE,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9efdf2faa01014fb132714009fbcb7c979860d94322f7bc74fbd4e5ec6bf43d0
PRJ-WTR,PRJ-WTR-SC-11,SPEC-2,DRAW-5,4.11,D-6-011,STRUCT,RESPONSIBILITY,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e88bff6cb592c6aaf2b8413bfc4fcd9cccc52000b13a04d2fb7024e48651e6a1
PRJ-WTR,PRJ-WTR-SC-12,SPEC-3,DRAW-6,5.12,D-1-012,ARCH,DIMENSION,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,2bf7b6c60df31a8623821b08431eda612430ab846e6da55b29d4d83c44351717
PRJ-RAL,PRJ-RAL-SC-01,SPEC-2,DRAW-2,2.1,D-2-001,CIVIL,MATERIAL,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4338eeefeeb4bafd17ee29378ee51a9f1705d57f5fcc359d5cca32adafea5223
PRJ-RAL,PRJ-RAL-SC-02,SPEC-3,DRAW-3,3.2,D-3-002,MEP,SEQUENCE,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a6cd736256c4dd3e2cee826bae76f4b840178f8265eaa4b54614e2f292163a83
PRJ-RAL,PRJ-RAL-SC-03,SPEC-4,DRAW-4,4.3,D-4-003,STRUCT,RESPONSIBILITY,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a596409018026ed07a516ae7a95d1842f1e54a10de45dcdf58af07a040742639
PRJ-RAL,PRJ-RAL-SC-04,SPEC-5,DRAW-5,5.4,D-5-004,ARCH,DIMENSION,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,cc1da767d1bda78acd98e8cc8e30a490df60e2e15b642c68fa1d0aa665295f4b
PRJ-RAL,PRJ-RAL-SC-05,SPEC-1,DRAW-6,6.5,D-6-005,CIVIL,MATERIAL,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,732d4926c18001e91c628c8df3c54631239f9c1d6304029a087a4c24ea2668e0
PRJ-RAL,PRJ-RAL-SC-06,SPEC-2,DRAW-7,7.6,D-1-006,MEP,SEQUENCE,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b869d9f9eb1cea4341ffd3bb3e311c2164f2cc9540d4c698be91f0f1508fe77c
PRJ-RAL,PRJ-RAL-SC-07,SPEC-3,DRAW-1,8.7,D-2-007,STRUCT,RESPONSIBILITY,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d941dad12e65aa73864cfb52defba39148dc3d690c482f78c1a38908d39b280d
PRJ-RAL,PRJ-RAL-SC-08,SPEC-4,DRAW-2,1.8,D-3-008,ARCH,DIMENSION,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b145c7034777afb403fad6e05f161ded78ca37887a9035df234050b073751a4a
PRJ-RAL,PRJ-RAL-SC-09,SPEC-5,DRAW-3,2.9,D-4-009,CIVIL,MATERIAL,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f102fe32cbdb10ae47ffbf62958178f2a902c38f536da046f1bdd1250c3fc9dd
PRJ-RAL,PRJ-RAL-SC-10,SPEC-1,DRAW-4,3.1,D-5-010,MEP,SEQUENCE,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3563bf6ac323529091c47a00895b0dd2f509b26f1d1ed91eed174eeea68419ad
PRJ-RAL,PRJ-RAL-SC-11,SPEC-2,DRAW-5,4.11,D-6-011,STRUCT,RESPONSIBILITY,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,379dfa63342e7ba6ab5dfddb3cc2ef91e22b1bcb13ca36c2f615b1d1b563b779
PRJ-RAL,PRJ-RAL-SC-12,SPEC-3,DRAW-6,5.12,D-1-012,ARCH,DIMENSION,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,df81130dcb49c6dd2e2b7a1f23530d902345fad3f999b18e2d796255b4e99701
PRJ-DCT,PRJ-DCT-SC-01,SPEC-2,DRAW-2,2.1,D-2-001,CIVIL,MATERIAL,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0abb2a4229786d5676cc9da71e70cb2a3637709d7fa3758eb7cb76aba6d23e6a
PRJ-DCT,PRJ-DCT-SC-02,SPEC-3,DRAW-3,3.2,D-3-002,MEP,SEQUENCE,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d52b7ddbc51b2db6894b76f535e7bca5da0e271aa10dbd6d4c17a6e15b7f89ac
PRJ-DCT,PRJ-DCT-SC-03,SPEC-4,DRAW-4,4.3,D-4-003,STRUCT,RESPONSIBILITY,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,2d288a2ab5eab362dc1c37ae8872bbb7ab3311b6a1dfed1a35812f6d0117e105
PRJ-DCT,PRJ-DCT-SC-04,SPEC-5,DRAW-5,5.4,D-5-004,ARCH,DIMENSION,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,cc12677764523ff4b3fdfd944e8b1092838500fcd6954984667f3f079f1fbc12
PRJ-DCT,PRJ-DCT-SC-05,SPEC-1,DRAW-6,6.5,D-6-005,CIVIL,MATERIAL,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d4aacd6a693fea665ec204beb43e8d9212b6361efdbe97f16760a0812593f0b0
PRJ-DCT,PRJ-DCT-SC-06,SPEC-2,DRAW-7,7.6,D-1-006,MEP,SEQUENCE,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,62bea130c4da25693e650d81afe4f34677e106486f684fc818c13c4edaf667a0
PRJ-DCT,PRJ-DCT-SC-07,SPEC-3,DRAW-1,8.7,D-2-007,STRUCT,RESPONSIBILITY,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,22c8bd3bc04feed23279f4224f477bd4b842e8e505901ba42a193a4ec1bc083d
PRJ-DCT,PRJ-DCT-SC-08,SPEC-4,DRAW-2,1.8,D-3-008,ARCH,DIMENSION,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,725c21ffa7ff4831bec89d8fb74d17244d6014c05bcb9babe395a07a6d92b41e
PRJ-DCT,PRJ-DCT-SC-09,SPEC-5,DRAW-3,2.9,D-4-009,CIVIL,MATERIAL,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5e9c9471ea61506c9e927d95112d8c160db63288b02086cd75d2836019c4bf8f
PRJ-DCT,PRJ-DCT-SC-10,SPEC-1,DRAW-4,3.1,D-5-010,MEP,SEQUENCE,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,042a395f0a1c53d7bd9f3665a706871de65ea3b70c34949995131e578fce3cb9
PRJ-DCT,PRJ-DCT-SC-11,SPEC-2,DRAW-5,4.11,D-6-011,STRUCT,RESPONSIBILITY,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,8f66ee3621dc511660cdc304d2651b2b6cfc0a3d6da7d5b3dfc733a3c9c80d53
PRJ-DCT,PRJ-DCT-SC-12,SPEC-3,DRAW-6,5.12,D-1-012,ARCH,DIMENSION,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,12e5cfbe7c4918bec964bed42e0d474895807970bae6784f3c119fa346b7a8c2
