project_id,period_id,buffer_id,buffer_type,chain_id,original_buffer_days,remaining_buffer_days,chain_progress_fraction,buffer_sizing_method,variance_sum_days2,sizing_z,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-AIR,P04,PRJ-AIR-FC1-BUFFER,FEEDING,PRJ-AIR-FC1,3.20254083,0.0,0.980581,RSS_PERT_VARIANCE,3.79016003,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c936e1bcd41420fc86498a3fd19faa371846546913a3b626cbc84b51a9759d3a
PRJ-AIR,P04,PRJ-AIR-FC2-BUFFER,FEEDING,PRJ-AIR-FC2,5.5461175,1.08664737,0.912313,RSS_PERT_VARIANCE,11.36701225,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5642e28ce3c434e5ce43edfb0294a637b69e9cf1b3e9f14ba18955f4be57180c
PRJ-AIR,P05,PRJ-AIR-CC-BUFFER,PROJECT,PRJ-AIR-CC,14.97163114,4.20613851,0.7024782,RSS_PERT_VARIANCE,82.83358019,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3e8b8c53ca0e719bb30db97dc4d14255134dc24f4c685d0288435d96371de483
PRJ-AIR,P05,PRJ-AIR-FC1-BUFFER,FEEDING,PRJ-AIR-FC1,3.20254083,0.0,0.932881,RSS_PERT_VARIANCE,3.79016003,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7994f32a44afa1b1aeb1ec6855882f829aa1c0f3d886d9d4a176cf5a39db259c
PRJ-AIR,P05,PRJ-AIR-FC2-BUFFER,FEEDING,PRJ-AIR-FC2,5.5461175,1.05792387,0.977266,RSS_PERT_VARIANCE,11.36701225,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,02eb0e3b104d8e6f37d192aed725cfd4c66a90e8a95eaf27a7edf2d3322ba48e
PRJ-AIR,P06,PRJ-AIR-CC-BUFFER,PROJECT,PRJ-AIR-CC,14.97163114,1.85656203,0.8156338,RSS_PERT_VARIANCE,82.83358019,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d8bfdf47df713e31775555901f4a27362f0deeb000aee3ff9f4626c536e8709d
PRJ-AIR,P06,PRJ-AIR-FC1-BUFFER,FEEDING,PRJ-AIR-FC1,3.20254083,0.0,0.915379,RSS_PERT_VARIANCE,3.79016003,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,aa80fbe577a6a4cdd30ec83f19c450b8f433ade78d492798cddf6d24ecce17fe
PRJ-AIR,P06,PRJ-AIR-FC2-BUFFER,FEEDING,PRJ-AIR-FC2,5.5461175,0.72010116,0.88726,RSS_PERT_VARIANCE,11.36701225,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,eb02a75f93a4ffdd455ae12815f3265f6dfe939ddc11654a7a183f1946881f5b
PRJ-DCT,P01,PRJ-DCT-CC-BUFFER,PROJECT,PRJ-DCT-CC,11.3140218,9.71762627,0.2275788,RSS_PERT_VARIANCE,47.30447403,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,63cd0c1d7041cd62dd1154001d166bebe98842c2dea4ad9c88a805f7427d8dd9
PRJ-DCT,P01,PRJ-DCT-FC1-BUFFER,FEEDING,PRJ-DCT-FC1,2.2495375,1.19151163,0.979855,RSS_PERT_VARIANCE,1.87005625,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,dc01dcd047b32d0fa3db21ab1d7ea6037eb978dbacec8b691eb0ebef98de1758
PRJ-DCT,P01,PRJ-DCT-FC2-BUFFER,FEEDING,PRJ-DCT-FC2,3.742375,3.742375,0.0,RSS_PERT_VARIANCE,5.175625,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c6e47cbc48d984afd0d0a4cc0df9b585f903649e507f477063e6f2156192b7ec
PRJ-DCT,P02,PRJ-DCT-CC-BUFFER,PROJECT,PRJ-DCT-CC,11.3140218,8.24181097,0.4020582,RSS_PERT_VARIANCE,47.30447403,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,39669fe67f145b0e778ac12c47dfe5e9264d2495e87273fe496f1be72540e2a7
PRJ-DCT,P02,PRJ-DCT-FC1-BUFFER,FEEDING,PRJ-DCT-FC1,2.2495375,1.05780582,1.0,RSS_PERT_VARIANCE,1.87005625,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3dbb4d1b55c8e4014ce8db1593c088657a988f02cdeb0e10a1b54b6777d572a0
PRJ-DCT,P02,PRJ-DCT-FC2-BUFFER,FEEDING,PRJ-DCT-FC2,3.742375,3.63042132,0.0,RSS_PERT_VARIANCE,5.175625,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,65a6c296c2e5d44cbc6e58d5001c9559e77a11e59414ba165657fd135eddf43f
PRJ-DCT,P03,PRJ-DCT-CC-BUFFER,PROJECT,PRJ-DCT-CC,11.3140218,7.48362641,0.5056362,RSS_PERT_VARIANCE,47.30447403,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7ace7c90fd1539922721f076280deebb7d36bee66d19613594ee00a820411d91
PRJ-DCT,P03,PRJ-DCT-FC1-BUFFER,FEEDING,PRJ-DCT-FC1,2.2495375,1.04742091,0.996604,RSS_PERT_VARIANCE,1.87005625,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,fd9100c72d05b351733501cc90f70ce8a9ce6fa306c2bbb52663849519cc7a45
PRJ-DCT,P03,PRJ-DCT-FC2-BUFFER,FEEDING,PRJ-DCT-FC2,3.742375,3.54015976,0.042425,RSS_PERT_VARIANCE,5.175625,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f490d85dda212bca2f892736996cc7d36950d4b24ec00d9ed84385a92e8a123f
PRJ-DCT,P04,PRJ-DCT-CC-BUFFER,PROJECT,PRJ-DCT-CC,11.3140218,6.30294069,0.604248,RSS_PERT_VARIANCE,47.30447403,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e0b0d5db13a4f666028d04f6c11a26348fb031903eac895925812ebb16959970
PRJ-DCT,P04,PRJ-DCT-FC1-BUFFER,FEEDING,PRJ-DCT-FC1,2.2495375,0.83317668,0.993762,RSS_PERT_VARIANCE,1.87005625,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,bac8d268724bfeecb81fc664aefacf3d336dd6ca79027f0f578cc6a139694e37
PRJ-DCT,P04,PRJ-DCT-FC2-BUFFER,FEEDING,PRJ-DCT-FC2,3.742375,1.64172943,0.978282,RSS_PERT_VARIANCE,5.175625,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4dfeb79fb62f2a340d383ac7c826766a25094a0a30262b74c441117f05a1de8f
PRJ-DCT,P05,PRJ-DCT-CC-BUFFER,PROJECT,PRJ-DCT-CC,11.3140218,5.42220634,0.7296932,RSS_PERT_VARIANCE,47.30447403,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c2c173594aa164233c60cc48ccbce49811a64595761eb8b9fea69dbc9e376e29
PRJ-DCT,P05,PRJ-DCT-FC1-BUFFER,FEEDING,PRJ-DCT-FC1,2.2495375,0.8260967,1.0,RSS_PERT_VARIANCE,1.87005625,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c849a3ead94c29c91c1253305c516d1f31835512814186488c8139437271ac9d
PRJ-DCT,P05,PRJ-DCT-FC2-BUFFER,FEEDING,PRJ-DCT-FC2,3.742375,1.69777043,0.946893,RSS_PERT_VARIANCE,5.175625,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,46f343dd50b2696840b42b692b842d1bfbabee534a8f60e0bc3dc9ee31bf340f
PRJ-DCT,P06,PRJ-DCT-CC-BUFFER,PROJECT,PRJ-DCT-CC,11.3140218,4.59136837,0.8918677,RSS_PERT_VARIANCE,47.30447403,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b31802679b8c519a9e530579f54eb2e6fcab5147d35183ead9b325e7726900c9
PRJ-DCT,P06,PRJ-DCT-FC1-BUFFER,FEEDING,PRJ-DCT-FC1,2.2495375,0.97413242,0.989169,RSS_PERT_VARIANCE,1.87005625,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1f58d30e5003d991d793e77f07ec676e8a8b06c53c669eee508cc583939d14ec
PRJ-DCT,P06,PRJ-DCT-FC2-BUFFER,FEEDING,PRJ-DCT-FC2,3.742375,1.78492369,0.974275,RSS_PERT_VARIANCE,5.175625,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b8e829a22d665372c1e01cf1298d45540c513f7537bc18df7a4cce240cd7af12
PRJ-HSP,P01,PRJ-HSP-CC-BUFFER,PROJECT,PRJ-HSP-CC,15.18324537,7.88423486,0.2283354,RSS_PERT_VARIANCE,85.19172589,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,412f358cca4ab58233ad89ceb97e5f6f5188be31316d70d7954d484659c6b441
PRJ-HSP,P01,PRJ-HSP-FC1-BUFFER,FEEDING,PRJ-HSP-FC1,2.70383167,0.0,0.990425,RSS_PERT_VARIANCE,2.70164011,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a0d5050f4b410521ccecfbc37882459660b367c2698ccc60581d6b1c19e036a2
PRJ-HSP,P01,PRJ-HSP-FC2-BUFFER,FEEDING,PRJ-HSP-FC2,4.7861275,2.45685855,0.017664,RSS_PERT_VARIANCE,8.46519025,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,36bc63dc8f4244d36a652ec1934c0f360477dab0e6f9d7ae38ff7c274022aa09
PRJ-HSP,P02,PRJ-HSP-CC-BUFFER,PROJECT,PRJ-HSP-CC,15.18324537,6.19995473,0.3730953,RSS_PERT_VARIANCE,85.19172589,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,572d0e941f870e72d2771ec265d8718fdbf306e4efaeb63149e7fea3ee68798b
PRJ-HSP,P02,PRJ-HSP-FC1-BUFFER,FEEDING,PRJ-HSP-FC1,2.70383167,0.0,0.96206,RSS_PERT_VARIANCE,2.70164011,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f3b0973f59a861abac9415de9adf5a45da38eb72fc5e7ce5078db7ea084a13eb
PRJ-HSP,P02,PRJ-HSP-FC2-BUFFER,FEEDING,PRJ-HSP-FC2,4.7861275,2.33295746,0.009386,RSS_PERT_VARIANCE,8.46519025,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,fdb25c4bca03b65d87e716583b108f02e1c703e8a3f3cc0a25b9da0fa9d1bf18
PRJ-HSP,P03,PRJ-HSP-CC-BUFFER,PROJECT,PRJ-HSP-CC,15.18324537,5.53464101,0.4645459,RSS_PERT_VARIANCE,85.19172589,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c0f1d105e7036b710c3f2dfb42ba7c8d401dfa358d6eebdf9ce098af8e901336
PRJ-HSP,P03,PRJ-HSP-FC1-BUFFER,FEEDING,PRJ-HSP-FC1,2.70383167,0.0,0.969447,RSS_PERT_VARIANCE,2.70164011,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,588c75696f1fa4975a3e053d8190a6ca1a6016d0967f14692872505b3dc8c614
PRJ-HSP,P03,PRJ-HSP-FC2-BUFFER,FEEDING,PRJ-HSP-FC2,4.7861275,2.42142672,0.008711,RSS_PERT_VARIANCE,8.46519025,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4a08289442a003fb8abe93a65d6d010c5ba1bc43fe0cf8ffda568a41b1c81f30
PRJ-HSP,P04,PRJ-HSP-CC-BUFFER,PROJECT,PRJ-HSP-CC,15.18324537,4.92348222,0.5510607,RSS_PERT_VARIANCE,85.19172589,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,96203a3908ee4d89ad6b607c2bda8ba604f26477e41eadc8aa2c47b443acf406
PRJ-HSP,P04,PRJ-HSP-FC1-BUFFER,FEEDING,PRJ-HSP-FC1,2.70383167,0.0,0.953596,RSS_PERT_VARIANCE,2.70164011,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a8930b0750a3dac1e6d89aa623d77daceee061d43b272ac345abf6178741ff7e
PRJ-HSP,P04,PRJ-HSP-FC2-BUFFER,FEEDING,PRJ-HSP-FC2,4.7861275,0.45193762,0.905324,RSS_PERT_VARIANCE,8.46519025,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,aa57ea9fcf3de57577b8e7e9568faf405284e3f783c0893ea2c8d64148440f2f
PRJ-HSP,P05,PRJ-HSP-CC-BUFFER,PROJECT,PRJ-HSP-CC,15.18324537,1.89503153,0.6552788,RSS_PERT_VARIANCE,85.19172589,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6d8dc139c3b5b2653ec16841198ea10f3400c92e50d63ae4810e3ebcfb25b604
PRJ-HSP,P05,PRJ-HSP-FC1-BUFFER,FEEDING,PRJ-HSP-FC1,2.70383167,0.0,0.903251,RSS_PERT_VARIANCE,2.70164011,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3e01bf32ecfb3fcde83e1ed2052106ebe96f7282d4bc08fca9eaee14c6aa79b7
PRJ-HSP,P05,PRJ-HSP-FC2-BUFFER,FEEDING,PRJ-HSP-FC2,4.7861275,0.0,0.89185,RSS_PERT_VARIANCE,8.46519025,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,2eb6400c2a03b5182d828d72a793848c9de662199fe07c5ffdcbfe5f8734f2aa
PRJ-HSP,P06,PRJ-HSP-CC-BUFFER,PROJECT,PRJ-HSP-CC,15.18324537,0.6977362,0.7829248,RSS_PERT_VARIANCE,85.19172589,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4b6b910b6aba8bda85098bbf49c7f06c14e6c91b62f179ddf4355abadbe09b3b
PRJ-HSP,P06,PRJ-HSP-FC1-BUFFER,FEEDING,PRJ-HSP-FC1,2.70383167,0.0,0.90292,RSS_PERT_VARIANCE,2.70164011,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,91f24011f047bd38cff496af0ca4e07f1851c3a2bc7e3a3a1054306f98f6bb67
PRJ-HSP,P06,PRJ-HSP-FC2-BUFFER,FEEDING,PRJ-HSP-FC2,4.7861275,0.0,0.865267,RSS_PERT_VARIANCE,8.46519025,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,88eaee6dff968048379fe1e44e665b6007efdee7550d026f749c1011954004c1
PRJ-HWY,P01,PRJ-HWY-CC-BUFFER,PROJECT,PRJ-HWY-CC,12.18428855,9.0659367,0.2344397,RSS_PERT_VARIANCE,54.86160975,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,520449b10f89c5ebf689c729655ce4b8af7a45794e2513f0e322712d33e25f6e
PRJ-HWY,P01,PRJ-HWY-FC1-BUFFER,FEEDING,PRJ-HWY-FC1,2.84694667,0.93472543,0.961122,RSS_PERT_VARIANCE,2.99520711,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7a758751e40eb4e27d03bf8eedc341c2fc9abdad1f6574c1a0d2e8d1a21d109e
PRJ-HWY,P01,PRJ-HWY-FC2-BUFFER,FEEDING,PRJ-HWY-FC2,4.41984083,3.82102587,0.0,RSS_PERT_VARIANCE,7.21907336,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4bed8ca06e793ae8eba930e8d8f8d66064dacc2c096275e2377717778a84e826
PRJ-HWY,P02,PRJ-HWY-CC-BUFFER,PROJECT,PRJ-HWY-CC,12.18428855,7.33033325,0.3976187,RSS_PERT_VARIANCE,54.86160975,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0f33cdbc50faa1cad1e7e2a5f9682d426de5f229c66a33c4b073e658fd581e09
PRJ-HWY,P02,PRJ-HWY-FC1-BUFFER,FEEDING,PRJ-HWY-FC1,2.84694667,0.65808307,1.0,RSS_PERT_VARIANCE,2.99520711,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9723e6aabce1e794051893c9a1b48c51f4899b4e2b8a2324e73c40fd6e13ddb1
PRJ-HWY,P02,PRJ-HWY-FC2-BUFFER,FEEDING,PRJ-HWY-FC2,4.41984083,3.59751163,0.0,RSS_PERT_VARIANCE,7.21907336,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9777bd586fe248b2698e84a69a87bbaaa3d25e78c305ec53d7b02f3c17b03ed6
PRJ-HWY,P03,PRJ-HWY-CC-BUFFER,PROJECT,PRJ-HWY-CC,12.18428855,6.91105886,0.4961374,RSS_PERT_VARIANCE,54.86160975,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,920f6b78aa59e4e6c741c85240ba9fc335270ae1ddac4819f85c878536a5ade0
PRJ-HWY,P03,PRJ-HWY-FC1-BUFFER,FEEDING,PRJ-HWY-FC1,2.84694667,0.80251035,1.0,RSS_PERT_VARIANCE,2.99520711,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d7526de7b101722e3da8b90e2ab4a8e6f0d313df36c875cbd8788f5e1f8176e2
PRJ-HWY,P03,PRJ-HWY-FC2-BUFFER,FEEDING,PRJ-HWY-FC2,4.41984083,3.62109905,0.056959,RSS_PERT_VARIANCE,7.21907336,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,10428327d1bb74b042edef03255adddbc7225dbec5bb55be3d4b9eb99d63e386
PRJ-HWY,P04,PRJ-HWY-CC-BUFFER,PROJECT,PRJ-HWY-CC,12.18428855,6.08461068,0.5841321,RSS_PERT_VARIANCE,54.86160975,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,2c8d948d38b5287d53052f1ee05876c8e89c938983a5013ff2e4dff8869a4c5c
PRJ-HWY,P04,PRJ-HWY-FC1-BUFFER,FEEDING,PRJ-HWY-FC1,2.84694667,0.79171496,0.955305,RSS_PERT_VARIANCE,2.99520711,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5cdf7e9d0f5c76f306cc421324957787ae2de70eac650475bdc9609d1c5ba095
PRJ-HWY,P04,PRJ-HWY-FC2-BUFFER,FEEDING,PRJ-HWY-FC2,4.41984083,1.54854267,1.0,RSS_PERT_VARIANCE,7.21907336,1.645,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1315c8c82b38f74fcb7c4236dd39a5926a166594114dbbf64611a46a7d45792f
