alternative_id,attribute,attribute_value,appurtenance_degree,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
SUPPLIER_D,COST,LOW,0.831465,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,07a2c897cb783c2c52153f69a8ff4fae258dc5650c90fa746093edc5aaaeaa39
SUPPLIER_D,COST,MEDIUM,0.507483,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,13d467e20c4ef531fcc258d388c3a1910a27f4b4e6718c8a8bb104a87b8a2c82
SUPPLIER_D,COST,HIGH,0.144346,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a9e4c0ae0d191d2f5d799d8cbf0849cc9f4b68fdda34c3f4f7df52f3e0384c49
SUPPLIER_D,SCHEDULE,FAST,0.894166,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2e745365644664b74dac23df32334b62fc6cca993cbd7ced9f85f075dd37327e
SUPPLIER_D,SCHEDULE,NORMAL,0.408137,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1c452d6e46601e47447596cf3e94cf92f799fbaa42949988da7708055e685801
SUPPLIER_D,SCHEDULE,SLOW,0.171667,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,62446df952387a4780f92a56d07913631f65223d196904c5fa238582c563bfca
SUPPLIER_D,QUALITY,HIGH,0.744069,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6a7ae9688b2ab3d3a46beda280bd8134af03dc009e5dbd453dfb5e9f887f066e
SUPPLIER_D,QUALITY,MEDIUM,0.483279,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c272c4322ade59d85aff9372b72e386958c87c28c4791275235c268bb42b996f
SUPPLIER_D,QUALITY,LOW,0.184125,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,aadddbe5a5901f66957a6a0fd61bc1d077bb41beb05ea724e045dbf57e766c64
SUPPLIER_D,RISK,LOW,0.85452,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f7e4faf940f721c3b05408c17e07b84ad961349b5c237ec5bf11dc909db04cad
SUPPLIER_D,RISK,MEDIUM,0.487725,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8d14b9fef0483ab376921335baf824a82910c1a6933a7f86cff8d8dffb7508bd
SUPPLIER_D,RISK,HIGH,0.08527,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c82db52c3560f35debec277efc5a493b8cfeee76dc964b92c6bda326bcfc081b
