synthetic_respondent_id,question_order,response_a_yes,response_b_yes,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
Q-0026,B_THEN_A,False,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,59b70db175af7543e0332e1479d0ae1269f07452a7bada21c648de3d4c6fe494
Q-0027,A_THEN_B,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,64c28fdbaa150779b2bdcf6049d7f15b23938a328702f03d242077c7323012b3
Q-0028,B_THEN_A,True,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d05c80e27cdd97fe856e561cf4f352cff093a5a1d80b467464fa54b81154148a
Q-0029,A_THEN_B,False,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d2cb2a5cef98f958b57f0c5415d2618b3e055262fd3d9493bf0ba94e80c783a3
Q-0030,B_THEN_A,False,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7b853f25db1cec766db06330ccc3be2569594571519c6403d4657d222ff2dd45
Q-0031,A_THEN_B,True,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b6266ec85454e32551c8bef9ac9d7600c1c68e4dfb1677de90752f01eaa43d21
Q-0032,B_THEN_A,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,fd44651b14754a10bbe5eb96c5880cf126b2c17dc9f31c897b9c9e1613d3155f
Q-0033,A_THEN_B,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7d05c1b0ccf4d838dc866cccd701557a8f123aa7175bf8d1348e014e02c46e8a
Q-0034,B_THEN_A,False,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,75ab17bc9afb99ebda48d59d520a2a51529b25ce37102bde71afd0e430970c5d
Q-0035,A_THEN_B,False,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,743381b0905aecbfc7ab6df683296d24e59c14463cc1f0fd98e9d1ad3596c99d
Q-0036,B_THEN_A,False,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,fddac7788aad92533231783ca257c203fdf36fd3a8ea903dec9ca142fc1ff72d
Q-0037,A_THEN_B,True,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f2c7df0111dbc4383ba43db5c0acc08aec8975a86aabd41d23d0bbbd8a9ad26c
Q-0038,B_THEN_A,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,eb52b9d235599cbc869254189a4d0caca95851b3f7fca3db8c897f4949c38b05
Q-0039,A_THEN_B,False,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0093c7bb1c2d7178025cd265f04f9d3de27b91dff0fff1e9a7529a77c4f31769
Q-0040,B_THEN_A,False,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,399b77ceefd351ef2b4ea6984b49e71b188561ea0ede7fd2c30b782baa3160a9
Q-0041,A_THEN_B,True,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5b0291841b508947c1ad9fc6b20d0e3364bd9d7d294d0d6a95a5e697f7595852
Q-0042,B_THEN_A,True,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,30ff84b782edf0955541319467575d25e5730cc56cf4168ce5e0afd9bfba1f96
Q-0043,A_THEN_B,True,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9b78d8674b09a9c7fc3a9249e35fd70c65a4efdcc6cda85f20f69db7ca7d3e8b
Q-0044,B_THEN_A,False,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,eaa064a230a227ebc356d2bb06715c854e9bf6fb1171d922b7d07d161e746217
Q-0045,A_THEN_B,False,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9c625a6df64efdd2adb77dc07f8d6188aec2d36bb3402fb71732a5e841f710b9
Q-0046,B_THEN_A,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e4f1db832273a08cca9690e0215abc0a1c6de92854eb54f7d15c2bbcf94baa62
Q-0047,A_THEN_B,False,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3027890b1d4d5da7227c205f4617a7f1a2be2a5555f5a7e1ac35e9afe50fb8fd
Q-0048,B_THEN_A,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,03f4ab88c62bf490ab257e5f27e57d6314b6b906832e2143c273b7d1f47ab291
Q-0049,A_THEN_B,True,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0e65764aa696ab12f45567a1f0ec5a1fa382fae2d7564f82f54dbec71b005b51
Q-0050,B_THEN_A,False,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9b400536a8263bb888c048b1de57f0f8e0db9877d3cb531e72820dc0da43f38e
Q-0051,A_THEN_B,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d77ed972a62e391a649bd85c04f1f03780f47c3fc0a275818b6b677277abedff
Q-0052,B_THEN_A,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9776eeb4fb6d78dc5f6680cfec204af966497614cc94ef8c22f406dd8935564e
Q-0053,A_THEN_B,False,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f9aeec9b45ec3f6249daad739429b7ae14f1efa16bc1710c7e4554f3f95e668d
Q-0054,B_THEN_A,False,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b8b6e16a8510d337b8eeae793bb1fdc4204d3622aec0f877fc53bfa4cd688e00
Q-0055,A_THEN_B,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a3020613dc94f939338693cf4064f6e05f2ffcbceeaaed56fdb1db1ea5dcbd52
Q-0056,B_THEN_A,False,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7825ab9769239a0d97fbbd9bfbbd4f83cf326d7140d570ed4fb0d14194b65bf3
Q-0057,A_THEN_B,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7edffc9bdcdf10df3501f75cbebd711693f82e7dd49f75a7e6fb4a01de60ba01
Q-0058,B_THEN_A,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,91884791754adc831f7eedf3e5e18e40d4092bca8d97d3897c1420e4e0b5ed18
Q-0059,A_THEN_B,False,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,edfdb10b5602b9e6753bc377dedcc40721f797b4a9207f4ed08fef6993e04e55
Q-0060,B_THEN_A,False,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b83c8a9513a55faf56054fec1dbe19f0ab2fddbcf7c2d367045aa8d34054c4d5
Q-0061,A_THEN_B,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3dd5b72f455109ba56b4f89db9d88a9ee23d3c614679e71c1e5d1f78297ce668
Q-0062,B_THEN_A,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0ec08cdf58d41d4b17544c5c8ff2ef1547851388721cf68e2a719ca182a73716
Q-0063,A_THEN_B,True,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6c4e57fb8d6000e94daf7eecd014846a94f176ad0a1396b3c36369d2e7fc7bc5
Q-0064,B_THEN_A,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e7a908ee31a2da2a69582c8a884179e9990cae131bb5ebc17103b683fabcb227
Q-0065,A_THEN_B,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d66e77c203035ece63553dcb53b22d16426c680a02d02fd0a58906d654e2f564
Q-0066,B_THEN_A,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,20a8fb1f33f110a21015cc30d68a25febfe2852248edcbd559b8e54f95657384
Q-0067,A_THEN_B,True,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8b5f3ed5c007d1b5f780d852ad9aedad4d02e951e7ad1ed1649a3841263d42ad
Q-0068,B_THEN_A,False,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c6d003e041c67978045e5922109efbd516df24a43d504eb2279601dee6c93f4c
Q-0069,A_THEN_B,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b41c93ef8d0427a7710ac8b15d4cb4142b143f1a7e017916f78fd2fb0844db30
Q-0070,B_THEN_A,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e874d911553d815e6afb2b547d0de7422c0217f556414e6eab82158c3af60f1c
Q-0071,A_THEN_B,False,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6e2375d03d8c901f653f402553fd2277330abd35b3242cbcfc2e822c39802fc9
Q-0072,B_THEN_A,True,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f80689ac5a86fdb62bf5e075d08af231135f8ba9c93b1867dabfd5ebc8b77233
Q-0073,A_THEN_B,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d20faa7fff62ea772e4520a949ca791e23267ea54f988f38711bc555389baa9c
Q-0074,B_THEN_A,False,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,acb5977f72197db6d0bbd04227a02917e5bba55771db03b6ea63425314a647b0
Q-0075,A_THEN_B,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6f490d24a50dd3de31dfa1597a46ed04a9d4e41e17bcc107666e922859d8c47f
Q-0076,B_THEN_A,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e805e4bbc019cdc4568d059d8e410b22e613dfe25ad4109f54fc01d6de02a1dc
Q-0077,A_THEN_B,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ef4a369953b9f9a51c03d0531e5d52c5391b88c6bfa29d20857091708b863e4c
Q-0078,B_THEN_A,True,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0734204a436771bf0bd3841461990e3f5d17ab3d2deab1ab95bae3215a4b5d66
Q-0079,A_THEN_B,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6f53162b3e565bedb9c5aad7b5794fa9f68dbcd2145b2ed5599009baad4a0c09
Q-0080,B_THEN_A,True,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8a08c354ea66c452a5615b92322622dec9755d53a241c4c9fa1183beaa4e766c
Q-0081,A_THEN_B,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,af8e73f8439c72ffa46132e7a171a066d1a7b41b035571589f235db176a7b4d8
Q-0082,B_THEN_A,True,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a3d23f72593d0cbb21aecf8e84215f399bcb66a940f7b2b79c1f28702951daf3
Q-0083,A_THEN_B,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a20133d59425628db7c2ee4671acaf385fc8a01ff8baf6b6b96cf32459d02cdc
Q-0084,B_THEN_A,True,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1ab3beef57c49c6c8445f24051f7be7999341a9713a12b8532855e32e65d41d3
Q-0085,A_THEN_B,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9033bf6e4e58aff643f77236b14ce7d4502b192ce917c0a1b02822a3838ed747
Q-0086,B_THEN_A,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c030c95e9b01563ecbfc24c344750f4e74e56db47c29f4d516b2f7520fa61ec2
Q-0087,A_THEN_B,False,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ca746ab7fb502ce4d69c4c381a1e32fb72425adf3b8dc87cdfd0c1cc5db5d706
Q-0088,B_THEN_A,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,770081923b2a3894d5d9b868f806b8d911e11da4150015ca45d1254e4607813f
Q-0089,A_THEN_B,False,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,eb8b9ea35c84e5bcce3fe598774c59f88ed555596319f995c49e22d8be196fa2
Q-0090,B_THEN_A,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,450b276cd21973d18733453a627e206ca0d4b1242d47e37719f53ae7c8f45019
Q-0091,A_THEN_B,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ac617614aba847d8e5aa92936deca78cbf51b9484b1320d1b0bb1887d1d7fabb
Q-0092,B_THEN_A,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c012e3b9ee57e4bd9af4eefca4dc4b1b077b06981daa0ea401d94e9dd3e99714
Q-0093,A_THEN_B,True,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,932e981f1c03d8e4f8db16249eefec1f1d003a958b5bcd6d67c18113df728ac4
Q-0094,B_THEN_A,False,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b30df8be2f72f39a753db5fadd1c6aaa2e6764cd52d1bf37fda1abe4626f16cb
Q-0095,A_THEN_B,True,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9d74f553decafcbb556a43bb08018344896e010d751040d70b4cd5bca7772cd7
Q-0096,B_THEN_A,False,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,151a8e151a3bf31b594c54d60ff3468cd695e44d08e181c5083c32d637f1d10c
Q-0097,A_THEN_B,False,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,77aab630344885eaebfed13c6b69eb44736324f71f7c411149d5c322a138af71
Q-0098,B_THEN_A,False,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,59eb9d75a9b8a7af8bde3e81525be7e9f9db8d8d2b6ac96b68293e35bbc3d078
Q-0099,A_THEN_B,False,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,97d19e86347e37ccc8e741fcf4896dde2f43d4a27f1d3856f1d5f1afd3f80db0
Q-0100,B_THEN_A,False,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e97cd5d5fe51303580f536b111f1f6ec3cbae7eec5cbc5408532eeb01467abc4
Q-0101,A_THEN_B,False,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,083264676a24a8baf0b6cd3493cbc7716db1fdfdaf8d1bd6c170cd9b24d8bffb
Q-0102,B_THEN_A,False,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,176acb3d1ff4c507cd1c3f7b14a70ba444bf3892ca8f1df49fbb48608a1401c3
Q-0103,A_THEN_B,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,42200d844d58eba07f7220581a53c2ffaaed0a6fc166848942029335728dcc5c
Q-0104,B_THEN_A,True,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1eb01123c05184bb2c755b028b2a5fc72c986698d627e6ebaed810391d402cff
Q-0105,A_THEN_B,True,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4ec3e0d13926f0cf2a51e8920686e26646d408c7e0930b7aa00a8673b34ccde8
Q-0106,B_THEN_A,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f78b9bce0ccc71347d2491be2f09c7c79879fb8427c7f8013416fdc949cfdf52
Q-0107,A_THEN_B,False,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,67036dc987c6921a1e9fba80cb493a49e160172c9208260d420a5e2e5ff716b4
