combination_id,cost_level,delivery_speed,quality_level,carbon_level,alternative_id,membership_degree,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
HSC-003,LOW,FAST,MEDIUM,LOW,PLAN_D,0.91,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d84a5e0bcd79b43b9ab67ff08d0d91637118377289501c86be175d98a9d0f251
HSC-004,LOW,FAST,MEDIUM,HIGH,PLAN_A,0.74,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2d8216b34c1c5251c7732eced3c65e26dd21028238f0b75c5ef0d0b96ca3d927
HSC-004,LOW,FAST,MEDIUM,HIGH,PLAN_B,0.77,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,dd722a1f834be5178e31bc9bb0e9cb0e74f1081002a50b2e5bbc00648c4ee850
HSC-004,LOW,FAST,MEDIUM,HIGH,PLAN_C,0.8,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9d72941fc2c391cfc260135c66d7ec39448b725aad0d65aa9a379e3be3f4d3e6
HSC-004,LOW,FAST,MEDIUM,HIGH,PLAN_D,0.83,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,078a5610dcbf059480c1f805e5e37337b098dddcf432a6ff66523e600a4d588c
HSC-005,LOW,NORMAL,HIGH,LOW,PLAN_A,0.84,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,022867240427d99a2eef56d650ab496fd930b978179194e850f1828ec4a9652a
HSC-005,LOW,NORMAL,HIGH,LOW,PLAN_B,0.87,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,40c8835b0a5cfb225070fd32f6285684cfd5286f6d7b8fb3f123dfb132ce54c9
HSC-005,LOW,NORMAL,HIGH,LOW,PLAN_C,0.9,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,823f0d7be2d2556c5564a69f6695318f59b94dba0c5cd3e6d479d335a397135a
HSC-005,LOW,NORMAL,HIGH,LOW,PLAN_D,0.93,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0896cda6762c6ba08b7381a33c895b365e4f3622443a0166811ae92d010a077f
HSC-006,LOW,NORMAL,HIGH,HIGH,PLAN_A,0.76,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,42d38e5f895b2ec541e8d64a23a210126d7728cabde351db698ed306572cc607
HSC-006,LOW,NORMAL,HIGH,HIGH,PLAN_B,0.79,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0ab5455995cf2630406e7054d6b300d8894a8c9c971e96b726c30288fd1cc3c0
HSC-006,LOW,NORMAL,HIGH,HIGH,PLAN_C,0.82,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c2ea68c31eb9bcf7ddf0f857038e7a78acc3456159dc7dbaa403d4e3f57d13d7
HSC-006,LOW,NORMAL,HIGH,HIGH,PLAN_D,0.85,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9e1a1126e86ca7fe0bb83432c17ed781eae635d8af118ac56f316a6ddfde3ed5
HSC-007,LOW,NORMAL,MEDIUM,LOW,PLAN_A,0.72,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ab6696f968dc122ca3d625a5b0ba265fe67517e58ae66e044e06e5244c2dc1c1
HSC-007,LOW,NORMAL,MEDIUM,LOW,PLAN_B,0.75,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1517af4714f842e5b1b20d0120e033edf7186ddecf4d6801fbe27d4fd786c729
HSC-007,LOW,NORMAL,MEDIUM,LOW,PLAN_C,0.78,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,099731bee39d007fc00522bf89caea07e48bf042497c7be6639281d9841a27f3
HSC-007,LOW,NORMAL,MEDIUM,LOW,PLAN_D,0.81,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,bfb0c6570919ba1b41da9bf0877a955f3592b0cb405a2019ac78e60adbb3fa10
HSC-008,LOW,NORMAL,MEDIUM,HIGH,PLAN_A,0.64,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,bf29d3d5963be47a9e91ac40fe27841f8381a354217ec5027c1f1b9df922d914
HSC-008,LOW,NORMAL,MEDIUM,HIGH,PLAN_B,0.67,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6c2020aee5ec1925873612a275aa099706b7d33b54d50112483445369e3dfece
HSC-008,LOW,NORMAL,MEDIUM,HIGH,PLAN_C,0.7,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f6cf589a4e1c2a92cccd2d0e7f71b8cf59c5942983ce39218ecb2a8cc26e87a3
HSC-008,LOW,NORMAL,MEDIUM,HIGH,PLAN_D,0.73,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,410bc6a1d81ccae877564ef60908d0f8de73249d42b437eba24f1cd1bb2378fb
HSC-009,LOW,SLOW,HIGH,LOW,PLAN_A,0.74,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f03977cb761d13f1984399640a3db98b61eb4182829817773c457d662b419aa3
HSC-009,LOW,SLOW,HIGH,LOW,PLAN_B,0.77,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f5e54e31b4b229dfb4386f2ac5ab612f4bdd9066343e85ecab36365b3b40136d
HSC-009,LOW,SLOW,HIGH,LOW,PLAN_C,0.8,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1fddba8e01e49ee0035e559f59e944289dd7d86272ad1cd93a9ff8703e84a733
HSC-009,LOW,SLOW,HIGH,LOW,PLAN_D,0.83,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e7e0358adc623397f6dd6dd4a51ba07f8167076176e057581ccdf366e69781c2
HSC-010,LOW,SLOW,HIGH,HIGH,PLAN_A,0.66,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5acddc888c4c1008e3a856559c17b1d21c53fa24b16880573cd78b1fd69c4223
HSC-010,LOW,SLOW,HIGH,HIGH,PLAN_B,0.69,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,329ce0813b7e92e5ab544ff2d4146a4bcdc39519aeeadcad77738596ecedf8fd
HSC-010,LOW,SLOW,HIGH,HIGH,PLAN_C,0.72,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,75c9e37e1b972ae87f8bd51baa0c091166ef49eefaf2a66180584ab3966d9999
HSC-010,LOW,SLOW,HIGH,HIGH,PLAN_D,0.75,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,36cdc4a64721e37d47c702b249e8288133db5eb944cb79256510eee14fc9bf2a
HSC-011,LOW,SLOW,MEDIUM,LOW,PLAN_A,0.62,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f3b1e3fac6e8eabd3aa1ea20041a2a416ab5ae24259d6bf221405ff6e56616b4
HSC-011,LOW,SLOW,MEDIUM,LOW,PLAN_B,0.65,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5f22b544605e27ed3d1ad0d6517eb7022cb4201e2492e4b437d45225499ac989
HSC-011,LOW,SLOW,MEDIUM,LOW,PLAN_C,0.68,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8f654e1d3ed77d9adb4f7f1b8f4acb28f67d7c1bf0513982f536fccf6fcf6085
HSC-011,LOW,SLOW,MEDIUM,LOW,PLAN_D,0.71,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e1ea6c63c102f77972b0902f0ebdd02787d97c05206ed80ce29a9fe0822a6dcc
HSC-012,LOW,SLOW,MEDIUM,HIGH,PLAN_A,0.54,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d9bb27bf45d1805c331054e5a1d7e0eb71cb9a1206da8c6fb3a1792352c153c8
HSC-012,LOW,SLOW,MEDIUM,HIGH,PLAN_B,0.57,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,31eaf1dfa3a1ef9be47b31e57c9cb293a1ba49aecfdd7fdfb06b782646cc4402
HSC-012,LOW,SLOW,MEDIUM,HIGH,PLAN_C,0.6,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1503c5d0425c1795c24069ac2958c33a5cca071ba402bbee5045fcfc2b8fe1b6
HSC-012,LOW,SLOW,MEDIUM,HIGH,PLAN_D,0.63,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,dd096c4967f6f3b78620db0ccdea4831ee14e8ae139cf23f5cdb67f0c0e79ec0
HSC-013,MEDIUM,FAST,HIGH,LOW,PLAN_A,0.82,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4153d9ecfaa42e0719805a766118fa6e6d66a1995080d791768a475106a65237
HSC-013,MEDIUM,FAST,HIGH,LOW,PLAN_B,0.85,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1da154f8be9691140139282ab852fa0fb15914dcb22997614918432ff72918c0
HSC-013,MEDIUM,FAST,HIGH,LOW,PLAN_C,0.88,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,55dc4b7cf1cc4fc00f3cb9537ce62974ca63370a6b1e26cadeaab31ffaa5f33e
HSC-013,MEDIUM,FAST,HIGH,LOW,PLAN_D,0.91,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e55b49c4bd1350497828beb58cb10ab9b8f4293486c2bc7a8969aa35c6023380
HSC-014,MEDIUM,FAST,HIGH,HIGH,PLAN_A,0.74,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,08ad0746f7df9d6d3dad43a7aaa0117b4b2762eae634a9d2ae18a8d0b669a511
HSC-014,MEDIUM,FAST,HIGH,HIGH,PLAN_B,0.77,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e652e8ca9d008ede1d4dd23b36aaf64eb2fcb7a9bbda97add68262caf9dd4230
HSC-014,MEDIUM,FAST,HIGH,HIGH,PLAN_C,0.8,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a0b6d70b41f4661a721ef8c87e6210359c993084e48aa28fcb8ffefb9765755d
HSC-014,MEDIUM,FAST,HIGH,HIGH,PLAN_D,0.83,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2d2cc73309c3a3438e4d7c7734c887b4bb5851d7865042a8924652f4e708b71c
HSC-015,MEDIUM,FAST,MEDIUM,LOW,PLAN_A,0.7,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,df4adcdb32705a804ad0878551b15acd4358a3190ee55eefc113b724d452b77c
HSC-015,MEDIUM,FAST,MEDIUM,LOW,PLAN_B,0.73,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,becf043cfcfff7961bdc78d0bb53c3e67963f0545edbc53b4a9c7276d962d275
HSC-015,MEDIUM,FAST,MEDIUM,LOW,PLAN_C,0.76,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f45ede3e7390370bbfde5d6a30798095da2c299bef5e7ef3374ff8a0a0c45390
HSC-015,MEDIUM,FAST,MEDIUM,LOW,PLAN_D,0.79,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c65cee2619673cda3d2fc7a129f92f8767d6fb00c929cd0f1a45c13dad186939
HSC-016,MEDIUM,FAST,MEDIUM,HIGH,PLAN_A,0.62,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e50b2270e697f2d3f5e0ee779de08161d8ed7ae4a17f18bbf20d86a7c75a2759
HSC-016,MEDIUM,FAST,MEDIUM,HIGH,PLAN_B,0.65,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,780ff79e3b7667ef5adcfe651269a06ab405aa62586a76ca9f8a41bc71886615
HSC-016,MEDIUM,FAST,MEDIUM,HIGH,PLAN_C,0.68,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,dfc34a3abd05de68249238cc000e5a20e04949a85424d71686c61fcac01921fc
HSC-016,MEDIUM,FAST,MEDIUM,HIGH,PLAN_D,0.71,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8d86f96071d87e8d35cc145c76731bf5b3178d9ccb561d878d1065ec27c6e46d
HSC-017,MEDIUM,NORMAL,HIGH,LOW,PLAN_A,0.72,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b4e5f6bc070d3d13c30de0d9923b14e6ebeebe6a34b2e663763a33bf6577b4e4
HSC-017,MEDIUM,NORMAL,HIGH,LOW,PLAN_B,0.75,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,569af4e9a8cc3c8a57379af926321c48254f669dc662cb4fa57014c3035a8d99
HSC-017,MEDIUM,NORMAL,HIGH,LOW,PLAN_C,0.78,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c194c3b94c4f8679226187c6b95e10965604234291e6f56dcda0b8cbef8c5fcf
HSC-017,MEDIUM,NORMAL,HIGH,LOW,PLAN_D,0.81,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,74fa570edf613ad31f83d56d2269781c49a4fd31b94b633416bcd8aefb3dde8e
HSC-018,MEDIUM,NORMAL,HIGH,HIGH,PLAN_A,0.64,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,01696f67282e72508706f72a6ec2e00eb3826d5d0451e6ff2966a061cb6a4b49
HSC-018,MEDIUM,NORMAL,HIGH,HIGH,PLAN_B,0.67,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f743100c5f1b0bc6f0872039ab77aec6b40c5ddc15c1c60e335253fabf5e8d50
HSC-018,MEDIUM,NORMAL,HIGH,HIGH,PLAN_C,0.7,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,348c0ad1735755eda68624ab83576eb1298240c7718b211dc674b169c851f5fb
HSC-018,MEDIUM,NORMAL,HIGH,HIGH,PLAN_D,0.73,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,914e12fcc6a2f64cfbfc000dbea00c4172bdc42d7b732e8a542210317fcb0588
HSC-019,MEDIUM,NORMAL,MEDIUM,LOW,PLAN_A,0.6,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5a20aaf5d91f6b33674f0646ee6f8d042c1655a9e829339f75216aa2c439c88c
HSC-019,MEDIUM,NORMAL,MEDIUM,LOW,PLAN_B,0.63,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4a416d6644b0717f9dd7dedee29894fea7acacb7fb7b17d574754e95acb28d7c
HSC-019,MEDIUM,NORMAL,MEDIUM,LOW,PLAN_C,0.66,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,34aeb8f8edeba4546028810f127a743c61897e86e7529d8f2bf2d7bda87d15b0
HSC-019,MEDIUM,NORMAL,MEDIUM,LOW,PLAN_D,0.69,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6e08eb40282912cf3936d789d0ec02e0399595a14b835f108b91f88c938cb181
HSC-020,MEDIUM,NORMAL,MEDIUM,HIGH,PLAN_A,0.52,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,02d3393fe9f87de3d93a9f60e4d61a3577d00eb86983236bc19b8e7440f9291e
HSC-020,MEDIUM,NORMAL,MEDIUM,HIGH,PLAN_B,0.55,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,048ad484837dc10fd1ef95d132d6566a0c3a9a078082fdfca7f53bb753a4429b
HSC-020,MEDIUM,NORMAL,MEDIUM,HIGH,PLAN_C,0.58,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,279aa581dcf6678b06595f875c0bd35a4bd9ae1c7743e70292e743aa09a2363f
HSC-020,MEDIUM,NORMAL,MEDIUM,HIGH,PLAN_D,0.61,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,612c1824e9079d22dff7a856a1f1f768401a68d3bf7907a1b0278f9f2db0aee4
HSC-021,MEDIUM,SLOW,HIGH,LOW,PLAN_A,0.62,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,04cb79f684b4ac1d97f2b861569e08ba1b2ee728a1752fb7c28699c3671b3310
HSC-021,MEDIUM,SLOW,HIGH,LOW,PLAN_B,0.65,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,662b32a791e620cb5d775c35ba302c5e4c500498d028a8abded9266353f4919b
HSC-021,MEDIUM,SLOW,HIGH,LOW,PLAN_C,0.68,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,231b53bb0129cadcf4a83f751795af7fe920b99b0222b21a869974bbe80a7760
HSC-021,MEDIUM,SLOW,HIGH,LOW,PLAN_D,0.71,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f6d66db0c5b7f098618c18e67643993aa43d6f116c9d53a5532faf2f71a77a4a
HSC-022,MEDIUM,SLOW,HIGH,HIGH,PLAN_A,0.54,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,43449c98ec036889cf05e21d591de11d9d31b138a1c25da05e5712c9dba2e542
HSC-022,MEDIUM,SLOW,HIGH,HIGH,PLAN_B,0.57,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b6b964bde2cc4cfdc835d0c08bc75323cabe5dc641bfbe0dd04f89f5987c8204
HSC-022,MEDIUM,SLOW,HIGH,HIGH,PLAN_C,0.6,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,30f95c46f7f8eafa3fd81e36670344cde461823368a83527511228a9b314a5ca
HSC-022,MEDIUM,SLOW,HIGH,HIGH,PLAN_D,0.63,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e080a225f7c43c8a5aa7525352ab6fa9626f716bd58a0a57dc917b3bee0e2f1e
HSC-023,MEDIUM,SLOW,MEDIUM,LOW,PLAN_A,0.5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6aa4fd06fb75b6532d482bde75d14310ad16ea36fc6137b76cda2df143e67b99
HSC-023,MEDIUM,SLOW,MEDIUM,LOW,PLAN_B,0.53,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,618fad3570356884686933afb56128b9cdd054e6f183feae84608690561c1d9e
HSC-023,MEDIUM,SLOW,MEDIUM,LOW,PLAN_C,0.56,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,414f35b89f8b3b32bb9dbe63481d3a6ba997f892b7819d6a9b7d0c0d6740eadf
HSC-023,MEDIUM,SLOW,MEDIUM,LOW,PLAN_D,0.59,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,C-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,90f6210f03b4305cbd5ec3a3020cf6b831cddf0f0d69df8f71f2393ba3770c3f
