attribute,value_a,value_b,contradiction_degree,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
SCHEDULE,SLOW,NORMAL,0.5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,74aefc417a027a27ada475a25a80092005af5e3eb0af0346126f21972d0fb29e
SCHEDULE,SLOW,SLOW,0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a5d9a8a551ec3c4a8e6e53d96f51c24347bbdcf3878d4fef116afcc41da94dc6
QUALITY,HIGH,HIGH,0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4637abec2767fd82d9c893a936ef4872ed6b9889683fba4c1f072e986f631300
QUALITY,HIGH,MEDIUM,0.5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a39283972f08a512ef5da043135b57a4286b768670df7c50b5611cc94c464799
QUALITY,HIGH,LOW,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,359c6df1396f4e53b51b31d896d15d88bc3b68ac18257890025e59771860e382
QUALITY,MEDIUM,HIGH,0.5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,baeaae2857acc499c1b7ab1e3412163ffb1713d9fa679ff2ded2c1ccb0a9dd91
QUALITY,MEDIUM,MEDIUM,0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,03a361adf31b93bde2215d49f0b6c22d491088df71a650a0303267d5f037a83a
QUALITY,MEDIUM,LOW,0.5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4252e4bbd51508a61082c0c40e470e2faf78ec8ebf92f23ac52c89a5c653a62e
QUALITY,LOW,HIGH,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4b61ec1a6a6d3c26fb41845a361b1d28899d692cfe9752cd7b6a7cae7a78676e
QUALITY,LOW,MEDIUM,0.5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,bb0965d718b939861929ee65a87785e566bda4a33a02c2f881097c9084eed1f2
QUALITY,LOW,LOW,0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f4754fbc6057b2bac3f55393a662a0cbae0d430709133b895b63c4e8366da139
RISK,LOW,LOW,0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1c17a8176043669aad2cb5fc820bf85334e782ad322258f499eff5bbb26267e3
RISK,LOW,MEDIUM,0.5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4745ae7eba1553df91bffd8bc9c03483c12095de4d9777f59bffc8c2f5632ed8
RISK,LOW,HIGH,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,62d155d07b60f54b31b1316177138c3c289e54ddcba68785fdd7934194eef9e9
RISK,MEDIUM,LOW,0.5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a4269b5aaafab553e7ee4955c93a94f0df195b5db54c4ce4a2fc445dc9ba735a
RISK,MEDIUM,MEDIUM,0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,355f20fea3ebe247f57bb8f11bde7f78c4bb531503f01d353972fadf66a8c7b2
RISK,MEDIUM,HIGH,0.5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,bf6a8bcbdefdf0fd435f0082b67af78700df924320b6fe400c71525ae8466c3e
RISK,HIGH,LOW,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,29b3bed1761115d080570f99a0719114ac383f67a10bfaaffd00fe5c0c1b0652
RISK,HIGH,MEDIUM,0.5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,059788d53b71a7fe4a2ad4dda43ae601146c6f5328800e0886d3e008083908cc
RISK,HIGH,HIGH,0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,467e735fc4ce2bc74a48e51817bcc468ec4578a609be57cf8d594a493ba92af4
