alternative_id,attribute,attribute_value,appurtenance_degree,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
SUPPLIER_B,SCHEDULE,FAST,0.539542,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,37122fc91b9426daecaa5090b6616a650ab3594eb1545ed547795c8dda7cc045
SUPPLIER_B,SCHEDULE,NORMAL,0.112175,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1260c57086dd040b6e157915463d434b820837766aa3a95648c98125a1bb701e
SUPPLIER_B,SCHEDULE,SLOW,0.82763,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,db08a981d351aeb20a1954023ce71c05429e7bf36facbe4ed346ea519ff86c8f
SUPPLIER_B,QUALITY,HIGH,0.54304,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c199d5ad6da95783a504570d53ce4011fad7ba76e8e793da86d3f256bd86a10a
SUPPLIER_B,QUALITY,MEDIUM,0.169643,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,38decfd17d09163c189fae48a78ace817e5e600431c2a58a92a88e91d0aedc30
SUPPLIER_B,QUALITY,LOW,0.821528,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ce8be15cd8e7d88e5a8b577da4aa8c0934df6c75fc187e3770c309423ce59930
SUPPLIER_B,RISK,LOW,0.525508,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d3e7db9dc88d1d45b26017f1b053782cd9c07778827ce09e620cc5503d7257c2
SUPPLIER_B,RISK,MEDIUM,0.199011,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,21675214ae20b71ffc8646d403d4ef328d0a014f5ed950800b2e6bd4f5663b97
SUPPLIER_B,RISK,HIGH,0.895037,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,cda1ad96c6cea7339df9872ce9613a4531a51d741f5b082f5eb986a98e327958
SUPPLIER_C,COST,LOW,0.162701,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,52fd8ddd15fdb9140cbe7fba3027f9f617a86aca273cddc6f59f8f48f1c94016
SUPPLIER_C,COST,MEDIUM,0.77297,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d91c4afdf210ddb76a81f497b714ddf22563e49eec601df0fe0a21c1966129c6
SUPPLIER_C,COST,HIGH,0.49806,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d003bda0fa52b6738f80145f57eb2eca15b6125f3a2b7c0f7c3a7c563c7382c9
SUPPLIER_C,SCHEDULE,FAST,0.084944,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,cd232caa81c0af4d91fce9de7ff36c6998ad7c1cd2b591f3499cb6fe83c5a80e
SUPPLIER_C,SCHEDULE,NORMAL,0.842537,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,174287ca951f77e805488c1625c417fc401e15b3796e753df117e98a38eb4d64
SUPPLIER_C,SCHEDULE,SLOW,0.464288,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1e568b6c0c1de132f0df93ed0c883706e015874d3fa049f135e0497c82635692
SUPPLIER_C,QUALITY,HIGH,0.150093,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,bdccb05a9cfa3391c5197e19da8853deed1b1ec9e37b727a4d717e62799c6d1f
SUPPLIER_C,QUALITY,MEDIUM,0.843596,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9ca133abadb0c8c9e1a736ea9aa07af50105795dc5f0a343359cd1be04088ccc
SUPPLIER_C,QUALITY,LOW,0.56743,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ffab0d5c33a792b5112feaed3ac2595b33f3a2e90b7004be6c1e640679d72e19
SUPPLIER_C,RISK,LOW,0.185789,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7f9c801b03ce72ccbed967006e34f12e99d9742e67d3c62e98212bf917fb3a35
SUPPLIER_C,RISK,MEDIUM,0.854236,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,653de01885d2259e57552d4ea4f7009ce1f123e39e62d66bf6fd57013e22371b
SUPPLIER_C,RISK,HIGH,0.446912,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,26967e4319ade140c384d6b62fa919145a425da3efc11a7ae9afe6270c32efd2
SUPPLIER_D,COST,LOW,0.831465,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,23ac68b85139cf6b918bdc7798c00597162815997118a8ff0c9fb867ef8c9380
SUPPLIER_D,COST,MEDIUM,0.507483,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e69ef0af2c4c9f94364f1ddb492d61e175858462fb5b0c0c8d54f9fbdb1f849e
SUPPLIER_D,COST,HIGH,0.144346,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,941bcf45ae639b15e69fe59c54d0eddbcc774128ef5634d73c7e55d1d615af13
SUPPLIER_D,SCHEDULE,FAST,0.894166,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c6906f67633f2a8415b4482014b67894ca0a50b9998642474eb7c0a7bac4b226
SUPPLIER_D,SCHEDULE,NORMAL,0.408137,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,78de590b8e659dfddc99b01f8a0a8452f0fa3154f57fde747edb40d90c635a2f
SUPPLIER_D,SCHEDULE,SLOW,0.171667,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,2810ddc60f3ddd4500f586bd003b7f42d86d8d976db8bf22cef452354fe6b29b
SUPPLIER_D,QUALITY,HIGH,0.744069,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ea47710c27601e227d633aeb4dc457a022ade676173325dfdb990fefbb5beca7
SUPPLIER_D,QUALITY,MEDIUM,0.483279,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,00cc2174e65b0cd430cc804bb9dfa2a1be9eb51a0a6fca203aa9bba628c68f12
SUPPLIER_D,QUALITY,LOW,0.184125,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5e07577623497c02e974721641f57c650df4aebb752a1180b071c30f1bc74629
SUPPLIER_D,RISK,LOW,0.85452,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,26359b199d59fc545cf5d0e3f444d7517c371685d9262044d555387fe6f84481
SUPPLIER_D,RISK,MEDIUM,0.487725,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,417be122237a1c7f8da61d8608b8b94d1c89625b8b0fed73eb4f9cfe76acd3a3
SUPPLIER_D,RISK,HIGH,0.08527,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1f141500cb5e4c6267e046626266fe792973df3eda623d5b431796109b37859d
