project_id,agent_id,agent_type,base_capacity_units,base_lead_time_steps,reliability,decision_rule_id,network_group,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-HWY,PRJ-HWY-SUP-03,SUPPLIER,12,4,0.854,RESTOCK_AND_PRIORITIZE_CRITICAL,G3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d37e685d860338b4fe8f78a6e32ade643fcee7fa6466785c0ae8e00a72223fbc
PRJ-HWY,PRJ-HWY-SUP-04,SUPPLIER,8,5,0.874,RESTOCK_AND_PRIORITIZE_CRITICAL,G1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8cf486913701055f67b68b32081d0ade33c6eef6a85feac0921d590c47036dd5
PRJ-HWY,PRJ-HWY-SUP-05,SUPPLIER,10,2,0.814,RESTOCK_AND_PRIORITIZE_CRITICAL,G2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4e431cd2d2304c15b2237b6093f03fabe17540577d9dc793a2b9476ba1996680
PRJ-HWY,PRJ-HWY-SUP-06,SUPPLIER,12,3,0.834,RESTOCK_AND_PRIORITIZE_CRITICAL,G3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ecede77ec5d1ea3fa188424d6ecf29ee53fce6bc5c0295af0d429bf3968de6ca
PRJ-HWY,PRJ-HWY-SUP-07,SUPPLIER,8,4,0.854,RESTOCK_AND_PRIORITIZE_CRITICAL,G1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,28db976bbb1dfd6ea06d9a6240ea1e9a80a6ae2b5a682798bf74bda5b6019a9a
PRJ-HWY,PRJ-HWY-SUP-08,SUPPLIER,10,5,0.874,RESTOCK_AND_PRIORITIZE_CRITICAL,G2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,74a1d96e2a909b92e4a358b0b8ba68b7c0a6062a001089fe4eddddf78eb54b21
PRJ-HSP,PRJ-HSP-SUP-01,SUPPLIER,8,2,0.8005,RESTOCK_AND_PRIORITIZE_CRITICAL,G1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,73adbcc66141d905751fd120062d5d0bc740f7b3388c275b36edaaafdd855a49
PRJ-HSP,PRJ-HSP-SUP-02,SUPPLIER,10,3,0.8205,RESTOCK_AND_PRIORITIZE_CRITICAL,G2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,65f21c6fc2652c2a91ecd7148c8bef16809fbce56dec75da72e6517d6f888fce
PRJ-HSP,PRJ-HSP-SUP-03,SUPPLIER,12,4,0.8405,RESTOCK_AND_PRIORITIZE_CRITICAL,G3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,713b7fdbfc470638f552353c7404ec03694a4e4ab53ee3c4cdeb0eebaadf9d19
PRJ-HSP,PRJ-HSP-SUP-04,SUPPLIER,8,5,0.8605,RESTOCK_AND_PRIORITIZE_CRITICAL,G1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3fce7abf58dad945d65b81b7d95068beb2f21637192bbba6add26a457606ebee
PRJ-HSP,PRJ-HSP-SUP-05,SUPPLIER,10,2,0.8005,RESTOCK_AND_PRIORITIZE_CRITICAL,G2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,230524f0f3e63b9a402be369b3d15516b03d73f677b2ee2d3fa7ff3fa15c1f8f
PRJ-HSP,PRJ-HSP-SUP-06,SUPPLIER,12,3,0.8205,RESTOCK_AND_PRIORITIZE_CRITICAL,G3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0521487e1d470ac3a05d2e2b2e93f5c508723bdbf868ea0b7d8178ba109d5185
PRJ-HSP,PRJ-HSP-SUP-07,SUPPLIER,8,4,0.8405,RESTOCK_AND_PRIORITIZE_CRITICAL,G1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,cb0c4718a5cae2c86e7d5f721a5eb30d55c921a9f4c0d99e81a32fefa2b8b4a4
PRJ-HSP,PRJ-HSP-SUP-08,SUPPLIER,10,5,0.8605,RESTOCK_AND_PRIORITIZE_CRITICAL,G2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2053b75ee4560c79d21873b105a8ee15f64a5cf5790a40c56bec2fa076f6bd3a
PRJ-WTR,PRJ-WTR-SUP-01,SUPPLIER,8,2,0.82,RESTOCK_AND_PRIORITIZE_CRITICAL,G1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a25e8085cb00a0a7484271023b61a6f10cedf380e4c29f752a5e583a4c02e6a7
PRJ-WTR,PRJ-WTR-SUP-02,SUPPLIER,10,3,0.84,RESTOCK_AND_PRIORITIZE_CRITICAL,G2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,79e5e4de0ce986d55beb8a66db3d3d757e1ff322d6a23a4b110ee4c227662735
PRJ-WTR,PRJ-WTR-SUP-03,SUPPLIER,12,4,0.86,RESTOCK_AND_PRIORITIZE_CRITICAL,G3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,05eb16545f87e0a650d860ee96815845d7d454d1479b133068effd29b46cf9f1
PRJ-WTR,PRJ-WTR-SUP-04,SUPPLIER,8,5,0.88,RESTOCK_AND_PRIORITIZE_CRITICAL,G1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,cf2902fe2b0bd17bb070740aad4c2a5749c223d3240d70852f388f516de075b6
PRJ-WTR,PRJ-WTR-SUP-05,SUPPLIER,10,2,0.82,RESTOCK_AND_PRIORITIZE_CRITICAL,G2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1a69fc858f5f7a2d5c23457c331dc0dcdec5839df19037e9a82b7fdb8354b0fa
PRJ-WTR,PRJ-WTR-SUP-06,SUPPLIER,12,3,0.84,RESTOCK_AND_PRIORITIZE_CRITICAL,G3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e732dc38cbf022e2dc0f87902bfa04717c16edbe2e2ef7d5e21f717a9a0c6176
PRJ-WTR,PRJ-WTR-SUP-07,SUPPLIER,8,4,0.86,RESTOCK_AND_PRIORITIZE_CRITICAL,G1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,391f86ad4a8e252e414c9f79ebe6dfe4513332ee600ef758f6a568f2b2e4896f
PRJ-WTR,PRJ-WTR-SUP-08,SUPPLIER,10,5,0.88,RESTOCK_AND_PRIORITIZE_CRITICAL,G2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,053e294d0e35d6f49f2451d913edd85b7d02e5296e0d76bb64373435c2de2289
PRJ-RAL,PRJ-RAL-SUP-01,SUPPLIER,8,2,0.808,RESTOCK_AND_PRIORITIZE_CRITICAL,G1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b6d8c38f92f2de4905e824074ba2465c08f6a7de4e1478b6620f3050d49357f9
PRJ-RAL,PRJ-RAL-SUP-02,SUPPLIER,10,3,0.828,RESTOCK_AND_PRIORITIZE_CRITICAL,G2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d305e8257e664142a8cc2f8ddd820edb7eb319e18e9457350bd8c255c70ffba4
PRJ-RAL,PRJ-RAL-SUP-03,SUPPLIER,12,4,0.848,RESTOCK_AND_PRIORITIZE_CRITICAL,G3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6e5ebb844b555e3a57591fc9d7df05e34ee5f197af47f12c7f7e31b1b2e43e52
PRJ-RAL,PRJ-RAL-SUP-04,SUPPLIER,8,5,0.868,RESTOCK_AND_PRIORITIZE_CRITICAL,G1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,63e091f62bb6f5922d002e59f9b1ec3507908efce483be7db33f641745c782c9
PRJ-RAL,PRJ-RAL-SUP-05,SUPPLIER,10,2,0.808,RESTOCK_AND_PRIORITIZE_CRITICAL,G2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8eb6e0bc97239aabdba3e35832e1f8e5ef946458106fec1e6bef5abaa49cfee5
PRJ-RAL,PRJ-RAL-SUP-06,SUPPLIER,12,3,0.828,RESTOCK_AND_PRIORITIZE_CRITICAL,G3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5a9cc5af598990bdc98a11c63818d230045e417989417f3b07f4173bfcdadaf9
PRJ-RAL,PRJ-RAL-SUP-07,SUPPLIER,8,4,0.848,RESTOCK_AND_PRIORITIZE_CRITICAL,G1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,623b12f906eb251110ca50a69d57357d97d35f8553bda640b4e822b159e2e413
PRJ-RAL,PRJ-RAL-SUP-08,SUPPLIER,10,5,0.868,RESTOCK_AND_PRIORITIZE_CRITICAL,G2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e24135aac4270953b46893cb44e3679a2e439e3d86b6168b9d418a4425915685
PRJ-DCT,PRJ-DCT-SUP-01,SUPPLIER,8,2,0.8185,RESTOCK_AND_PRIORITIZE_CRITICAL,G1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,74a8e89e084ca6098a71c21dd1114e48ea9f56eda9a236fcb14254c489fcb629
PRJ-DCT,PRJ-DCT-SUP-02,SUPPLIER,10,3,0.8385,RESTOCK_AND_PRIORITIZE_CRITICAL,G2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0e46e53637e135f6c7e8b8d2639f5d51196b0dae9124a166f4b1950d38976e07
PRJ-DCT,PRJ-DCT-SUP-03,SUPPLIER,12,4,0.8585,RESTOCK_AND_PRIORITIZE_CRITICAL,G3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0d3bbeb69e49c8d9eb1765f3ab5fc7cd280808987eebfb4b7202e8b6c4a7c34f
PRJ-DCT,PRJ-DCT-SUP-04,SUPPLIER,8,5,0.8785,RESTOCK_AND_PRIORITIZE_CRITICAL,G1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5635b9ce6096c6fefac3883b94f687a7471fb8e8c42cf8d81f7dc68c9f4cb13a
PRJ-DCT,PRJ-DCT-SUP-05,SUPPLIER,10,2,0.8185,RESTOCK_AND_PRIORITIZE_CRITICAL,G2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d4ad41241733edd81a78fff773ebb1c002ca5adb34ff2fe8543e50ba3e8eae2c
PRJ-DCT,PRJ-DCT-SUP-06,SUPPLIER,12,3,0.8385,RESTOCK_AND_PRIORITIZE_CRITICAL,G3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,34163901bb8938483aa0ecee5e5be3ec02737ae6d8f2d8e98cee19479c08dc82
PRJ-DCT,PRJ-DCT-SUP-07,SUPPLIER,8,4,0.8585,RESTOCK_AND_PRIORITIZE_CRITICAL,G1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7dfe6d4012c024811cba09b39a2e3d7c1ddb0f6acd0818917f829ac936f83f03
PRJ-DCT,PRJ-DCT-SUP-08,SUPPLIER,10,5,0.8785,RESTOCK_AND_PRIORITIZE_CRITICAL,G2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9a21a0b44e4085f6daaeefcfdfbeb3eddfe71813c3e0fe2b42b4902cc8a9d376
