project_id,claim_id,notice_id,claim_type,claim_value_usd,submitted_day,current_stage,unresolved_age_days,adjudication_status,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-HWY,PRJ-HWY-CLM-06,PRJ-HWY-CLM-06-N,DELAY,2402400.0,230,ADJUDICATION,77,PENDING_DECISION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,80f9cb9ec54d1920dcf5bb7bdae60327ebe8fcebb0f2b69430bf37f847e58bdd
PRJ-HSP,PRJ-HSP-CLM-01,PRJ-HSP-CLM-01-N,DIFFERING_SITE,1819300.0,85,NOTICE,258,OPEN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,08087996fe485d257306a3c9256fa5651a0376b95f08c2b654d18ed8e9f442b7
PRJ-HSP,PRJ-HSP-CLM-02,PRJ-HSP-CLM-02-N,DELAY,2599000.0,120,CLAIM_SUBMITTED,223,OPEN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c9a13bdc15d822857d934c13f5908f3fca6c6bdce0b0369c77c38f982433dd76
PRJ-HSP,PRJ-HSP-CLM-03,PRJ-HSP-CLM-03-N,PAYMENT,3378700.0,154,NEGOTIATION,189,OPEN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e8bae4588aa4b969c1b6cdaca23eedd534ba0bf823a5ee9a88219d1f3a14ca20
PRJ-HSP,PRJ-HSP-CLM-04,PRJ-HSP-CLM-04-N,DESIGN_CHANGE,4158400.0,188,MEDIATION,155,OPEN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9f40c2895ed29bed10e8812d9e97b468a4b3849d7c8e70d6ae7b1d1d07a0b922
PRJ-HSP,PRJ-HSP-CLM-05,PRJ-HSP-CLM-05-N,DIFFERING_SITE,4938100.0,222,ADJUDICATION,121,PENDING_DECISION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c12d5b83bf4f70d9827a82c88728578f90909dc9751d6fc38038d6f4b43ca36b
PRJ-HSP,PRJ-HSP-CLM-06,PRJ-HSP-CLM-06-N,DELAY,5717800.0,257,ADJUDICATION,86,PENDING_DECISION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4179b081cbdf3216615aee30421ad57849a4854080b6f1e194e0068e1719b8e0
PRJ-WTR,PRJ-WTR-CLM-01,PRJ-WTR-CLM-01-N,DIFFERING_SITE,612500.0,65,NOTICE,195,OPEN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e55c382689204b55a0e343806bd359ae812d586ab15cc8030d5c1d9b47cdbd8a
PRJ-WTR,PRJ-WTR-CLM-02,PRJ-WTR-CLM-02-N,DELAY,875000.0,91,NOTICE,169,OPEN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,553a8bcf3cfd0a653cf9abb62d641afa9c5b65f919e472562e794b013115ab9e
PRJ-WTR,PRJ-WTR-CLM-03,PRJ-WTR-CLM-03-N,PAYMENT,1137500.0,117,CLAIM_SUBMITTED,143,OPEN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0d933f66dbd2d6dfc5f5781e38a63aa9ba7817da1263afe3136b69d0de75991f
PRJ-WTR,PRJ-WTR-CLM-04,PRJ-WTR-CLM-04-N,DESIGN_CHANGE,1400000.0,143,NEGOTIATION,117,OPEN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,02d3679e61cdbcad6ca73798dca43ee2f3a7115b29a766768c5cddbeb1c29da5
PRJ-WTR,PRJ-WTR-CLM-05,PRJ-WTR-CLM-05-N,DIFFERING_SITE,1662500.0,169,MEDIATION,91,OPEN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c76e9c182ba6b1079b4451b84d875338d50f5135fa022f61dabfe9bfbca3f6c6
PRJ-WTR,PRJ-WTR-CLM-06,PRJ-WTR-CLM-06-N,DELAY,1925000.0,195,ADJUDICATION,65,PENDING_DECISION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5f5794dda420407308a0e4d760e23931080331037f2825b6af23a1115c8dd586
PRJ-RAL,PRJ-RAL-CLM-01,PRJ-RAL-CLM-01-N,DIFFERING_SITE,1096200.0,78,NOTICE,236,OPEN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,fa8b05ead61d41a93371a328626a8a46cbbbbbcb8402d722532951a759b6721e
PRJ-RAL,PRJ-RAL-CLM-02,PRJ-RAL-CLM-02-N,DELAY,1566000.0,109,CLAIM_SUBMITTED,205,OPEN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b290d30697a566e893ca1d3e4f29c4f5c64a87efc7dd409c41958348140fc856
PRJ-RAL,PRJ-RAL-CLM-03,PRJ-RAL-CLM-03-N,PAYMENT,2035800.0,141,NEGOTIATION,173,OPEN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,82ec14d65b473e1a16c946ee1c605d349f9cc33828522353357fe774f915fa96
PRJ-RAL,PRJ-RAL-CLM-04,PRJ-RAL-CLM-04-N,DESIGN_CHANGE,2505600.0,172,MEDIATION,142,OPEN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b63c1ee910d83b956fc8c403635f0e3af7d0aba72266001547568d96309ec5fc
PRJ-RAL,PRJ-RAL-CLM-05,PRJ-RAL-CLM-05-N,DIFFERING_SITE,2975400.0,204,ADJUDICATION,110,PENDING_DECISION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a8371191dfc4a080ea9c5a858b816d5ae5085eeaa81610518135c986f702c23e
PRJ-RAL,PRJ-RAL-CLM-06,PRJ-RAL-CLM-06-N,DELAY,3445200.0,235,ADJUDICATION,79,PENDING_DECISION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e4ced96288910ebdb3de78b9a08f9043812f4cb93ab875c2a8aadff92a1847b0
PRJ-DCT,PRJ-DCT-CLM-01,PRJ-DCT-CLM-01-N,DIFFERING_SITE,848400.0,66,NOTICE,201,OPEN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d1ca248a2a2f6ef1bdb8f98c6ba00c965dfe2c31b7187c4684ba428732424690
PRJ-DCT,PRJ-DCT-CLM-02,PRJ-DCT-CLM-02-N,DELAY,1212000.0,93,NOTICE,174,OPEN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5d0053ce2b65be7da449ba7f6f1ae6c97bc688683c14c231d1a4004c2e269a02
PRJ-DCT,PRJ-DCT-CLM-03,PRJ-DCT-CLM-03-N,PAYMENT,1575600.0,120,CLAIM_SUBMITTED,147,OPEN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8338c0fa0293dbb0eb9dd66dc94fc717b172ad0ee18b51e4165eadb2827aa999
PRJ-DCT,PRJ-DCT-CLM-04,PRJ-DCT-CLM-04-N,DESIGN_CHANGE,1939200.0,146,NEGOTIATION,121,OPEN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,adc4fed5a92b86609b29b3c84dfdfebda3bea79572ddb2aa99108fc65daff34a
PRJ-DCT,PRJ-DCT-CLM-05,PRJ-DCT-CLM-05-N,DIFFERING_SITE,2302800.0,173,MEDIATION,94,OPEN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,eb96187aade82ca159dc8536c8b3270fe35bca8c3652b0ed3a27795fd912dd5b
PRJ-DCT,PRJ-DCT-CLM-06,PRJ-DCT-CLM-06-N,DELAY,2666400.0,200,ADJUDICATION,67,PENDING_DECISION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,18d2111c2086645196d1eea0dbdd1ad85f109f45554cd4033c1d85a1f1db2658
