project_id,ncr_id,source_audit_id,issue_period_id,issue_date,due_date,close_date,severity,description_code,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-DCT,PRJ-DCT-NCR-005,PRJ-DCT-P04-QA,P04,2026-10-06,2026-10-27,2026-10-24,MINOR,MATERIAL,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1f2cb8213605a26cb18e6ce283e23a5651ac4aad7e43c07cc338a2950f3640eb
PRJ-DCT,PRJ-DCT-NCR-006,PRJ-DCT-P04-QA,P04,2026-10-07,2026-10-28,2026-10-10,MINOR,MATERIAL,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,cbbb4c8208430d1374b0622e75e9863ca4bd55e6889300ef798d07a025820cb9
PRJ-DCT,PRJ-DCT-NCR-007,PRJ-DCT-P04-QA,P04,2026-10-01,2026-10-22,,MINOR,INSTALLATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,82c7a4daef1b15580c5928c7c1ad545f63d47bb15df7409f57b9744c6ae2889b
PRJ-DCT,PRJ-DCT-NCR-008,PRJ-DCT-P04-QA,P04,2026-10-05,2026-10-26,2026-10-31,MINOR,TEST_FAILURE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b2caec46fda49332a97aec412803803d98cc82567affa28b0defafae4815447c
PRJ-DCT,PRJ-DCT-NCR-009,PRJ-DCT-P05-QA,P05,2026-11-14,2026-12-05,,MINOR,TEST_FAILURE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ccc99d0a2108550084ecaa38cf82803248ef7122fc26e4b8914a7dd71cfa7858
PRJ-DCT,PRJ-DCT-NCR-010,PRJ-DCT-P05-QA,P05,2026-11-20,2026-12-11,2026-12-08,MINOR,MATERIAL,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,36eb9aeffce3ec0ea7ba4837de18e0a3c3fbc45b44919e071133f093fe23c3bf
PRJ-DCT,PRJ-DCT-NCR-011,PRJ-DCT-P06-QA,P06,2026-12-21,2027-01-04,2026-12-31,MAJOR,MATERIAL,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,20ddf578e07f1b4bb22df21a2430d9f206f292fa9961dd9093d94f4c9e44b188
PRJ-DCT,PRJ-DCT-NCR-012,PRJ-DCT-P06-QA,P06,2026-12-31,2027-01-21,2027-01-07,MINOR,WORKMANSHIP,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b276b0d72d4275e92aa8d91fafc540724007bd31a37bada41d1e0af064430868
PRJ-HSP,PRJ-HSP-NCR-001,PRJ-HSP-P01-QA,P01,2026-04-07,2026-04-28,2026-04-09,MINOR,DOCUMENTATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,76695eb3d31761488976e98f7ff3e438e829f47723fd9554f62d28d320423bed
PRJ-HSP,PRJ-HSP-NCR-002,PRJ-HSP-P01-QA,P01,2026-03-31,2026-04-14,2026-04-18,CRITICAL,DOCUMENTATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c31f465547accf93a781ae4488003138fc64ffab24a5513da694edbd6f0aacd7
PRJ-HSP,PRJ-HSP-NCR-003,PRJ-HSP-P02-QA,P02,2026-05-25,2026-06-08,2026-06-12,MAJOR,INSTALLATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,48edb1d7a95152def856f5ae093b5b7f2c44c2fde329dc728af5d0f2e5edc4d4
PRJ-HSP,PRJ-HSP-NCR-004,PRJ-HSP-P04-QA,P04,2026-09-17,2026-10-08,2026-09-27,MINOR,DOCUMENTATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b3404553aa6e30cd6dccf301d93602066c7e8e7f6ae557ce0da020dd13aeaa1d
PRJ-HSP,PRJ-HSP-NCR-005,PRJ-HSP-P04-QA,P04,2026-09-17,2026-10-08,2026-10-05,MINOR,MATERIAL,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f7f0c46355be7e7199fe8561d27604d126654d7c0c954af09bbdc263c7f85eb1
PRJ-HSP,PRJ-HSP-NCR-006,PRJ-HSP-P05-QA,P05,2026-11-07,2026-11-21,,CRITICAL,TEST_FAILURE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0ccb9ca5adcb3b2112ffa7c94983483b6e7dd7a7d91722188f71f4b7054f0e61
PRJ-HSP,PRJ-HSP-NCR-007,PRJ-HSP-P05-QA,P05,2026-11-19,2026-12-03,,CRITICAL,TEST_FAILURE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8aa82daa2993066c63c3c0fafb08f45c207de291f46107232eb5343bc12486b5
PRJ-HSP,PRJ-HSP-NCR-008,PRJ-HSP-P05-QA,P05,2026-11-06,2026-11-20,2026-11-24,MAJOR,MATERIAL,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,fb78753385d5ef34389cd23eedd20cab61bf239b206ec7704370198f9dc9ead7
PRJ-HSP,PRJ-HSP-NCR-009,PRJ-HSP-P05-QA,P05,2026-11-09,2026-11-30,2026-11-19,MINOR,MATERIAL,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ac149676d1a6d43bcfbe6311958b8352980f83a1edc173da8330e3552ad0e0a8
PRJ-HSP,PRJ-HSP-NCR-010,PRJ-HSP-P06-QA,P06,2027-01-19,2027-02-09,2027-01-20,MINOR,DOCUMENTATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2d7bec1be19ed351e566d6c18ddff71b0fd7ef43105008e5af6aa9e129cb3eaf
PRJ-HSP,PRJ-HSP-NCR-011,PRJ-HSP-P06-QA,P06,2027-01-19,2027-02-02,,MAJOR,DOCUMENTATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,bcb35f265f31538067cc52f1e01a4bf3a63d33eb0babf9a902cea86fbdbf6828
PRJ-HSP,PRJ-HSP-NCR-012,PRJ-HSP-P06-QA,P06,2027-01-04,2027-01-25,,MINOR,INSTALLATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,54e2be0bd8a7d1d40700fa0521dcc4fe7556806ccee6c6136c0a6a59e723e2d0
PRJ-HWY,PRJ-HWY-NCR-001,PRJ-HWY-P01-QA,P01,2026-03-04,2026-03-25,2026-03-22,MINOR,INSTALLATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5cfd5d5e48371522f225b77e75cc9969ad552657ca3ca094f8caabac15fc5452
PRJ-HWY,PRJ-HWY-NCR-002,PRJ-HWY-P02-QA,P02,2026-04-24,2026-05-15,2026-05-12,MINOR,TEST_FAILURE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,10b8f585cf4bc3427ed51bce3fabd0bd2b5e94b47953d6f5172754b18c38206e
PRJ-HWY,PRJ-HWY-NCR-003,PRJ-HWY-P03-QA,P03,2026-06-13,2026-07-04,2026-07-09,MINOR,WORKMANSHIP,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d5a5ad53967f0b0744ea2e99b948580fc4d3d8e651d76efed1a78812e128a5fa
PRJ-HWY,PRJ-HWY-NCR-004,PRJ-HWY-P03-QA,P03,2026-06-23,2026-07-14,2026-07-11,MINOR,DOCUMENTATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,88fa83e9bbc0381b25f0fd88feeb55671eab533093478c6cd7d9e39155a25088
PRJ-HWY,PRJ-HWY-NCR-005,PRJ-HWY-P03-QA,P03,2026-06-09,2026-06-30,2026-06-27,MINOR,INSTALLATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,40c46f709137f664c59ec936fe5cdaae6860ee746f625b8fd461f17cbcc73ac4
PRJ-HWY,PRJ-HWY-NCR-006,PRJ-HWY-P03-QA,P03,2026-06-19,2026-07-03,2026-07-07,MAJOR,DOCUMENTATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d06ffcd75dfd7c266633ec6d87c5e6a3cd2038a4a0212467e1d66dbb6f3049e7
PRJ-HWY,PRJ-HWY-NCR-007,PRJ-HWY-P03-QA,P03,2026-06-07,2026-06-28,2026-06-25,MINOR,WORKMANSHIP,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3e9d3ffc06fd849559b3bc5f6a68b8c8383a1beda19409340ddffeea42371949
PRJ-HWY,PRJ-HWY-NCR-008,PRJ-HWY-P05-QA,P05,2026-09-17,2026-10-08,2026-09-27,MINOR,TEST_FAILURE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,067ad26b0890883b88beb4594cbf9bc152dc25c45392bd4b00d3924c63c1e80c
PRJ-HWY,PRJ-HWY-NCR-009,PRJ-HWY-P05-QA,P05,2026-10-02,2026-10-23,2026-10-20,MINOR,WORKMANSHIP,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5df61421a90f9837e6ffe562617dc64db9fb85b2ba878684a9e3f7a10391dc2d
PRJ-HWY,PRJ-HWY-NCR-010,PRJ-HWY-P05-QA,P05,2026-09-28,2026-10-12,,MAJOR,DOCUMENTATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9ed7ade8dd4dd1f49ec545f168e88c2d308bf81dcd473fc854d2df366f21de0e
PRJ-HWY,PRJ-HWY-NCR-011,PRJ-HWY-P05-QA,P05,2026-09-19,2026-10-10,2026-09-29,MINOR,WORKMANSHIP,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,354c3d446043d2fada42fbf8924ebd3eebc79b26a226c9aa0c49330f3fb12681
PRJ-HWY,PRJ-HWY-NCR-012,PRJ-HWY-P05-QA,P05,2026-09-19,2026-10-03,,MAJOR,MATERIAL,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,cdde7eb17db8dab2e11e66d3b2a7bdfca8f499bbd47e044684b9c88f6191dece
PRJ-HWY,PRJ-HWY-NCR-013,PRJ-HWY-P05-QA,P05,2026-09-27,2026-10-18,2026-10-03,MINOR,WORKMANSHIP,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8af2212678805910cc1061878292187c27f36cf001f39f8b1a35932b6473fadd
PRJ-HWY,PRJ-HWY-NCR-014,PRJ-HWY-P05-QA,P05,2026-09-29,2026-10-13,2026-10-17,MAJOR,DOCUMENTATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3ec3a597fffee8c47de5320280825abc08ccdd20c707a74eb2295bfc9fcbc129
PRJ-HWY,PRJ-HWY-NCR-015,PRJ-HWY-P05-QA,P05,2026-09-24,2026-10-15,2026-10-03,MINOR,MATERIAL,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7cb8ff37aecabe6cec09a955c7c2593100bb6a8e0597b294b8ca213ecff2bf6c
PRJ-HWY,PRJ-HWY-NCR-016,PRJ-HWY-P06-QA,P06,2026-11-24,2026-12-08,,MAJOR,TEST_FAILURE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b5458390776430f626fe09dd533f5c30579d8bc476165f85b390585e88abe023
PRJ-RAL,PRJ-RAL-NCR-001,PRJ-RAL-P01-QA,P01,2026-05-01,2026-05-22,2026-05-19,MINOR,MATERIAL,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,386b8ca6e3a6f9f4ecf3a147e64094f0cf638ddf6035525f384d77a4d55e6962
PRJ-RAL,PRJ-RAL-NCR-002,PRJ-RAL-P02-QA,P02,2026-07-04,2026-07-25,2026-07-07,MINOR,TEST_FAILURE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9b5412861ca5e7ba8dd59800d813c0cfed30994da5258ab4b2e9901f8962ac20
PRJ-RAL,PRJ-RAL-NCR-003,PRJ-RAL-P04-QA,P04,2026-10-15,2026-11-05,2026-10-20,MINOR,MATERIAL,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7d3110d9e6fc2f077b6711f08b6762167515625060dd40a50437f4a06fec5e7c
PRJ-RAL,PRJ-RAL-NCR-004,PRJ-RAL-P04-QA,P04,2026-10-08,2026-10-29,2026-10-26,MINOR,WORKMANSHIP,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3a2b0a9c0bf75a18d229c7dc3dde56590049697338e9e8c27c116559c9ea200d
PRJ-RAL,PRJ-RAL-NCR-005,PRJ-RAL-P05-QA,P05,2026-12-06,2026-12-20,2026-12-24,MAJOR,MATERIAL,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,14c7a0a536b934c2172b0b40c299e2819fc2519a411d21e4e98da714fc1d4d9a
PRJ-RAL,PRJ-RAL-NCR-006,PRJ-RAL-P05-QA,P05,2026-12-07,2026-12-21,2026-12-25,CRITICAL,MATERIAL,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ee776c0364cdfbe1f99fc1b1e83516b4d82a0d25ce4feec2acd39e61b05372a5
PRJ-RAL,PRJ-RAL-NCR-007,PRJ-RAL-P06-QA,P06,2027-01-20,2027-02-10,,MINOR,WORKMANSHIP,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,55d0dc3f302c099e464825609160f59fb45572ef0e0a0afb8190696cc885f71f
PRJ-RAL,PRJ-RAL-NCR-008,PRJ-RAL-P06-QA,P06,2027-02-01,2027-02-22,,MINOR,WORKMANSHIP,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7be7238c535f60e14cc942f923cb23104125fb51161798ec0bba252271dc9443
PRJ-RAL,PRJ-RAL-NCR-009,PRJ-RAL-P06-QA,P06,2027-01-29,2027-02-19,2027-02-02,MINOR,TEST_FAILURE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ebf8a2ffd78e62acfd1197e2eca1efcdfabff533a75c4869756d91ddd0e8b8c9
PRJ-RAL,PRJ-RAL-NCR-010,PRJ-RAL-P06-QA,P06,2027-02-02,2027-02-23,2027-02-02,MINOR,WORKMANSHIP,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8a8c22eb78f61e92f3b561eae5f1df06ee9d97dbbe3e8638487337957fe99f3a
PRJ-RAL,PRJ-RAL-NCR-011,PRJ-RAL-P06-QA,P06,2027-01-24,2027-02-14,2027-02-02,MINOR,INSTALLATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5e2f16972dd83f91ea0d89ee90b0c992b83e9e76ed68d95b928cd97d3c1642ee
PRJ-RAL,PRJ-RAL-NCR-012,PRJ-RAL-P06-QA,P06,2027-01-25,2027-02-15,,MINOR,INSTALLATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1cb4dc7dd3892047f929b4803868ef83eeb4f5361210e1af7a2361bd69be359e
PRJ-RAL,PRJ-RAL-NCR-013,PRJ-RAL-P06-QA,P06,2027-01-17,2027-02-07,,MINOR,MATERIAL,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,70f96b8cbcac959cbb722b35abdf969de5eb7c2f3ea49ba56b13a84b30efef75
PRJ-WTR,PRJ-WTR-NCR-001,PRJ-WTR-P02-QA,P02,2026-05-12,2026-06-02,2026-05-30,MINOR,MATERIAL,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1372233c189b29612d31d354d77430bf7395120117cfbb56b4c859e4ede4f982
PRJ-WTR,PRJ-WTR-NCR-002,PRJ-WTR-P03-QA,P03,2026-07-04,2026-07-25,2026-07-12,MINOR,TEST_FAILURE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,321bea65b319a1c110eff4361df3e29e6be9620f646cc9f9a0883f4bfd9b6f74
PRJ-WTR,PRJ-WTR-NCR-003,PRJ-WTR-P03-QA,P03,2026-07-02,2026-07-16,2026-07-20,MAJOR,WORKMANSHIP,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e83f0c7545d180665a7e9d4c5c83e0e0b5206181db303f10f2352f52559237a6
PRJ-WTR,PRJ-WTR-NCR-004,PRJ-WTR-P04-QA,P04,2026-08-22,2026-09-05,2026-08-24,MAJOR,WORKMANSHIP,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4f180cf4cfe67dcb7f46ed8ea6b124fef791b46e9309ffe909d3302e3e859f85
PRJ-WTR,PRJ-WTR-NCR-005,PRJ-WTR-P04-QA,P04,2026-08-16,2026-09-06,2026-09-11,MINOR,TEST_FAILURE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,77008e7b977a50f4b2b3179af6905261d24b0d0e312268ff60b3119da98363ec
PRJ-WTR,PRJ-WTR-NCR-006,PRJ-WTR-P05-QA,P05,2026-09-29,2026-10-13,2026-10-17,MAJOR,MATERIAL,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,49453d33cfe63cce203eba44a223a564d166714863fa5f6a838393bd0ff0cb78
PRJ-WTR,PRJ-WTR-NCR-007,PRJ-WTR-P05-QA,P05,2026-10-05,2026-10-19,,MAJOR,TEST_FAILURE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9e03a0afde71ba04565ae20282c7468cd158cf7da9f39128862dda46e13bc7b4
PRJ-WTR,PRJ-WTR-NCR-008,PRJ-WTR-P05-QA,P05,2026-09-22,2026-10-13,2026-10-10,MINOR,TEST_FAILURE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c19455625134b47935a2d9745d9bfe7fe1013c0ff8b6d013ddcb672a423e5041
PRJ-WTR,PRJ-WTR-NCR-009,PRJ-WTR-P06-QA,P06,2026-11-18,2026-12-09,2026-11-19,MINOR,MATERIAL,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f4ba2a143175ebc61e55f75d53c479b405e6e928bc609e29cf646f59659a78c0
PRJ-WTR,PRJ-WTR-NCR-010,PRJ-WTR-P06-QA,P06,2026-11-03,2026-11-24,,MINOR,TEST_FAILURE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0769bbb2467a155d43d3f4a6624cad9b5579c951fc8ee9a7af5b59093d88775f
