project_id,weather_event_id,event_day,weather_type,threshold_exceedance_index,normal_allowance_days,lost_work_days,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-HSP,PRJ-HSP-WX-10,136,EXTREME_HEAT,1.053057,0.5,1.68,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2789b5b78a584d79a4718ca6336c8df0e5245384182b6ea4017fb868e7021b43
PRJ-HSP,PRJ-HSP-WX-11,223,SNOW_ICE,0.350766,0.5,0.7,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2b8c7c8c3883394efca70b3f27c886b09d9a6e5d3510d25f8dd82aac1cab7564
PRJ-HSP,PRJ-HSP-WX-12,82,HEAVY_RAIN,1.240564,0.5,1.49,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,cf5e04e509a7a8dc7bf811c9f13abd4b48288fe3d5a84dc02c90afd4f5b4c60d
PRJ-WTR,PRJ-WTR-WX-01,180,HIGH_WIND,0.557759,0.5,0.89,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6e03c93e6deccbebf3aded4234610438c36e9bf6f166f43ec460f27accb4ec29
PRJ-WTR,PRJ-WTR-WX-02,186,EXTREME_HEAT,1.031938,0.5,2.06,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,684ea69d2f7dd5f7a06f2ff79b78fb8bccb01fa088eaaa5279c164ba42f0959f
PRJ-WTR,PRJ-WTR-WX-03,57,SNOW_ICE,1.537519,0.5,1.85,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,620d8e790f688380ad517f303c8d4800b35924d65970dc6dc1a3bf822f454e62
PRJ-WTR,PRJ-WTR-WX-04,10,HEAVY_RAIN,1.265475,0.5,2.02,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,dbcf7d5e8a8b4585e88131116dfce7acd10329c9491dd43d2620cff21b574958
PRJ-WTR,PRJ-WTR-WX-05,59,HIGH_WIND,0.420998,0.5,0.84,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,af6fb51e2c2b2e93c64f3fc2da5dbc2bc3440347ff5098e5f84a84c48bda223b
PRJ-WTR,PRJ-WTR-WX-06,180,EXTREME_HEAT,1.106987,0.5,1.33,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,01256b7214f1d610121a964a2726a0e377f575a10c3f1ad6d173ac68c4c30aad
PRJ-WTR,PRJ-WTR-WX-07,115,SNOW_ICE,0.728569,0.5,1.17,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4be5104cfb8ab5693dcd9eb97a10d73a813e6bbc56cd747ff02b3d5c951e2c92
PRJ-WTR,PRJ-WTR-WX-08,134,HEAVY_RAIN,0.810711,0.5,1.62,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,67b89f940b93710b6db0e62126030dd87618fbef289524da2b9c06cbd3b48e75
PRJ-WTR,PRJ-WTR-WX-09,173,HIGH_WIND,0.816762,0.5,0.98,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9d70cb5dc84c171ddaa605042d3afcdf98c0d167d7fd30fce00eabadad54ac27
PRJ-WTR,PRJ-WTR-WX-10,242,EXTREME_HEAT,0.47167,0.5,0.75,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,64bc081790fd7a6b6e9b75ee18c87f66212f2c895d10b5242f6a23676a1f0145
PRJ-WTR,PRJ-WTR-WX-11,250,SNOW_ICE,0.494087,0.5,0.99,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2c2c7d8ad81a4be921966257b4a39758fcc809ce40a5b62371f223592deec48a
PRJ-WTR,PRJ-WTR-WX-12,90,HEAVY_RAIN,0.858642,0.5,1.03,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b2ef75efbdd8e8b0906774ad3a88e3151b97b010a0828e2523eb8424bf8223d6
PRJ-RAL,PRJ-RAL-WX-01,140,HIGH_WIND,1.517747,0.5,2.43,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,126ebec49cb699340922e8c2f8c8514f882b16dd07b63bfbe8cf083009345419
PRJ-RAL,PRJ-RAL-WX-02,184,EXTREME_HEAT,0.361825,0.5,0.72,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,942d1860b199a827f0b86e79739c8ad5177e08f207d3c348d08b17bfe20d5854
PRJ-RAL,PRJ-RAL-WX-03,32,SNOW_ICE,0.641897,0.5,0.77,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e2e7a104235bd95818ab6e5e9e98e8865981733e310b6bbca05b00adea840f57
PRJ-RAL,PRJ-RAL-WX-04,311,HEAVY_RAIN,1.270989,0.5,2.03,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6fae041741da9a627ceffe18ef96651798a34e3e80285edba338de1ff0f7ac83
PRJ-RAL,PRJ-RAL-WX-05,256,HIGH_WIND,0.752253,0.5,1.5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,cd780031e12871c773ea4da8e8b862e213c345a03917d64e11657e50bf0d6f61
PRJ-RAL,PRJ-RAL-WX-06,267,EXTREME_HEAT,0.337705,0.5,0.41,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,12e924a4cd89e8e9caeb830d88a40be6bcdb9ada21050672b7825ebccd4889b0
PRJ-RAL,PRJ-RAL-WX-07,307,SNOW_ICE,0.991886,0.5,1.59,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b022c3397e9a2156df9b18b7d51d007e5e1ae69ac88077697ba9a5a5ca54bbd7
PRJ-RAL,PRJ-RAL-WX-08,288,HEAVY_RAIN,0.454637,0.5,0.91,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,bf078b1dab77332eae884756681a3ca05ff475ca91b47fa1a88a0adabb3b625e
PRJ-RAL,PRJ-RAL-WX-09,204,HIGH_WIND,1.04459,0.5,1.25,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3323af3350519ab4d1e540c342056fa644580006cdab497d32bf7259452bcb71
PRJ-RAL,PRJ-RAL-WX-10,230,EXTREME_HEAT,1.266526,0.5,2.03,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a7c897d3cfd1598ee536f21f81175fe940986dd59b7fe1d31bc740d8853c258c
PRJ-RAL,PRJ-RAL-WX-11,69,SNOW_ICE,1.191573,0.5,2.38,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a4867fe20515ff6119d944ece724968570716db77ee323e5c1d01fa0389c6da7
PRJ-RAL,PRJ-RAL-WX-12,36,HEAVY_RAIN,0.756175,0.5,0.91,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,44aa95fdedca3d0fdabca72290ba6120ed8c31659197f30874c04b0d010be864
PRJ-DCT,PRJ-DCT-WX-01,75,HIGH_WIND,0.571041,0.5,0.91,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e493a001320a27a5bcf237b5b5147189027bb6806634ce3396911e163afc0b07
PRJ-DCT,PRJ-DCT-WX-02,244,EXTREME_HEAT,1.505705,0.5,3.01,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,42a7edcc32d0c5374d809337c43a761b9764776012c4516d2f080dc2104d8fa2
PRJ-DCT,PRJ-DCT-WX-03,98,SNOW_ICE,1.174168,0.5,1.41,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9e26360117b633e547d5dbf953ba7041d83184a7ce34fa47b88c0394d4f7cf03
PRJ-DCT,PRJ-DCT-WX-04,50,HEAVY_RAIN,1.110677,0.5,1.78,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7ef51781023e3a8e23fff52d247a9fd7eae36d10f64f817b1464738c6dc04992
PRJ-DCT,PRJ-DCT-WX-05,85,HIGH_WIND,0.983697,0.5,1.97,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e8b0e906a8b63a6b9dd484e02f00386c30b815262c7eb941fa308f46c3fd45ab
PRJ-DCT,PRJ-DCT-WX-06,266,EXTREME_HEAT,0.551103,0.5,0.66,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f912763452f16d3ce51b4f5b46fcbb799bdeeb4f7ad5510210eaa07deecbf27b
PRJ-DCT,PRJ-DCT-WX-07,42,SNOW_ICE,0.835638,0.5,1.34,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,dbbe071d32e958c3820b89545d2e7c2cb979907c806a12fed37ecb0f05a6e4c3
PRJ-DCT,PRJ-DCT-WX-08,76,HEAVY_RAIN,0.819585,0.5,1.64,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,44ae4d8d9c0ac9097288504f95df87a0f4ebe6547f40798ed709eca3b66569be
PRJ-DCT,PRJ-DCT-WX-09,202,HIGH_WIND,0.339512,0.5,0.41,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c0f92d02da3e6ef76a581019e38fa2745f4ec83cf8082a5bda5c36319fbcd04c
PRJ-DCT,PRJ-DCT-WX-10,30,EXTREME_HEAT,0.645142,0.5,1.03,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,26be32998d32fc80f7de9a7dd4b8a61ab62dfa1dfdc6f3b7dc25fb375c8ee151
PRJ-DCT,PRJ-DCT-WX-11,174,SNOW_ICE,0.680004,0.5,1.36,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9dc6499c9480e88d075b5dd6922684763798e559a826ccacd193a45845f91262
PRJ-DCT,PRJ-DCT-WX-12,146,HEAVY_RAIN,1.496999,0.5,1.8,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e6ac6c596d76cb36ab98d5044a34e5d0307559f5261f6e6c926f7cc02c3da490
