project_id,node_id,node_name,node_type,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-HWY,PRJ-HWY-DSM-03,CIVIL,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,814cc65ff1c0ee5c59d80daa473a8093af4cffa6d575ee15a80042ce8fed9eee
PRJ-HWY,PRJ-HWY-DSM-04,STRUCTURE,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,127ee58e34b6a9eaa0770a3ef39a438d24affc7586a986d3eee4aef022bf7e46
PRJ-HWY,PRJ-HWY-DSM-05,MEP,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c563ae2e2a7283779566b71cd70c1f1f6782491c2e4e8a571bf3d3ec1d752b2b
PRJ-HWY,PRJ-HWY-DSM-06,CONTROLS,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ef2df857fa2019128a7d0526253a1752f7ef47dff4f29878052c48906bfa4316
PRJ-HWY,PRJ-HWY-DSM-07,TESTING,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7f927783572fda911d0182503989b761a2ee12546a58c00b60e2b13f3e12d6bd
PRJ-HWY,PRJ-HWY-DSM-08,TURNOVER,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d3228ab944c481b07caee32ef2b88d812cfca3a76570bcc79bade928d2de2fb8
PRJ-HSP,PRJ-HSP-DSM-01,DESIGN,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,da334b928889488c897c4d485a9509724171e2e14e55145cfba667eda8ec39eb
PRJ-HSP,PRJ-HSP-DSM-02,PROCUREMENT,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,99b7ae84e338114d82a715b74d43e744a20b2b0083b8574f4882863b9b831fa2
PRJ-HSP,PRJ-HSP-DSM-03,CIVIL,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1805764249817631f43f3ea2f2c3de930fb9de595cce4561986699d6f64c4193
PRJ-HSP,PRJ-HSP-DSM-04,STRUCTURE,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a1edd98cb2dfbed62188161a9daf9776ab4e17a2e39d024d3b86a7af36570916
PRJ-HSP,PRJ-HSP-DSM-05,MEP,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,46a19cd2bf7e9818e992c3b45c1c8a73886596f32275c91eb93529d5e0b5dfbe
PRJ-HSP,PRJ-HSP-DSM-06,CONTROLS,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c274faa0cbffabd45e2e91136544bed7fd35223820cafd36da7294037eb98417
PRJ-HSP,PRJ-HSP-DSM-07,TESTING,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c10596517b191d7fa04a3493152827c7cabaf32d9360fb1f0e86b4a22e48562a
PRJ-HSP,PRJ-HSP-DSM-08,TURNOVER,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,55ebe87f74e331102b6ac7fa1104df4deef7806e63352ba7a5b9f3b7288a5f43
PRJ-WTR,PRJ-WTR-DSM-01,DESIGN,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,552c51efb68382fcb90bd36640f28a8c0e4cf8c3286af6a1397aff31d69ea78e
PRJ-WTR,PRJ-WTR-DSM-02,PROCUREMENT,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a59479b6eae7a9657a99617fcaaa0bfbb423e5036fbc31106efc81f13f49602d
PRJ-WTR,PRJ-WTR-DSM-03,CIVIL,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0fd3f3ed1fe06bf972bc48899dafa0918f491ab0389f202a47036dc19674f1d9
PRJ-WTR,PRJ-WTR-DSM-04,STRUCTURE,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,94b47f4ba2ea74f9143f3fcb2a6e2a7e2fb44a828beefa81c1cb1252c68fc500
PRJ-WTR,PRJ-WTR-DSM-05,MEP,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7217270d1aa58bf5159ce4a4d0c17e599c5e079695df06edb049a470b64fae08
PRJ-WTR,PRJ-WTR-DSM-06,CONTROLS,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9ad8b79009cd58667e7c63c5407f0f204f56402d54a749276d4c281828c7e025
PRJ-WTR,PRJ-WTR-DSM-07,TESTING,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2cac930bf51789e2516ad50fe4dcb7e646466596e7ccc62c766b8933564757a7
PRJ-WTR,PRJ-WTR-DSM-08,TURNOVER,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9314dcfcaebf21327e9c09ca18bc42e3f35ed89242b5643613ac42561006c410
PRJ-RAL,PRJ-RAL-DSM-01,DESIGN,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b6326bcfea65595404882dc5bc5c1f7205b7d54fbaaf45c9713de7f6bd3208ac
PRJ-RAL,PRJ-RAL-DSM-02,PROCUREMENT,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d40f6e7ae5c7e50dee9b8cf277a6aee2e0a064665f2ea9a70838f4dc7e7e0ec3
PRJ-RAL,PRJ-RAL-DSM-03,CIVIL,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c86a4569d65ef4d670f2b797585ea5f2952ccdc8c660bed5769910ca50e269fa
PRJ-RAL,PRJ-RAL-DSM-04,STRUCTURE,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,37be27d39b0f8689c170f6a150b57ffae6162724e4930a18dbff6cb4965e565c
PRJ-RAL,PRJ-RAL-DSM-05,MEP,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c977d69f3984b9bf86a8186c9f0e04b783f31159e1d8499bf83a0d805ec2bfa5
PRJ-RAL,PRJ-RAL-DSM-06,CONTROLS,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5bbd64ac5b8009ea3636881fb7b13968810f0cbfa0da23b550080f843ad4bce4
PRJ-RAL,PRJ-RAL-DSM-07,TESTING,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,488b9c13074edd446a42b209b97a51758edb0316b78847a903df80c0030fc4a5
PRJ-RAL,PRJ-RAL-DSM-08,TURNOVER,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a463b6b3eee924d427e1f9cf31231e6537899fa4ebb5605209213083a81ce211
PRJ-DCT,PRJ-DCT-DSM-01,DESIGN,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b2a64c139acbe7c79684c56219f1c27584ba775a4cbe9d8affb033ce9d163568
PRJ-DCT,PRJ-DCT-DSM-02,PROCUREMENT,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7014d928d2e6397679ac80c5af3e3c68ac7945a7775b669d5107910512227868
PRJ-DCT,PRJ-DCT-DSM-03,CIVIL,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f05a2534009e830ce3356b597f5b2d53ee36bc51022ee49e546f5a78c969db95
PRJ-DCT,PRJ-DCT-DSM-04,STRUCTURE,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5e504348fd4c254c588cc9281e2c856940add69ebc3cfb38c4ac79da11e2eeee
PRJ-DCT,PRJ-DCT-DSM-05,MEP,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,fccb37793fdfda4a969f2da8b1202911b2401acf2e9f07dfca08a165a178232b
PRJ-DCT,PRJ-DCT-DSM-06,CONTROLS,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,58f955f76d21f3d9bceca8c08c7f68e939f2b91f65917ec8b6b4afebd49d2845
PRJ-DCT,PRJ-DCT-DSM-07,TESTING,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c5596378b44a3c2fb34c8e83139acb3039e336f0911fc2ba85b68c059dca27ef
PRJ-DCT,PRJ-DCT-DSM-08,TURNOVER,WORKSTREAM,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,fa42c57b6b5b2d9b378ab4503d7296d6ed9cd5ae9c9981652bca9221de5f0242
