project_id,time_step,backlog_start,new_work,work_completed,rework_generated,backlog_end,cumulative_rework,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-HSP,1,63.0,19.147131,21.106763,1.477308,62.517676,1.477308,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c72568f31f87366fea40d3e2af7b82f0bd725574f52511a25667df224b66d93b
PRJ-HSP,2,62.517676,15.994048,21.071527,2.564698,60.004896,4.042007,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8d995882b32a2e7189aa78cf6f426c6a10a0af09aae5d00424939b74d0adc197
PRJ-HSP,3,60.004896,15.870285,21.03629,1.952282,56.791173,5.994289,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c4309d380773d0c088879cc6b723b322927b0f514aab8a773726eb1f3f07550b
PRJ-HSP,4,56.791173,15.341717,21.001053,2.126207,53.258044,8.120496,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5a4aa402535fa758b098c314ab42e39e49b3e70dcffe1cd0972c1754470b3d67
PRJ-HSP,5,53.258044,14.226322,20.965817,1.804008,48.322556,9.924503,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,dab746426dbc14b5a48b8e1a661fe6b84fef40c52c87ac18727c5d3d3a109bdc
PRJ-HSP,6,48.322556,12.542311,20.93058,1.855559,41.789846,11.780062,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3cdee5144f26ecd2b6def598da504fefbbaf7fa5a3a2114d7a6974ae2f5ca948
PRJ-HSP,7,41.789846,11.806311,20.895343,2.194209,34.895022,13.974271,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,17e0c1ad9229e52b2c3e9927adec2bef94f11a3683661e828805d6244ce7d611
PRJ-HSP,8,34.895022,10.999552,20.860107,1.858906,26.893373,15.833177,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0a0d67188c1730c36dfce28280d3f8c73d0985b2c38a0d64fe4e5fd487503830
PRJ-HSP,9,26.893373,9.755893,20.82487,1.789723,17.614119,17.6229,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,06598cb9559973f6b93a156acd47ef0a11c42fc2b64e3cc4931375c914124e93
PRJ-HSP,10,17.614119,9.724694,20.789633,1.388183,7.937363,19.011083,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,67465689e4708a8b125f71f0aebf07c3f70378fa0a452b4e0c0e29ffc4ac5cac
PRJ-HSP,11,7.937363,8.021858,15.95922,0.846669,0.846669,19.857752,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f899204ec0bd3f011668e4a0e82a4266bccd53acbad631814442ff5140f1f391
PRJ-HSP,12,0.846669,7.432975,8.279644,0.512074,0.512074,20.369826,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9d9766f3bbc756ec2fb2c45d445cac3e2f75801b7ffd509f5cad300865cd7ffd
PRJ-WTR,1,67.0,19.152033,21.963333,1.697024,65.885724,1.697024,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1747745e6dbdc2c0dac50a5de4a2d767a2f94ccd4657722ff94d5f8e7c691042
PRJ-WTR,2,65.885724,17.433658,21.926667,1.404393,62.797108,3.101417,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,599e5226ed5a181e471e9dddc0085e4ee9e738d85308260c56cce9af3d7873d6
PRJ-WTR,3,62.797108,15.758292,21.89,1.718593,58.383993,4.82001,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,89f8c141f3f83d69521c7f59112a4066460d0b7a23eb2c63e000d04f98c14af9
PRJ-WTR,4,58.383993,15.450045,21.853333,1.813264,53.793969,6.633274,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8940ba78dbcc82cf3b51a37151ebc1da8064a40d46f58c06b2b111dce64a1e3f
PRJ-WTR,5,53.793969,13.652928,21.816667,1.877546,47.507777,8.51082,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,76d46929bd8eadb63915b854dce9f956f5d124a9015ad6912f5e56cefd090870
PRJ-WTR,6,47.507777,12.919415,21.78,1.980859,40.628051,10.491679,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ebe53b2e704fa5da46c4927a7c5ea6411030746dcb15c6622630ec2da927519e
PRJ-WTR,7,40.628051,13.358709,21.743333,0.945175,33.188602,11.436855,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c93e623e4fa34711eeaa5fb10168d497948c45ddee78a4002621976faa3b82d7
PRJ-WTR,8,33.188602,11.031089,21.706667,1.24267,23.755694,12.679525,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9820787a04591e744f9ec06b27c5e2566afbba97e2eeb1f8e08fb3db080a6166
PRJ-WTR,9,23.755694,11.462263,21.67,0.555462,14.10342,13.234986,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,72959e8bc41a9280e97d117c6b8dd1d051641977fc09edf921a4e3698c51b4c0
PRJ-WTR,10,14.10342,11.545716,21.633333,0.66472,4.680523,13.899706,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,aafb0a9bfc10fafdd6b3b208b81928338b8261c7e6764eb7391d60666a49b27d
PRJ-WTR,11,4.680523,9.05739,13.737913,0.503831,0.503831,14.403537,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3316b42c5ac1cc3f80d1748cf48e1f183376dc4dd56cd51b3a24191e2aef3cbb
PRJ-WTR,12,0.503831,8.955154,9.458984,0.0,0.0,14.403537,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,48df034150f87b4564a6ef94e13f8c3b0b2655bec2e7bebbbc717d71e2f76718
PRJ-RAL,1,71.0,17.03007,21.436213,2.257097,68.850954,2.257097,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3bc66f6b7f2f0e69ba15f311e1bba262cdab816f768664c55eef2abad7b22ba1
PRJ-RAL,2,68.850954,15.651392,21.400427,1.506018,64.607937,3.763115,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b84fd97ebabf339209802a6ac8ca1ae33ef00ba55178c50226dc91fd1a71f68d
PRJ-RAL,3,64.607937,16.584325,21.36464,2.404334,62.231956,6.167448,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1538c8bf75d497809d3d6948b0a40079598b0183629a827214795fbd95430c1b
PRJ-RAL,4,62.231956,14.262506,21.328853,2.162013,57.327621,8.329461,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,19bca2ff1e500a1758ca2e65044bf895269376ef9af65754638f0825c1447ff0
PRJ-RAL,5,57.327621,12.818821,21.293067,2.290791,51.144166,10.620252,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,45c7d47c6f9f2aa4b3b33b4bc444b57a684fe682789226dfbd41afc08cd36d46
PRJ-RAL,6,51.144166,12.452024,21.25728,2.228332,44.567242,12.848584,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ce5995e463105fb32d6704da70ba07e4b77a070729e5acf808f0b6d9d623709f
PRJ-RAL,7,44.567242,12.195366,21.221493,1.49424,37.035354,14.342824,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9677805c2ce62a236c08f07f9416ff8f0bfba41486544d5d83d2f4ff6a1a0a02
PRJ-RAL,8,37.035354,11.542096,21.185707,1.483641,28.875385,15.826465,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,560a8f07c38b68cdf43371f0a5bdb4d1a449785dfcf7f203cb1fa9155fd6b36b
PRJ-RAL,9,28.875385,7.62924,21.14992,1.470898,16.825603,17.297363,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d084c6028baa11dc28dea8405810748224b8ee73cf2061eee917aa2ec085a1cc
PRJ-RAL,10,16.825603,10.437796,21.114133,1.259374,7.408639,18.556736,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8035fb5fead4d8e4b583a72a5dd2227b3240172cd624d4d2d0a0f9d8cca7bc45
PRJ-RAL,11,7.408639,8.874822,16.283461,1.392272,1.392272,19.949008,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,75e6f70376daf76708859cdcf27b4b2f32a644b35eb9c1b36fc2c5c4bc338a2d
PRJ-RAL,12,1.392272,8.502902,9.895174,0.20949,0.20949,20.158498,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2f278eaabd3a638eb7739f57fd875316afd8d2cbe0a9f0462d639dcd6462757a
PRJ-DCT,1,75.0,16.077174,21.897443,1.936737,71.116468,1.936737,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f9ced9c5197c7ff4915a8b2a57a2cd2de92272d3c979775d3cc68cab8f28063c
PRJ-DCT,2,71.116468,16.319566,21.860887,2.533661,68.108807,4.470398,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,90e64452ffb1163ab014efa95b13e8e3b89404498973013f703c0b5851d36a0e
PRJ-DCT,3,68.108807,16.194327,21.82433,2.114383,64.593187,6.584781,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e4d76bcc7949ce32afc090638b08c01f81cce872a896a4fafb63e025d1deef02
PRJ-DCT,4,64.593187,16.105739,21.787773,1.421053,60.332206,8.005833,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0e61f3092b7b8efeb54811afae8332dffbd3c4ddda5b042ca8d472e947e87cff
PRJ-DCT,5,60.332206,14.668489,21.751217,1.478965,54.728444,9.484799,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9a8d8cea310356f053d9f128b16537a2d3c2aaf03cffa860eee9e7990f84a4bd
PRJ-DCT,6,54.728444,13.45696,21.71466,1.858897,48.329641,11.343695,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2b64f009509c5ac21dbf0517a83b8e6c095b6f3b874b34fd4de59ecaf26edf5b
PRJ-DCT,7,48.329641,12.162636,21.678103,1.335619,40.149792,12.679314,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ce9207613cf70b359412092a804e5773bdba7c955cfd1d0e4ffd789467441af0
PRJ-DCT,8,40.149792,11.340973,21.641547,1.434792,31.284011,14.114106,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9037b1b9333989faf2d3aa078f6f02f417b5cb0baeb2d67911f23eaca59f74c1
PRJ-DCT,9,31.284011,11.142622,21.60499,1.29398,22.115623,15.408086,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5bcf72a481c260fd34fc0c49243938b85c89dfe961354206f819d5bbd6a62e54
PRJ-DCT,10,22.115623,10.90375,21.568433,0.641853,12.092793,16.04994,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,46a482f7483ea67ce0b006e0839bc69b86a09d1a4b3ced4562a23b29231e54a5
PRJ-DCT,11,12.092793,12.012172,21.531877,0.497042,3.070131,16.546982,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7cbf8000fe61cd585e427d70642f49a640af5c551da10e302c08ccc80275e30a
PRJ-DCT,12,3.070131,9.610835,12.680966,0.536621,0.536621,17.083603,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,cb689bf4dbd98f8956bdc90d0a032b950bda554844b5a92a0d094f4bb49c01b9
