file,bytes,sha256,row_count
environmental_violations.csv,7977,4397f63718fefa8c204a3aaaa8e76376f6a65ef30c3e03aec7f74d0d5aaecbb3,28.0
lob_ground_truth.csv,12803,12fdb22c932dbd1702205d2fbb696577e38c423470e0d6cee86b2c9a1c064fab,54.0
lob_work_packages.csv,112590,f1bbc26bfcbbc6dbd8ffa2a6b1004c65fd004a21332199c3217d70d6c1ebb60f,432.0
monte_carlo_contract.json,1822,ae7f83d4bf1c881fa53786a8f82a6e5183c07f0081d02448a3b80add448770d1,
monte_carlo_convergence.csv,6546,b642d5fe7ae3aecfccae01bc14d6efe55e4b0d40a3a3a8060d2020952385a064,18.0
monte_carlo_known_answer_cases.csv,3294,43fbfc1a1549253c3985ed6e53ba9dcaf11770476e2c2eb8e189c2ea12aee316,10.0
monte_carlo_known_answer_ground_truth.csv,3764,05d8664b10be916a6a650b436ff9a465fd28c6d18f8c2cb7e6f95ca348e9f7d9,8.0
ncr_events.csv,18141,63d9984217ad74b7e20dfd1d02f5dbb899f92715747e31b2b5085d990927d5de,69.0
ncr_ground_truth.csv,8402,423ba646a868adde2f699d8b79b81905fb92b42ae4254a84724a24b32f384ec0,36.0
projects.csv,2014,f5ab49483a4565c4f0ce730df311d30f70ae739f0feb719a84b7fc9dfa8d1fe2,6.0
quality_audits.csv,8080,4c9ada33807ebe830e70700b9f03f908e0888250dc8a54dce1ae9ce2cb781744,36.0
queue_events.csv,65291,bab1f1921e041607a9ec4d73087dd177b7a009437db306ae0766871857216db1,240.0
queue_ground_truth.csv,1713,4eb04ae577d9aa379ff365b064881ea6a0257fd62fdc60d3927d7f521b30040e,6.0
reporting_periods.csv,8072,e2145b966245814f61441384e2a6755bf0c5e6ec4d78ee8dca169ca0f55dc015,36.0
schedule_activities.csv,21733,3859bdc9c251fad9088804d14470eb1cdc8d9e3b9f5fdc78666e2db0ecbea74d,72.0
schedule_dependencies.csv,16191,a6dce7c2076529e66291a8526a5b8a99b0ab771472e6050580c78c9fa1cc52ee,78.0
schedule_ground_truth.csv,14024,0025bf7989c5dc5009038ffe9d67dfc2ce466152c91ec3b42129a5eae9663aef,36.0
schedule_status.csv,112957,bb86bda7391675760d3791a849b367b6ca778a235ee1ebd2e3653252940b05a4,432.0
specification_conflicts.csv,17607,b04258eda06b5199ff01f631777312455cfc51897a5ad10dc400dcd28c51bedc,72.0
specification_exposure.csv,1343,eb47c25945ac10b49d33f0a69f0c7c4b946c9ddd5e17c637f3fd27fab0bdff9c,6.0
specification_ground_truth.csv,1334,d5762ab4b93f72b6347f15e2f2cf1443281d0ab9449afd21fca4171deb88b46e,6.0
system_dynamics_parameters.csv,4051,0116afa2ef990df5a8c811d9ef5c059a9144d9b6e7ae4336248c99b64740fcc8,18.0
system_dynamics_timeseries.csv,17117,a834bb6bf5334096545c327b32bf2e055f34a5f0e7f90134d51c93e01152b1c9,72.0
weather_events.csv,16227,6ef94621918a3e7502c1f790a52cd1cd5f0110a6efcc6e1cf0cbe623e37b5b09,72.0
