project_id,period_id,project_buffer_consumed_days,project_buffer_consumption_ratio,buffer_to_progress_ratio,buffer_exhausted,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-RAL,P01,4.90142834,0.36051525,1.51858621,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9056852f24c069867e38b07aacf39fe2978c8a011e525ff6a695c65aa05faa3d
PRJ-RAL,P02,6.18361967,0.4548244,1.17320813,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e7abe05ecd2b302af5b11764cd756f725ffa7f7ad7978aed48a1f9090cbb6196
PRJ-RAL,P03,6.53080626,0.48036105,0.99193984,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,63ba8461155bf86f293c65aad04c5ee87aae729c4d7729f477ababde9e000888
PRJ-RAL,P04,7.77320839,0.57174358,1.00028671,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f7997380471d04c368c86afb52c4683fec514c42506cba30f6efc1f5753c59d5
PRJ-RAL,P05,8.91117261,0.65544438,0.94485633,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,aa334a6b12c0a91064bfc76064724938103563ff1f30544b1617eb3b32335252
PRJ-RAL,P06,11.10438338,0.81676183,0.99783824,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,efe37382e106cf0b36f74bf96b33628d77c04f8a31fc0192737504f1902984df
PRJ-WTR,P01,1.8999089,0.17135721,0.62,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b91f82c14b6a1b906c2cb840a7295d478e77eaa90bda04cbfa970ff3794edd3b
PRJ-WTR,P02,2.85245974,0.25726999,0.62,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6806bfe7f0400a1c836dfd42a19a660f6f28e45603d14a8ec8f1440010a7083f
PRJ-WTR,P03,3.50488581,0.31611382,0.62,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6dac4e8bc91b7e6a151786063905d4c0cd9307c4a71bb3f23da04bb3abfcc3a2
PRJ-WTR,P04,4.20905603,0.37962457,0.62,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5a63e9bdfd65e0ee85cc5171e4b050509fe48ea7e252e3dc4d660dd7e7783827
PRJ-WTR,P05,5.36452224,0.48383876,0.66507943,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0034186b3e6d2e665116d4f47b14fcd836c1a176f34d8e44ac6bbcb602006c07
PRJ-WTR,P06,6.11790689,0.55178828,0.62,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,52d385780b688b7912b9e26aba74be9772a67ac35c7f176fef886595cc51b480
