project_id,period_id,period_number,period_start,period_end,status_date,status_day,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-HSP,P05,5,2026-09-28,2026-11-23,2026-10-15,245,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9c078a7c269c5d9a1cca643b46fdc2e00e1e3b39ac5e1dccba87924805a967eb
PRJ-HSP,P06,6,2026-11-24,2027-01-20,2026-12-03,294,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6ea71bc4d8cdb6b5485624aa0b63d61a606e800dd8741bfea999b3ed50f21d67
PRJ-WTR,P01,1,2026-03-05,2026-04-16,2026-04-11,37,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,684eaf31969f1c543c73961b701f4a47d8ad10c98e248f0b88c6bef5e1d19c8e
PRJ-WTR,P02,2,2026-04-17,2026-05-29,2026-05-18,74,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,edebe000fbb388f537c1862ca1311457a1fb5a6252129487256367d1572bd9e6
PRJ-WTR,P03,3,2026-05-30,2026-07-12,2026-06-24,111,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,df48701968f2a36f5fe01bdff86905db568b14356902d821b2d64cbfe5733f6c
PRJ-WTR,P04,4,2026-07-13,2026-08-24,2026-08-01,149,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,89f669e9b281b15c14d819cc0cccdd32eef13f2ee46e1dceb23f55579fd12505
PRJ-WTR,P05,5,2026-08-25,2026-10-06,2026-09-07,186,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0fd3547cb1e0d67689676fa3365ecf47363644fd481557205148a12169478c62
PRJ-WTR,P06,6,2026-10-07,2026-11-19,2026-10-14,223,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,657336aeecf7834046e278a6cf5984132c45d3eebdc64796ac6ec940005073c2
PRJ-RAL,P01,1,2026-03-26,2026-05-16,2026-05-10,45,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9d629b78ae5ff786413d929c5ed2f15245dcd0cb4c4747bad84c5ff800afe40c
PRJ-RAL,P02,2,2026-05-17,2026-07-07,2026-06-24,90,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,90d6a5789f6a2608365a45b54006e1428924430ff0acdfa4c746d8080ec433e4
PRJ-RAL,P03,3,2026-07-08,2026-08-29,2026-08-08,135,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,522a56e69453344bcb6bcb61a330ea370ac7bf1a27163665dd2d4d08be655434
PRJ-RAL,P04,4,2026-08-30,2026-10-20,2026-09-21,179,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,31e963ce1f9d27cd2030d4bc65cf470158d86b997610f6526bad42baacf84763
PRJ-RAL,P05,5,2026-10-21,2026-12-11,2026-11-05,224,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,177b82829b4d8c8e7a7649a467c1ba5e35c88388941f4a8970f54f5ceedf8e78
PRJ-RAL,P06,6,2026-12-12,2027-02-02,2026-12-20,269,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,344502ab5a95f381ec402ab87d3219860831f168e015289de3febfa2c05926ae
PRJ-DCT,P01,1,2026-04-16,2026-05-29,2026-05-24,38,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f893b32045f48db2ad4c353d86e973d8fedd1ae53e0d8b3103d5121bce527420
PRJ-DCT,P02,2,2026-05-30,2026-07-13,2026-07-01,76,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,667dccd181e0dbff6f4fff0edb1d7550790fb1ecfc3c672173766f4ee52ddb97
PRJ-DCT,P03,3,2026-07-14,2026-08-26,2026-08-08,114,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,64c030572f175f4c0ba460fe467e95960e71131bdcc7ec4ba81d32f5360e368f
PRJ-DCT,P04,4,2026-08-27,2026-10-10,2026-09-16,153,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d919db07368e5817eab447db47f9bc7c202ee0ed9e49b96dc141c93b73689ea5
PRJ-DCT,P05,5,2026-10-11,2026-11-23,2026-10-24,191,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5345f9a1b7edd6a772377e88adbd519ff4850f3d9b14617c0d6b735562798114
PRJ-DCT,P06,6,2026-11-24,2027-01-07,2026-12-01,229,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0e05d40dae0ad16cfb9186c283fddc9dcf9eab22981e12bb94186e0de5f533c7
