project_id,conflict_id,document_a_id,document_b_id,clause_a,clause_b,discipline,conflict_type,review_status,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-AIR,PRJ-AIR-SC-11,SPEC-2,DRAW-5,4.11,D-6-011,STRUCT,RESPONSIBILITY,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,17344c0a3c46b9872c6d3fa6d55304cf27f77e7ef036a42c694b2915f1805ff2
PRJ-AIR,PRJ-AIR-SC-12,SPEC-3,DRAW-6,5.12,D-1-012,ARCH,DIMENSION,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8f697f6e06e7ea8e9d32804a5bb678c55cc8282c3c420d23ee464d5d3d9eabe4
PRJ-HWY,PRJ-HWY-SC-01,SPEC-2,DRAW-2,2.1,D-2-001,CIVIL,MATERIAL,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,fc910406bf0d8869bfb56a687530e61ef86d9eda66f1d39eed59107045ef8763
PRJ-HWY,PRJ-HWY-SC-02,SPEC-3,DRAW-3,3.2,D-3-002,MEP,SEQUENCE,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5faa05a80a50c0d43b70bb38fd87c3cae5f56010805644a45294384e251e0702
PRJ-HWY,PRJ-HWY-SC-03,SPEC-4,DRAW-4,4.3,D-4-003,STRUCT,RESPONSIBILITY,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,883e0e846ca09f345b91fecf5c59dbed51f94a52761c247bdbfe4237f6f2fb4b
PRJ-HWY,PRJ-HWY-SC-04,SPEC-5,DRAW-5,5.4,D-5-004,ARCH,DIMENSION,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c8c868ed9e08a6358a831cbc5eb7af012478f3bf72da91a57f980ea7ab3801a3
PRJ-HWY,PRJ-HWY-SC-05,SPEC-1,DRAW-6,6.5,D-6-005,CIVIL,MATERIAL,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,28f41ea81d8cd18adb7a304a9f0f0b465a9a9d4e0acfaa934d0e6d698f6fb4c6
PRJ-HWY,PRJ-HWY-SC-06,SPEC-2,DRAW-7,7.6,D-1-006,MEP,SEQUENCE,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f9cf3cfda7516ba5679f5a6d670e2214c2ee91c8158e768bfabb679360bc2c8f
PRJ-HWY,PRJ-HWY-SC-07,SPEC-3,DRAW-1,8.7,D-2-007,STRUCT,RESPONSIBILITY,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3a2871ae680c0be7b375b1a7aa3d2e6dbfd894f06bd76c8a01d5961b6ad052c9
PRJ-HWY,PRJ-HWY-SC-08,SPEC-4,DRAW-2,1.8,D-3-008,ARCH,DIMENSION,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,066d7e9600c1a7376e6a9ff04533a95e523971dd50aecc2a429b893841767b98
PRJ-HWY,PRJ-HWY-SC-09,SPEC-5,DRAW-3,2.9,D-4-009,CIVIL,MATERIAL,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,16fd20c37bc9e89837ada238066888444698adf800998567661c5de9c798d917
PRJ-HWY,PRJ-HWY-SC-10,SPEC-1,DRAW-4,3.1,D-5-010,MEP,SEQUENCE,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5c0153c846b7c5c6d9cdae266a0fc59558e85f3cda71f0d46bab2a424d896b66
PRJ-HWY,PRJ-HWY-SC-11,SPEC-2,DRAW-5,4.11,D-6-011,STRUCT,RESPONSIBILITY,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,508edb383e9be284cbb0142d309fe9e336536ce9edbcc4743d10a9a8b11f8796
PRJ-HWY,PRJ-HWY-SC-12,SPEC-3,DRAW-6,5.12,D-1-012,ARCH,DIMENSION,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,36de6ca3459d0b6a3c79bc67ed845a86d0ec3dcdb709b6de3490c636adf0f0b0
PRJ-HSP,PRJ-HSP-SC-01,SPEC-2,DRAW-2,2.1,D-2-001,CIVIL,MATERIAL,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b0e5ce82018c7d20e12755fe70e5621e52a3059e1adb029e947d0d05bfc25f54
PRJ-HSP,PRJ-HSP-SC-02,SPEC-3,DRAW-3,3.2,D-3-002,MEP,SEQUENCE,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a43ecd170a8eaba6aa8b664b06f026d1195ae49880ece8c724691221d5fa2313
PRJ-HSP,PRJ-HSP-SC-03,SPEC-4,DRAW-4,4.3,D-4-003,STRUCT,RESPONSIBILITY,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2a28e36c4eb33b6cc1f1d6702cd274a01f07fd2e6e2bfafcea109fd071c55bdb
PRJ-HSP,PRJ-HSP-SC-04,SPEC-5,DRAW-5,5.4,D-5-004,ARCH,DIMENSION,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ab2c6777d19be1194fce759c25c0e6aa1291ef3e3a6f35e24c53287bd8985723
PRJ-HSP,PRJ-HSP-SC-05,SPEC-1,DRAW-6,6.5,D-6-005,CIVIL,MATERIAL,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,77e8834407acf7a7ce065f76556dec4c8b58f412bfe550bb046647050bdf9736
PRJ-HSP,PRJ-HSP-SC-06,SPEC-2,DRAW-7,7.6,D-1-006,MEP,SEQUENCE,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e9220ac3b95cbfc368ebebb42afddd054cc5ef9e1bdee296cb57bef83bd03e6a
PRJ-HSP,PRJ-HSP-SC-07,SPEC-3,DRAW-1,8.7,D-2-007,STRUCT,RESPONSIBILITY,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0f1ffddc84d6a9bb0010252aeab4b419b52fd76451aad27d642d8f48bb689a59
PRJ-HSP,PRJ-HSP-SC-08,SPEC-4,DRAW-2,1.8,D-3-008,ARCH,DIMENSION,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,490566be2f876337d5c282cc5e0aec3a8c48bcbc44c228ce8a11106bf34665af
PRJ-HSP,PRJ-HSP-SC-09,SPEC-5,DRAW-3,2.9,D-4-009,CIVIL,MATERIAL,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6c701210d7bfd4f250df5659790d1c868cf0121226d6c70acd8993c02e414867
PRJ-HSP,PRJ-HSP-SC-10,SPEC-1,DRAW-4,3.1,D-5-010,MEP,SEQUENCE,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b704a2a25405242189ac368067d4cb1edd3ba115a1e43961f19495dbb3f03385
PRJ-HSP,PRJ-HSP-SC-11,SPEC-2,DRAW-5,4.11,D-6-011,STRUCT,RESPONSIBILITY,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,afaf278922e4febb62b224fe7fcd323a5e9e5c6dec57c65d9a725b5c23eb52f6
PRJ-HSP,PRJ-HSP-SC-12,SPEC-3,DRAW-6,5.12,D-1-012,ARCH,DIMENSION,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,11360d04669f051c36d25d1ffc2149bfbbe789e8da2a66e861427ad73c564ed8
PRJ-WTR,PRJ-WTR-SC-01,SPEC-2,DRAW-2,2.1,D-2-001,CIVIL,MATERIAL,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4d2d13ab44226f34160f0b745192558895295d8bc96385d3feb5488338b883d3
PRJ-WTR,PRJ-WTR-SC-02,SPEC-3,DRAW-3,3.2,D-3-002,MEP,SEQUENCE,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0f100b411babb085e7eda886489c1579ff9cc49d8aa432dbed00b372da10fc14
PRJ-WTR,PRJ-WTR-SC-03,SPEC-4,DRAW-4,4.3,D-4-003,STRUCT,RESPONSIBILITY,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a8a3a416bf06190fa3b29ce4223e31be51c37527637c03e569a253f6c0683192
PRJ-WTR,PRJ-WTR-SC-04,SPEC-5,DRAW-5,5.4,D-5-004,ARCH,DIMENSION,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,85a6428a0ed51327922182aa82925f5d4283d19297dd5b74737d4ee3ac496f0b
PRJ-WTR,PRJ-WTR-SC-05,SPEC-1,DRAW-6,6.5,D-6-005,CIVIL,MATERIAL,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,642a5208479f9d71212cac26317938f4ea20940c7284604eff3c5f9a63471589
PRJ-WTR,PRJ-WTR-SC-06,SPEC-2,DRAW-7,7.6,D-1-006,MEP,SEQUENCE,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,540ed3ed4d838ee909382413b1d63bfccbb65850a5e4b7fa4783eac0f63d7a7f
PRJ-WTR,PRJ-WTR-SC-07,SPEC-3,DRAW-1,8.7,D-2-007,STRUCT,RESPONSIBILITY,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,fe8f49f50da06d0499a0e69280123aad0da7d0c10fae77dada491b7be2b4d6cd
PRJ-WTR,PRJ-WTR-SC-08,SPEC-4,DRAW-2,1.8,D-3-008,ARCH,DIMENSION,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8eea9792e651a77b7712105a0864de093b7c92e060c4f1decc1afc47af6d4034
PRJ-WTR,PRJ-WTR-SC-09,SPEC-5,DRAW-3,2.9,D-4-009,CIVIL,MATERIAL,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f14233401787752f02357657c9529c79f31d9e3f6d58391ebfc84edea5a7cd53
PRJ-WTR,PRJ-WTR-SC-10,SPEC-1,DRAW-4,3.1,D-5-010,MEP,SEQUENCE,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,08b4381f82f8c827f251fc6fd9830028bea7dc1db7b5b4527015d10c209b2ca2
PRJ-WTR,PRJ-WTR-SC-11,SPEC-2,DRAW-5,4.11,D-6-011,STRUCT,RESPONSIBILITY,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,cbf6db2b01ebad788cf729748cbc2fb55129e3d979e91c804a7ccdf38676f492
PRJ-WTR,PRJ-WTR-SC-12,SPEC-3,DRAW-6,5.12,D-1-012,ARCH,DIMENSION,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,04f3fe9adbf3e0b048763af7a65cc83b62b345e589ce62e77e09c987c67a9462
PRJ-RAL,PRJ-RAL-SC-01,SPEC-2,DRAW-2,2.1,D-2-001,CIVIL,MATERIAL,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a522052b4cb72fb7a5af7c5914a384363897406db0ace67bb82111ad2f0995d3
PRJ-RAL,PRJ-RAL-SC-02,SPEC-3,DRAW-3,3.2,D-3-002,MEP,SEQUENCE,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0258429d34c1adb7ddb8cc4047a7578526d83a1ae29c97a87325fca4d94aeadb
PRJ-RAL,PRJ-RAL-SC-03,SPEC-4,DRAW-4,4.3,D-4-003,STRUCT,RESPONSIBILITY,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,920d7bb3bfb71a0ee318db6cff946d3a4740bc59032dab2cceb9b5bbfc290582
PRJ-RAL,PRJ-RAL-SC-04,SPEC-5,DRAW-5,5.4,D-5-004,ARCH,DIMENSION,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1041214e1374570734f4d3c73e35a7c6cc31bd68d65520534d013c688462ce76
PRJ-RAL,PRJ-RAL-SC-05,SPEC-1,DRAW-6,6.5,D-6-005,CIVIL,MATERIAL,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8d37b658bd5b946dc5bdef17a72fa1c9ce1411832d886d1f7b080f3068b3910b
PRJ-RAL,PRJ-RAL-SC-06,SPEC-2,DRAW-7,7.6,D-1-006,MEP,SEQUENCE,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c983541c101064340cba3613cbcc45c67b43867eb2015875839637576151edc6
PRJ-RAL,PRJ-RAL-SC-07,SPEC-3,DRAW-1,8.7,D-2-007,STRUCT,RESPONSIBILITY,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a14001271282fa2fc0e87d61ce52f70eacb6920926caf3fb4626b2df14f6ad27
PRJ-RAL,PRJ-RAL-SC-08,SPEC-4,DRAW-2,1.8,D-3-008,ARCH,DIMENSION,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e14b6fda9377471e1ff6aa28951f51d49fe03f97a1d86dbe6a99f5226a26af39
PRJ-RAL,PRJ-RAL-SC-09,SPEC-5,DRAW-3,2.9,D-4-009,CIVIL,MATERIAL,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d6d69d16be7579103a7021756ec41d580bbb9b8a4e6ef43a39b4b056cd1a37d8
PRJ-RAL,PRJ-RAL-SC-10,SPEC-1,DRAW-4,3.1,D-5-010,MEP,SEQUENCE,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,225ae9cb99b61b5599e475af9380df9b9e0b51d612ad941f0fb30bbae7e26624
PRJ-RAL,PRJ-RAL-SC-11,SPEC-2,DRAW-5,4.11,D-6-011,STRUCT,RESPONSIBILITY,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,de7a95eeafd4ae9918320a2d0fceded6ac29e54a57305c5da5841fcfdb3c1087
PRJ-RAL,PRJ-RAL-SC-12,SPEC-3,DRAW-6,5.12,D-1-012,ARCH,DIMENSION,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2e9175064f929306af17bb68e04b9b6e3d1d94f68ca1967226fd001b6b65056b
PRJ-DCT,PRJ-DCT-SC-01,SPEC-2,DRAW-2,2.1,D-2-001,CIVIL,MATERIAL,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3cc179464e43d73c72f2d494e82063aa4557831c4f07bb52614410576614908a
PRJ-DCT,PRJ-DCT-SC-02,SPEC-3,DRAW-3,3.2,D-3-002,MEP,SEQUENCE,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,15dc3a836080443374b17f591fdd7f15984a047a244818bc4b6fc84eab03a7e2
PRJ-DCT,PRJ-DCT-SC-03,SPEC-4,DRAW-4,4.3,D-4-003,STRUCT,RESPONSIBILITY,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6d3249f177d0c6a6ec448399408cf0edf7cb6121896741b44dd412f586a4326b
PRJ-DCT,PRJ-DCT-SC-04,SPEC-5,DRAW-5,5.4,D-5-004,ARCH,DIMENSION,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,91ac85b36ca559689ed314a315818152ad4836801611c8b49c2440a61d935786
PRJ-DCT,PRJ-DCT-SC-05,SPEC-1,DRAW-6,6.5,D-6-005,CIVIL,MATERIAL,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d7269b599aa92e7b608066a1c72a1dc69b9b6181f2efc3d86b19d040a747d8f5
PRJ-DCT,PRJ-DCT-SC-06,SPEC-2,DRAW-7,7.6,D-1-006,MEP,SEQUENCE,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d69fec6835e720aaf44c4883a309e0ebf899210eea20e99efd60682765d8a424
PRJ-DCT,PRJ-DCT-SC-07,SPEC-3,DRAW-1,8.7,D-2-007,STRUCT,RESPONSIBILITY,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6be4869967c94c71bbd34b61569da5f62a565e6c574b1994811e522ecc5be931
PRJ-DCT,PRJ-DCT-SC-08,SPEC-4,DRAW-2,1.8,D-3-008,ARCH,DIMENSION,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,51fe02bd787389d1e7dba1b7d4832aab470d82ff34c6c45fe8981b024b47ee97
PRJ-DCT,PRJ-DCT-SC-09,SPEC-5,DRAW-3,2.9,D-4-009,CIVIL,MATERIAL,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a0830c9511137430107d87d0448886ac522d5bf8faef21e37de1903101a6f61d
PRJ-DCT,PRJ-DCT-SC-10,SPEC-1,DRAW-4,3.1,D-5-010,MEP,SEQUENCE,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3541947c1b2204e42c6b8ca41459b989c4cf5192dcc1b911ca6b97172dd6e8a1
PRJ-DCT,PRJ-DCT-SC-11,SPEC-2,DRAW-5,4.11,D-6-011,STRUCT,RESPONSIBILITY,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,97ee8ce102a65190912dc2e6bcde9a2463e6f6098d0949257cfe39cb117d8c52
PRJ-DCT,PRJ-DCT-SC-12,SPEC-3,DRAW-6,5.12,D-1-012,ARCH,DIMENSION,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ad9bf4262f5a2a957607d23ee1d8502ed7ffcaafdcbb375ea24d2f3d697ffffb
