project_id,period_id,leading_work_type,following_work_type,leading_rate,following_rate,catch_up_location,interference_within_project,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-HWY,P04,STRUCTURE,SYSTEMS,0.185652,0.152545,-17.108384,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,820a7cc829a46cbcbd8dec5996723546548badd7215ea2ce50398f13b4b58165
PRJ-HWY,P04,SYSTEMS,FINISH,0.152545,0.192825,17.525791,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,bc2c61681e09ddd343552fce8949439741a795dac43089c21c65001a2ecf6d62
PRJ-HWY,P05,EARLY_WORK,STRUCTURE,0.226039,0.202062,-34.287378,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8f8c1a8080839201c1e1d0bf2ce97fe46089affcaa250a99b3d22dfcbd4ce6c2
PRJ-HWY,P05,STRUCTURE,SYSTEMS,0.202062,0.149641,-11.536302,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2b9af30a65bda331ca91e6c7ff146aff30b54f0a74ee45d1736b2e403aaf28ba
PRJ-HWY,P05,SYSTEMS,FINISH,0.149641,0.21901,11.338677,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5c818aa1c1a498b225fc718dea54629982ae358bea63a4606f04ca4e5c14c675
PRJ-HWY,P06,EARLY_WORK,STRUCTURE,0.20462,0.184093,-33.032283,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,370af02b4dc42d7342112fecde3bccffa83aba04d2908fd4c664f03bf2e9782a
PRJ-HWY,P06,STRUCTURE,SYSTEMS,0.184093,0.16324,-28.821908,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,84859522e79e301f83d0d2f0d283200078b2263d2d1bc577a11c9811052fb85c
PRJ-HWY,P06,SYSTEMS,FINISH,0.16324,0.193288,25.201525,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8b258b8fa41151d05877257ba664cef6577e3387d7c27f8b3156e5de87f06b2a
PRJ-HSP,P01,EARLY_WORK,STRUCTURE,0.226191,0.169523,-12.179769,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,090652ab2b19e386029ad5932d396e56d35af3974b2a8f5daf924c809d890aaf
PRJ-HSP,P01,STRUCTURE,SYSTEMS,0.169523,0.145768,-20.804547,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,64ab48e32410bbe36a280f9e5e2188fb2adb0ceb7ff8cfa3863e31247816d0b1
PRJ-HSP,P01,SYSTEMS,FINISH,0.145768,0.171956,22.971266,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2d1f270202bcaf6c88b21dde8f10c6eca8d94869cb12007699a20d21a9f62c73
PRJ-HSP,P02,EARLY_WORK,STRUCTURE,0.20585,0.168088,-16.493085,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f54e69266e055f2ca05c489a53dda4f81c2170e6dac02d729a294eb85f5ff228
PRJ-HSP,P02,STRUCTURE,SYSTEMS,0.168088,0.146423,-22.720971,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6ce6b3c57f8d2996405624789a9e773edf18829e30803f866fdee1f53d65a7af
PRJ-HSP,P02,SYSTEMS,FINISH,0.146423,0.175174,21.411645,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,db16110ded86ce2dba44f54f4d2d62dca4551cea84fab64d6ab3d930392ce000
PRJ-HSP,P03,EARLY_WORK,STRUCTURE,0.193666,0.175089,-32.855152,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4f4be31fef25b76b22d65ed8d5802944df26c58bc0149c1d477ebb25aef6bed0
PRJ-HSP,P03,STRUCTURE,SYSTEMS,0.175089,0.155467,-27.745044,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ff254258d0feb6ab5b52568bea8f0f5a60ac29617aab26c75d2dc27e7d4c8380
PRJ-HSP,P03,SYSTEMS,FINISH,0.155467,0.175767,32.306994,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6f4d1e6eced8f0a9d45ee56c3da062b7a9f8b8149048536259101a6b0ad8a4a4
PRJ-HSP,P04,EARLY_WORK,STRUCTURE,0.184552,0.160872,-22.567575,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c152a0f97cbec59bce6837012ce9b36845591f803bfe337ddf3bc7a7472475bf
PRJ-HSP,P04,STRUCTURE,SYSTEMS,0.160872,0.147066,-34.274662,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,979a747c0fdffdf619e381dd181b4ef6dd2b373c8561f68c603a4a02c04ac15c
PRJ-HSP,P04,SYSTEMS,FINISH,0.147066,0.190036,15.609722,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,dffb4afa6e0a39dc49f4d13080a7a0806ef43d68487dcd776afe8463dce26f79
PRJ-HSP,P05,EARLY_WORK,STRUCTURE,0.230517,0.167542,-11.039066,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b7bfe3ce9c1380ad14dd07c11492beb3c5ed6774d549c5f0ad177ae2297290d6
PRJ-HSP,P05,STRUCTURE,SYSTEMS,0.167542,0.162518,-108.393876,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,bef1e5e0d51ca0eae3454e82e1b16fb4d105455b91233084d40a3db27d51fdb2
PRJ-HSP,P05,SYSTEMS,FINISH,0.162518,0.174123,58.523491,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9d76a534d8198a5264e40e37ea5f22b40be1c0e313c56bfe0a9673a724fde995
PRJ-HSP,P06,EARLY_WORK,STRUCTURE,0.211682,0.157563,-11.093478,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7d8283297ce173b52c80144153e0f8bdbef0a35d2acabeaf4dc2aa88e7cd074d
PRJ-HSP,P06,STRUCTURE,SYSTEMS,0.157563,0.158161,833.607099,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,66d39068941d5a8adea5d4353267a8b1c2869fff0d76ecf0273fa92418753ed2
PRJ-HSP,P06,SYSTEMS,FINISH,0.158161,0.198729,18.594756,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,695a457050c5de61b6f1b79c9b31406540172cdde1944f67937913ffcf9c1ed6
PRJ-RAL,P01,EARLY_WORK,STRUCTURE,0.226295,0.177183,-14.695443,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c55289efdb4a87bcba13e11cff98eaf151499e5d09277943952349c850687ed2
PRJ-RAL,P01,STRUCTURE,SYSTEMS,0.177183,0.143686,-15.200909,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b74ab503d80aeb8133ba6ffc9ec9f8ddf84cb34d2d11abe1d35815f23efc5757
PRJ-RAL,P01,SYSTEMS,FINISH,0.143686,0.180756,16.815255,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,48381cf0d821d97275525eea7449854e15b697da167feb3e84baa578879cdf2d
PRJ-RAL,P02,EARLY_WORK,STRUCTURE,0.227648,0.171586,-12.541482,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,505609dcc70f4bd03d79b1eb73c191aa4c913f593c970996fcb905ed396110c5
PRJ-RAL,P02,STRUCTURE,SYSTEMS,0.171586,0.164843,-83.892542,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0f1cb910ca6eefea39983269b04e4782f42a70a09857da03ac1cb86f0f0536a5
PRJ-RAL,P02,SYSTEMS,FINISH,0.164843,0.20284,21.119204,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6242b5c38eab62f27da929257ee2605c0d3bae36dc61b70bd05c19543bee2464
PRJ-RAL,P03,EARLY_WORK,STRUCTURE,0.211609,0.17021,-15.660612,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4616c907fa297b260f5068ea47f17bc4632a5b56fb40f90cf6a5334b8bd79acb
PRJ-RAL,P03,STRUCTURE,SYSTEMS,0.17021,0.126391,-9.819092,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8b5721e6ad4ecdd59bfd029caa478bcd1f76dda2f04185e39b004f12e7dc17dc
PRJ-RAL,P03,SYSTEMS,FINISH,0.126391,0.182753,9.835749,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,bcbaa152cd3201fd88389a214098eb8ee663fa8f7c66efd7bd58d7c8a0325b43
PRJ-RAL,P04,EARLY_WORK,STRUCTURE,0.18801,0.173574,-40.689864,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,833d213bbde57501019fe8f837c1df69cc34daae181f36ee8d7769a735c362f1
PRJ-RAL,P04,STRUCTURE,SYSTEMS,0.173574,0.151017,-23.241666,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a9e02ffdead35e3c05d27d9a751bf5619bbaae139749053eadf4869c8672f83b
PRJ-RAL,P04,SYSTEMS,FINISH,0.151017,0.190092,17.632193,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,901745586c773ab74e5847989e1f93a71dc39f2fbef4cc41408a31e99f1d3dbf
PRJ-RAL,P05,EARLY_WORK,STRUCTURE,0.218409,0.185995,-22.55898,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d49c1119e4004c2db41884959f2d7aad364daed43b6c6f1c6362d0da2d839fa6
PRJ-RAL,P05,STRUCTURE,SYSTEMS,0.185995,0.159432,-22.326602,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f43e8a7d97d33f554316e5615e120df72c48fbf2df75af3d67274da86668eb69
PRJ-RAL,P05,SYSTEMS,FINISH,0.159432,0.186191,26.623874,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,180ac13e81b7db9717bf09aa5f1c66cdf4773b7e03a51150ea2ca275098fa5ba
PRJ-RAL,P06,EARLY_WORK,STRUCTURE,0.192772,0.175556,-35.385133,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1c0e3ee6ba202ff91c169b311edf8eb56264b8d5734784e70f86f7a706063595
PRJ-RAL,P06,STRUCTURE,SYSTEMS,0.175556,0.147489,-18.450495,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2e83812e2c145146645a7d6d2bc64a7ace7991c8d6e380a66f6a471c820a8bd2
PRJ-RAL,P06,SYSTEMS,FINISH,0.147489,0.211527,11.692324,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3371e2e37f15b359c0cbb0e5f3191483c7ef2a47d073f4bf83defcfcca7779e1
