project_id,time_step,agent_id,state,demand_units,delivered_units,inventory_end_units,effective_capacity_units,lead_time_steps,decision_rule_id,rule_branch,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-AIR,3,PRJ-AIR-SUP-04,NORMAL,5.613941,5.613941,14.663374,8.0,5,RESTOCK_AND_PRIORITIZE_CRITICAL,NORMAL_FULFILMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9e5d6ee6b9fa8c312dd95c7d14393d4e45118eeb7f458583581f6e7335d2d1bf
PRJ-AIR,3,PRJ-AIR-SUP-05,NORMAL,4.652299,4.652299,23.960819,10.0,2,RESTOCK_AND_PRIORITIZE_CRITICAL,NORMAL_FULFILMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b05d1724fcab8b3eeb6fe50a4ded2099cd53b07062abca8e33a634f91a2a75b9
PRJ-AIR,3,PRJ-AIR-SUP-06,DISRUPTED,6.215344,5.4,29.250558,5.4,5,RESTOCK_AND_PRIORITIZE_CRITICAL,DISRUPTION_CAPACITY_REDUCTION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9d835502dcc4264b6372a1638749022ceed6edd9e32c4143c3259ca62289cbef
PRJ-AIR,3,PRJ-AIR-SUP-07,NORMAL,3.988257,3.988257,23.446365,8.0,4,RESTOCK_AND_PRIORITIZE_CRITICAL,NORMAL_FULFILMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ecdc29e0eb38e22074dc9deb55bea647491ddf55d70b35eaaa0185108b2d1933
PRJ-AIR,3,PRJ-AIR-SUP-08,NORMAL,4.472163,4.472163,25.347859,10.0,5,RESTOCK_AND_PRIORITIZE_CRITICAL,NORMAL_FULFILMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,cb33d0d1477df9fc314d114d84775b12afeac088f6da38ad0ad821896f6d4305
PRJ-AIR,4,PRJ-AIR-SUP-01,NORMAL,4.039402,4.039402,19.584765,8.0,2,RESTOCK_AND_PRIORITIZE_CRITICAL,NORMAL_FULFILMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,32b3dde987ce8f6d54cbea9b72d7dd0fc152659ce84daa1dcb7e41afb05082e9
PRJ-AIR,4,PRJ-AIR-SUP-02,DISRUPTED,4.162013,4.162013,24.243802,4.5,5,RESTOCK_AND_PRIORITIZE_CRITICAL,DISRUPTION_CAPACITY_REDUCTION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5646493625ee6a543f521b521f5db1997ab15b92591c7f26d51e17de14958a63
PRJ-AIR,4,PRJ-AIR-SUP-03,NORMAL,5.259858,5.259858,30.149093,12.0,4,RESTOCK_AND_PRIORITIZE_CRITICAL,NORMAL_FULFILMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e06979a72fb45bfede4766d43828cca1c0729a1dc218293097568d6d97a28362
PRJ-AIR,4,PRJ-AIR-SUP-04,DISRUPTED,4.798032,3.6,17.063374,3.6,7,RESTOCK_AND_PRIORITIZE_CRITICAL,DISRUPTION_CAPACITY_REDUCTION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1d38a40511d65f94450f8e77a82de993dd275d96f6c8fe0ec3099baadb135d19
PRJ-AIR,4,PRJ-AIR-SUP-05,NORMAL,5.413602,5.413602,26.047217,10.0,2,RESTOCK_AND_PRIORITIZE_CRITICAL,NORMAL_FULFILMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0c0b8f33f1e856423ae8ba87d7bccb1ec4b29453aa5345445f82be67dbd82810
PRJ-AIR,4,PRJ-AIR-SUP-06,NORMAL,3.50067,3.50067,34.749887,12.0,3,RESTOCK_AND_PRIORITIZE_CRITICAL,NORMAL_FULFILMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4ac3acf2c303f50bd259de2204cb001cd5ee23c377e89a6f7a16e950e2db1210
PRJ-AIR,4,PRJ-AIR-SUP-07,DISRUPTED,5.685252,3.6,25.846365,3.6,6,RESTOCK_AND_PRIORITIZE_CRITICAL,DISRUPTION_CAPACITY_REDUCTION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a730900a05d9c9af41a32c77a5ff5e64e05a3924bcf1029d3a24f172807c5fcc
PRJ-AIR,4,PRJ-AIR-SUP-08,NORMAL,4.647171,4.647171,28.200688,10.0,5,RESTOCK_AND_PRIORITIZE_CRITICAL,NORMAL_FULFILMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9ed0d85bcaa234a94a76e609007832b9396d18513b5157aa9554cdf3b51e8133
PRJ-AIR,5,PRJ-AIR-SUP-01,NORMAL,4.671437,4.671437,20.913329,8.0,2,RESTOCK_AND_PRIORITIZE_CRITICAL,NORMAL_FULFILMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0cf06595f7b3f36a0181753e5a943f2f51f4334927d6c19f8869e804329194ec
PRJ-AIR,5,PRJ-AIR-SUP-02,DISRUPTED,5.219538,4.5,27.243802,4.5,5,RESTOCK_AND_PRIORITIZE_CRITICAL,DISRUPTION_CAPACITY_REDUCTION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5f2a53cd8aaa5f1889faf8fb4351fab749311ed34ba148ba6414f73fb6b2920f
PRJ-AIR,5,PRJ-AIR-SUP-03,NORMAL,3.857392,3.857392,35.291701,12.0,4,RESTOCK_AND_PRIORITIZE_CRITICAL,NORMAL_FULFILMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a36e92bda913722b68d721559688d23f7454e4e5766050f92a0eb434d2b92f97
PRJ-AIR,5,PRJ-AIR-SUP-04,NORMAL,3.38598,3.38598,19.677395,8.0,5,RESTOCK_AND_PRIORITIZE_CRITICAL,NORMAL_FULFILMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ac082745b6de218b37aa9bb7764a5ad202369fa91f78f1151429e4187d0eaa94
PRJ-AIR,5,PRJ-AIR-SUP-05,NORMAL,5.990284,5.990284,27.556933,10.0,2,RESTOCK_AND_PRIORITIZE_CRITICAL,NORMAL_FULFILMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2a258c1a30b10e4f148baf92c05f7ead673ff4d844cbbba4b06e5ad9f164bb6e
PRJ-AIR,5,PRJ-AIR-SUP-06,NORMAL,2.574431,2.574431,41.175456,12.0,3,RESTOCK_AND_PRIORITIZE_CRITICAL,NORMAL_FULFILMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,046e8494ba558c9983160507fa67a99ff4b38da94bc85ccbf660ec164d9645e6
PRJ-AIR,5,PRJ-AIR-SUP-07,NORMAL,4.87729,4.87729,26.969075,8.0,4,RESTOCK_AND_PRIORITIZE_CRITICAL,NORMAL_FULFILMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,586d87f2e0b934107861f6ee92efcbf1b00acd20e592eb1fbb6ce5431445d27b
PRJ-AIR,5,PRJ-AIR-SUP-08,NORMAL,4.776143,4.776143,30.924544,10.0,5,RESTOCK_AND_PRIORITIZE_CRITICAL,NORMAL_FULFILMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f15bedcc50deb5cfb003fa833137853e0aa15b8c960bb25faa20182ee27ff21c
PRJ-AIR,6,PRJ-AIR-SUP-01,NORMAL,3.909414,3.909414,23.003914,8.0,2,RESTOCK_AND_PRIORITIZE_CRITICAL,NORMAL_FULFILMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a46a76f8554f43ebcb05b7d67e4025f1d4e43a9ac0abb349a37c752480f82a8f
PRJ-AIR,6,PRJ-AIR-SUP-02,DISRUPTED,4.248082,4.248082,30.49572,4.5,5,RESTOCK_AND_PRIORITIZE_CRITICAL,DISRUPTION_CAPACITY_REDUCTION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a5dfcb1261a853c5aaa4a3a8a6daa7823d42c77f2d96e8b23192f6ed808dc442
PRJ-AIR,6,PRJ-AIR-SUP-03,NORMAL,6.366543,6.366543,37.925158,12.0,4,RESTOCK_AND_PRIORITIZE_CRITICAL,NORMAL_FULFILMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c359092903989234c478de2f17a2272f83cecd2ef2211043d06646bbbd8d7cf1
PRJ-AIR,6,PRJ-AIR-SUP-04,NORMAL,5.485205,5.485205,20.192189,8.0,5,RESTOCK_AND_PRIORITIZE_CRITICAL,NORMAL_FULFILMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,dfdd2b497981a46d71044a98b432bc7f478ac679957ada4f782739e424690591
PRJ-AIR,6,PRJ-AIR-SUP-05,NORMAL,4.815559,4.815559,30.241374,10.0,2,RESTOCK_AND_PRIORITIZE_CRITICAL,NORMAL_FULFILMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d0faf7adcbcfbd4ef4a2ce8f92f1317709bacb79e14714be991a92b8af4e2cee
PRJ-AIR,6,PRJ-AIR-SUP-06,NORMAL,4.820621,4.820621,45.354836,12.0,3,RESTOCK_AND_PRIORITIZE_CRITICAL,NORMAL_FULFILMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ecc3d93a28c3f35e4dad7c168c111da9a2889a77b479143e18cbc2bc5e473c22
PRJ-AIR,6,PRJ-AIR-SUP-07,NORMAL,5.999215,5.999215,26.96986,8.0,4,RESTOCK_AND_PRIORITIZE_CRITICAL,NORMAL_FULFILMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e921bc3f23c6354eca22b0c1c88bd8596a1215660dedbcb812028ff1573c6c49
PRJ-AIR,6,PRJ-AIR-SUP-08,NORMAL,6.29861,6.29861,32.125935,10.0,5,RESTOCK_AND_PRIORITIZE_CRITICAL,NORMAL_FULFILMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,11467955df2e3183ddf1874c26afbe54fbe78926c21ca4e570336c59ebb3cd20
PRJ-AIR,7,PRJ-AIR-SUP-01,NORMAL,5.327401,5.327401,23.676514,8.0,2,RESTOCK_AND_PRIORITIZE_CRITICAL,NORMAL_FULFILMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7ab95b22af61af2c08fa94c284608e2a576032ebd5f175b5623462929197cd95
PRJ-AIR,7,PRJ-AIR-SUP-02,NORMAL,6.331883,6.331883,31.663837,10.0,3,RESTOCK_AND_PRIORITIZE_CRITICAL,NORMAL_FULFILMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1ea9dfd073aef22bb09fb12ebb829a0fc5209873d0d5108d2ad1102948722cd3
PRJ-AIR,7,PRJ-AIR-SUP-03,NORMAL,5.561242,5.561242,41.363916,12.0,4,RESTOCK_AND_PRIORITIZE_CRITICAL,NORMAL_FULFILMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,685069cdac82e395b9cb4ac10a01d8af09fc470e1ba014c7ba49bec4c3688838
PRJ-AIR,7,PRJ-AIR-SUP-04,NORMAL,5.244717,5.244717,20.947472,8.0,5,RESTOCK_AND_PRIORITIZE_CRITICAL,NORMAL_FULFILMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,20d56a086e339e26224f09e22d74fbec87397b74fd235481cd348137772656d6
PRJ-AIR,7,PRJ-AIR-SUP-05,NORMAL,4.108167,4.108167,33.633207,10.0,2,RESTOCK_AND_PRIORITIZE_CRITICAL,NORMAL_FULFILMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7911f50281e1b7bc763038b1bc49635a68b62664c591ee07ea0004e0b2edc3e6
PRJ-AIR,7,PRJ-AIR-SUP-06,NORMAL,4.234013,4.234013,50.120823,12.0,3,RESTOCK_AND_PRIORITIZE_CRITICAL,NORMAL_FULFILMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,07d565a47cebe472e775be21bc16a0390b0db0eca8ff6ef31855b95e1c2ce00e
PRJ-AIR,7,PRJ-AIR-SUP-07,NORMAL,5.588516,5.588516,27.381344,8.0,4,RESTOCK_AND_PRIORITIZE_CRITICAL,NORMAL_FULFILMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d1ff820272175a853921320c77e3c237c3787bdf5461bb202d385177150900df
PRJ-AIR,7,PRJ-AIR-SUP-08,NORMAL,6.192996,6.192996,33.432939,10.0,5,RESTOCK_AND_PRIORITIZE_CRITICAL,NORMAL_FULFILMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8e1fa68cd53cf5dc49970876417ed9cc586193c5de939705f351e3483420f5d4
PRJ-AIR,8,PRJ-AIR-SUP-01,NORMAL,5.095343,5.095343,24.581171,8.0,2,RESTOCK_AND_PRIORITIZE_CRITICAL,NORMAL_FULFILMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,cc279fc27b5683e6d445b8559d2a7261e7652f1249d60f4b3c01cb90b57591f5
PRJ-AIR,8,PRJ-AIR-SUP-02,NORMAL,4.602383,4.602383,34.561454,10.0,3,RESTOCK_AND_PRIORITIZE_CRITICAL,NORMAL_FULFILMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,37e041c43faf02e0efa7686be688af29055755eeb41d1d0c1e1fd46212b36f05
PRJ-AIR,8,PRJ-AIR-SUP-03,NORMAL,3.238354,3.238354,47.125562,12.0,4,RESTOCK_AND_PRIORITIZE_CRITICAL,NORMAL_FULFILMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a301db217e12f4ccafad18e171d766e7682e1e4ca949e9a9221bc814403fd1e6
PRJ-AIR,8,PRJ-AIR-SUP-04,NORMAL,5.572954,5.572954,21.374518,8.0,5,RESTOCK_AND_PRIORITIZE_CRITICAL,NORMAL_FULFILMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,74fd3aa5297b7ab99817cb440581803dd1971efc53eba7ad1674245301c1537b
PRJ-AIR,8,PRJ-AIR-SUP-05,NORMAL,5.600779,5.600779,35.532428,10.0,2,RESTOCK_AND_PRIORITIZE_CRITICAL,NORMAL_FULFILMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,85522510e06854fb3d370c7f1a3d7de7e50bbe503c0eb20abfc1088a9020e62f
PRJ-AIR,8,PRJ-AIR-SUP-06,NORMAL,4.885774,4.885774,54.235048,12.0,3,RESTOCK_AND_PRIORITIZE_CRITICAL,NORMAL_FULFILMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3886968cd10a7270d9c741fc79786ff0b98b63773fdc9b772ba2d7c6221a33d0
PRJ-AIR,8,PRJ-AIR-SUP-07,NORMAL,6.800152,6.800152,26.581192,8.0,4,RESTOCK_AND_PRIORITIZE_CRITICAL,NORMAL_FULFILMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,17ff6d6e125c898e5ec9229992ab77cee00d2c7f512ddde87b8b928e928d3e65
PRJ-AIR,8,PRJ-AIR-SUP-08,NORMAL,6.313531,6.313531,34.619408,10.0,5,RESTOCK_AND_PRIORITIZE_CRITICAL,NORMAL_FULFILMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b8204f0b06ddcddf6a0de3672866918e49aa61a1e0cfce05b4836fadb3172c62
PRJ-AIR,9,PRJ-AIR-SUP-01,NORMAL,5.461565,5.461565,25.119606,8.0,2,RESTOCK_AND_PRIORITIZE_CRITICAL,NORMAL_FULFILMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,dfe37cfe7197f121427fd5cd8b1f1107f72db2b7dd7f3b873b6e29d8cd9b7a69
