reference_project_id,known_anomaly_label,anomaly_reason,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
REF-0013,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,79fd70bfee69a7c62d8e0bae9b19d17043f2bf367bbfcac66d2fda7849cae55d
REF-0014,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4866e8697431ca6b5366f498b5ff7e9ed2b8643055d5df35a2c3b8c7e275bfa8
REF-0015,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,22cee1c7ce9e61bfd9fb6850df75cd3561b98516416b4b61cce35ae4aa309885
REF-0016,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6dd83dce7acc7cb83bac00d6ea3513147293074db787dd2cda2d8774e13f59b2
REF-0017,True,INJECTED_EXTREME_OVERRUN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,fa3c4a28c97d6369d6fbfe94d72daa65146729f6da189d91bc84e320b6ad7db7
REF-0018,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3cf309dac2507c79ad66c3401d09139a8fc2130de45763c089372731ab7cbbf5
REF-0019,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0f967cc838f1d682c5046c0fe089acea77aa45c65a4cf3f6102ef977adc6f6b9
REF-0020,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1e6a0346c2435ecda74bc60096ecf9378c94b32f401b30c58dcb4d81ef0986e9
REF-0021,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,74faee8f1c867aae9620e49d999c6f7f220d271767cd8305693435e8b5e64f0f
REF-0022,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,11933353a34631f066622e39599037d6218a602c819fc2d2df85ccfb5dcbc3d7
REF-0023,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0053c5b78fc73a790f3fd8bbdabb2f963b51220e81322bcc30524e42e4f964ce
REF-0024,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,cd4f41746b46aea6f5d0ed57cf545340c5787f54f3b477c482eb29cb32796eaa
REF-0025,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6ec58386c112b5ab81480ec4fb8227dda16f591abc90a878aecc7ac2ddf05244
REF-0026,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5954c61f4c1cfaaeb857bb8c5ed93e1b409426878673c7277c2d4d14dd6252d0
REF-0027,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,dc1cec779c8a0e1a68a0d98c9b583fb59c81dd8ab8ccf0241c86c2aeeb66eed8
REF-0028,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f794426e0d7bcd96b3ccd37580fdb29f73ac22d4cf0d14eac2c2b1b400730006
REF-0029,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b037350af542eb3c674221352719c1fc29a9f2cd345c5f99c10b9140748490a0
REF-0030,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7939285f9b882845f0b1a3fb2ba05fbbf4e0735f9835e1e2af66b8a889528716
REF-0031,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,010d72bd7a2d9de770dab9a13f9041053cb8f3332d92db6da0189822ca53469e
REF-0032,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f32ecfe661075e7b4f2eac648eb9e47299ea8e48d1c72e14c7b07edda17f3903
REF-0033,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,20fd815884a6c1c06c1647139db167735e776526bbe3436e9555891dfa369662
REF-0034,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,463f9dc0a92bb709b325d9a792ddee2aadc096e54f974d3c03758de031a2c73d
REF-0035,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,468c094793def0cec2bdb7219ce752c9226dd12bea7cfc1a41684b4cf82cc9c8
REF-0036,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,27db23be400871ffd2a3f7d8150ccd83e7d61d4b383eec7f364f818ed3d9ca78
REF-0037,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,bcad8fc8a7a5c153adb0c3fcdd30c8e82f2449aaec7b0de4d6f11c27a45432c7
REF-0038,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b52e912f04dffadd3e535ede4fbedfc5501e5208e57a143e8dc6f0aba9b0a027
REF-0039,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a8ac9a48355d3bcf07c71de5cbfbec10de976ec27f8659edd447fde830b95c79
REF-0040,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,00af1206d5303032a6e3347ee9cfb65fa96d171ddc66251700e575d9e62ef0d5
REF-0041,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,34d050275dc4be3db3c7f8e72521a35b5266dc8462e63ffb36a066aa4a004128
REF-0042,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,494b6d4e485efe3e4d132adaefad5aac9a2299f8d21b6c46e7d85e51214b9529
REF-0043,True,INJECTED_EXTREME_OVERRUN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d626582b94746ef3fb601f39fdf438432aab177e16c50930fd404b0a5d6e9b23
REF-0044,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3552ac7cd75bddfc1985400c94ec420c25b259e96373b6b89564e64f87b90618
REF-0045,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d92f27165ba612bc75776c952086df07f51596380e905714b1ed4cc9fb1f3011
REF-0046,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,decc0e27c88274f59495b70868c170b609affe45e1d34c4f77fb0c8e53f8dfe6
REF-0047,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4fd9d9fb119eb37f32f8ad27fa2497075c018be4ed1e923c212b6fa3e18647c1
REF-0048,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8a47b0964d70fd33765f1057b6e99d0d2d395b6b5ed2f1fafa49da635f8e8dd6
REF-0049,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,509c6bdddf4e1a8dc06f472bb70f9d5468aaca0afbb8511fd2f99add74d41907
REF-0050,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,09daa83a48368f59e2bdf1138bee30346704c4b1e1e51739cfb2fc1b7b9e29c0
REF-0051,True,INJECTED_EXTREME_OVERRUN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,aae708c29cd0a70a4ef01fd94f12cd4f5c7f7d2638b17a30ccb138f2f93ee92c
REF-0052,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,bf98f672aaa79387624233c08d35c0638748c047c605eedf568396e11a8417b7
REF-0053,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,72b3b534ca794a5b851f6e33fab7bf643ba54fe815349379750f3a07bf8edfcb
REF-0054,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f23ef984a5f3d4cd368f8ccd4ba0ab53a9dc376e68cd2a9e1681312b1064803b
REF-0055,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2bbea839d2f8458fd6b2749770c15a1fbc55fa493686658e773de78a55a96fc8
REF-0056,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,612af10814c03c1c44c86003cc4bc9c5f954762188a715169e319e3e72f21c81
REF-0057,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5df51708bb522fb4f585b3138ef273ed2cd291bd424236a251a8be041d927c71
REF-0058,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,31fbcc16a566c291e66101cdc09f7176f6f8232307f08943370725403ac8c8d8
REF-0059,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d0c76b9ddf961ce9b2b8ffa712b1bbb65802ddfd9ae0c69ec7e2588168b5865c
REF-0060,True,INJECTED_EXTREME_OVERRUN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f57ae02a7804c1fcbfe806d0aeaf048a3df08b0cce37a2a6ad645518dcd14fb2
REF-0061,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0b4dd1f6a9cbabbabc9df9c1eb32ef26ef556ad3435581ed98ae1ad3bd3f58ad
REF-0062,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,db8eb72c394019e5c17afde94c9e9504539765bfaa0dbc9d4b6a84a3476ecaa4
REF-0063,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b34e000300c14d659da48642203d42bde5ab26573fd5f9fe3372dc8ac9baffbb
REF-0064,True,INJECTED_EXTREME_OVERRUN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1c45a860150fd050e7e20f3071b1cae08c87e7b7be22c6e8d89d4808cbb57170
REF-0065,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3a0e4c5bbbb3817fe746ae1217147f9954b501ecae37373753b2966051dfa46a
REF-0066,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5e222aea895e9248471703a7f40c98870252ea607ed1a6d7099a5dc69536e6fc
REF-0067,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c4d6871b2b0603a5b0d7b4374db4e779af992723bebc69586dfea8a12c26c4aa
REF-0068,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4808807b928240f5be1d1fa387cc22e69dce3f9ea76bafa709d2a98ac58c6ac3
REF-0069,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b50bf54b234afda8b2a2abfb29ab148c26b65679764645eb64fad88fc1c197bc
REF-0070,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6e8165dcc5373b5a99d4e7277ce09cb6207a265c328d7d5a970a0a68bf6b7edd
REF-0071,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,627b040f0b42ff72e8ae53618ee455f6ebe38f0f495aee11fd70c3688e606e8f
REF-0072,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e3103cefbce91c1053327d12c49d66eb7450f6df0ab6590d969a9128005639ff
REF-0073,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b4c2b1b312b87948766b76d964190c2daea0c3962297b4ab68424a383a75f39f
REF-0074,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,bddde18222aedd71ad38223e88d86e0bd0b5c9b7468f869b9dbf703afa2d78cc
REF-0075,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b08336f4df176316d7fe09a302e0aa305f2e28f9dea4d37af76037ddca0ea2ab
REF-0076,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,96f16b59b1c494da2669e55b71eb74dfb605697b23e401beaa06d42e311e0d84
REF-0077,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c423233aac589e67ea3787a14e83231f1ad025b8c0978300f5f3772515fcb214
REF-0078,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c1101a0eed17dd2f75fc37f2fb68ae196f0e923ee6529e6f6b9d0f8e61b611d6
REF-0079,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7b8d90268416162b697474593a812ea6ba6a2e870267073037b625bdd2a892e7
REF-0080,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,68999802062c93e32f7d4cf9906306da6c15f61052b745e2f176a4c4d80170b1
REF-0081,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a684e02dee6d94bea3d7dbc7c66793743d4bed95ec79caf40a3876363d5d005a
REF-0082,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,87a14ffa5732eb2d51bbd15b0bb170be4b80c13ea970d80f1fd786d5f2246c46
REF-0083,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ab3476bf45e4fc8a0ba1d60cb539ff06826b809b311ca718b55b38adc3da0059
REF-0084,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1c886851ab42b90830fbf281e53cbb84f692d8c39391f1bae1096afb019797aa
REF-0085,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2cf986f11b0fc85a04f5cdd8abec66c80a1b8254635c47ed8b729d5494d52c94
REF-0086,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9f2a08f452331c10d1931609103c9b921755a77f39fdbc3d271d076edde467d9
REF-0087,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6f7dee490c9cfa4d0f9aba4c28d39b121b018d6f55bb202f8c663d2c24d30073
REF-0088,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,213c8da62a2a01444b8e81b56fe455e5b12a5e8644bd558cf01a50463472ebec
REF-0089,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,bda9745c672914dfab9aced3c6e5377ce5caa951136bcb0165348b3f806bb453
REF-0090,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e149ddd206364fc1da464433de59488420b5a7a05cad3dd7dfcd25dcf18a3bf2
REF-0091,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2f4af247ae00855d4db471d883e8fbf833c656683bd65d0afa840e8e002fc1a5
REF-0092,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c2631dfc9337bcde587045a72fdd5b1d73338355b388a5ded2c2911b7f9d77fc
REF-0093,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2592eaa90ff18d3859e8bd1c8a1e6cf6ff7ee3acfe43fbab5e60ab9371ab1ba8
REF-0094,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,35b3e660fa1b42260aef095f5ead8e51a43b509d64aa1dc8351bfdc03a096c86
REF-0095,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c61071d353d0ba5777880bdd89627dc77d3308120a98b0a25daf2ee35089784b
REF-0096,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5419b9a87a368c9bb457dff36701da94acd488cb64259c575e4d698acc0ce5d5
REF-0097,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,74a44ceb23079e57791a44585fd7d0af6f3a9db8df942377768e1725fb19527c
REF-0098,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,34877785b28f22ed3d63ea43432d5591f7cdbab34a783c36468c0820d8fdb57b
REF-0099,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ba5f66a1001dd7f151e05f1384f715c8f7886ab21bb7bc295ae6cdf172326fee
REF-0100,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4a45e5c00f0802d3750e9e68f9fee638b2d6e6460754dfdae6d0d892931ecdb3
REF-0101,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,47274433bb142e229345d2de78971eefb6213dea2569d6f218bde99feb73aadd
REF-0102,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a751dda012494abad8f4623b14c9f291127099e947ee5d41898a0d95edc85cbf
REF-0103,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,678ae16b914afac85c9b27a54965d8eaa34497067ed14d0059d0d6f3c2cce5fb
REF-0104,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,83c0767e4089192db60c80bd2beb372350ecf7edb3da33dbf1b62fd4c75e24e4
REF-0105,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e01806684617f8a452a779c576f24868e32100d36744fe5026140d0f2d674424
REF-0106,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ffaa43caac2942872ecac2cac0a7a05705ee74923adc57668fc309bf21a8537b
REF-0107,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,30d386d09d664afd6f2d185b07a77f7c7cc95549ba73db81200649856811d3bf
