reference_project_id,split,split_unit,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
REF-0014,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,09eff136d20378ef619d1b3a64c0d98a47c12130f7c57ed772a9e1a3eb34d8a4
REF-0015,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,bb484c94244e3ecbfebabef2e87949d1adb8e5bd364063640d8f432b80447526
REF-0016,VALIDATION,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,45c137958cd225c8705601a8af03a21a464eb906c6fc5e0ad2f2c35a89c40fc0
REF-0017,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,635cb125a3a87a8a468b067d059ccfa9752860745dfc5cdbe3e88bdb2e26730a
REF-0018,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0ea9325c737885731ffa158da300f6267e1c3d1a533990b0eb6d4bfc13633d11
REF-0019,VALIDATION,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,cafc95ed09e0e91249ab72eb5cacc08238635b3e6c64e3a0ec44299ef7b95b44
REF-0020,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,da791cd7f03100a54420cf0a76b67cbee6a1b3c08d21cc8ec6274e2045b69f6e
REF-0021,LOCKED_HOLDOUT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1becc73c873dadbfed247321adddb7cfa5cb0f122a809f28df6a70fa7d3ace2d
REF-0022,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,cfef446355ee4a1fadaba7cd2929b6d65fdd7ea04cefb5e86cb77b5243f12caa
REF-0023,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,61bfc8dba0fcff811280749fce2cd7a22fea5bfb935f054cb469950630e39823
REF-0024,LOCKED_HOLDOUT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4ec541b43de2f56cf712c93db6c9de6d26c0dc413677d277dcf0560e50f822a2
REF-0025,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2e3ce4f913390db8cb4c688536582ac1c762d37b1d8b64a7bbd0ac3f107302ea
REF-0026,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6ce555799ece523710ac08be25cf8bfb227b950bb084088923f60ccd87530ed0
REF-0027,VALIDATION,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e5ec730d362ff9526763500ab60ac1d7784ef56302d9fb96086d2fcbfb19e18f
REF-0028,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ac0cf7a7a28cb8f341c89a589892842776ba77a44bf41a2a265db9c9372857a1
REF-0029,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c6b0a047c4372d116e9e6a9b588c7700470e4980ee14c18cafd467246ac24f0c
REF-0030,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,61d6f6fe06891d5f9abb19ea6ea95f6d705cfa377a8b8e2a1dba7b66a137a237
REF-0031,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,50350b4c0aa294bc664731d9ebc5c1ada9ac9afbcdcbc87894c168905ba722cb
REF-0032,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a51089be737f628a6613fc9b1dc3b23ef55ea359ce9b41dac403fc7f5ce45b7b
REF-0033,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6cc0fac7304903dd51082af7ec9a04d3bd60bde6879a53e91b7bc5cab5c2ea1d
REF-0034,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,165a836f310bb056009e7ee0a3e59c4a59288412cba60ed9f24e146483811750
REF-0035,LOCKED_HOLDOUT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,27f2602825a9d5833c7dbd73c4f0d47cc2ba314e446fd3d060dd7fcb5dc59331
REF-0036,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8c7d496d59dd1ae5fbb89c17d1ef470540eefe5fe7b13e65441fea45cc9375c2
REF-0037,LOCKED_HOLDOUT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,eac21f465d13fb85da506a4505dedf2ee66bb6c93f040095fc0c6b6199e0e3dc
REF-0038,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5322f32a5ab4b173c6af03398bb828865a39d3e3eed12650fcd59ea099524bb0
REF-0039,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2b7c1392163fb8a0be770e64f8bb7a44ced3249198c3a329fa2659ec8791d247
REF-0040,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2e16c71a913c6b8e6f2d3c74b5317822bb80e62069f09eebcc40d27e53d828ae
REF-0041,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ac32b043cfdad5cc160e90a617dbcadb8e9bd9c26a6973a742709ad83e3d0ac6
REF-0042,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8bcc700a75168123bdca939bc5e8c844775574eb1b74a97ca6f36972e07d3668
REF-0043,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,24df2aa263f2b00cb73800a50c78a6309c0b359733fc21fb96fe707a58bb47f4
REF-0044,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,aca3cf858fad688a1d38841d66a2bbd4a98225b230d6beb248b684d13a0669f2
REF-0045,LOCKED_HOLDOUT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d2e3fde9d0eabcbd75f3cb263e87092ba51ee0ce858df20ebf7e30ef5ef1a5f5
REF-0046,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1bb4059140e8dc7575d5ae8a64c34c285eeaad683f7abf691269449b1ddad567
REF-0047,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7efc9da00b0534a88fba66920faed3234157f6c696c13030555a3ef81fd1409d
REF-0048,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f9fc3d3850e65c3051d87dc96bccd274619a85a6275eccf4f26f03bf79392add
REF-0049,LOCKED_HOLDOUT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3d73c4ea95cbdb692dd5834515ff76b41dd626a24908d48b5b87f2a546207011
REF-0050,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,219e7413b021645ee4cf905116c6d6ab0ead93b39580690f791faa14c242d436
REF-0051,VALIDATION,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,19beb7ef51f8b9a95d4e2b47c1339a2a82bbef7b36d4094ce52708aa81d1587b
REF-0052,LOCKED_HOLDOUT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,22734cb10cd573da8736accea81874b7ae04a70a4dada02c55f143d1edff8180
REF-0053,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b41c3c95c3faad7593f6fb7a37301e54711cb60187093c1e317514f2235f80d6
REF-0054,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ee80764f90afdf4a1888f782f2215beb4ea646a379a919c53953975ff57bab81
REF-0055,LOCKED_HOLDOUT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2c6359464fdf691ad96d98d1c89397620c172edb38cadc1f1e73a0e6b9a843b8
REF-0056,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,43be803b95c39256a8684ecd73d43406798aa3591ffc836a879e557e41f4ccda
REF-0057,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ae245ca2db62d910496a5c5e3afd3baf89291a95a3af505965740a9b2685fb9e
REF-0058,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2c9625f9192d215921aafa33f94bc0a062b4774a473877ecdbabfb2a72923d8e
REF-0059,LOCKED_HOLDOUT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1da6e375b826cca5f850dd538e431cbd01b4018dcaec0ac34d57c1e756303d77
REF-0060,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,07b7efa6e6c9cfbd93fe5911bb9423130c0280de1d92aa2083b01ae9e04cc7e7
REF-0061,LOCKED_HOLDOUT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b3d7d471b9723028654f0347437f95c678c48c3caa0dbecfe6867b5fa42f6c42
REF-0062,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,fa9c04cd19a405cd084cd7842035715a74e5532d62ca70603144eee16557bc26
REF-0063,VALIDATION,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,64993c806f1608e961ccd8dd7f5124345213d5e39398ed2e0909d8b18e99d03c
REF-0064,LOCKED_HOLDOUT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,68b0de60b97db0420e72925fe9baf42e43926acbf86eb4620816e3391e134c44
REF-0065,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b1450d0a12e24f9cc18a3ed4d72a7106da7efcf6639fece27289b2236aabcdbe
REF-0066,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d31d5d5fbe0dc38894b3277ff2c9f6a825841647665b3471553e56c1c25e9997
REF-0067,VALIDATION,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b8bf0c54e473bf2c4762e3877477441f2d96048288fb13100c12477c30280e6b
REF-0068,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c40e890c7a2d4604b7df4a671f4d35c2248e502a6ab8994ea2d6657e955776fd
REF-0069,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,703d44f987110943425afae0dd576a53f8156ad6280c96297185d48df15f8d2a
REF-0070,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,14a6abfd93582fd01947fbdfa4983e83d892dc170cced911915e07a6850f0a9d
REF-0071,VALIDATION,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f2bc06a74e9dd1be5c4a0a3ea9ee1957541d28dba0910b50daaf9c46d813794b
REF-0072,VALIDATION,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8f7116a0de9e329fb1bc6f01f7f41eef0142a8bae6fafe8ebe4890caffe1a244
REF-0073,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,42aa35978ac919acca22053b8515f9536ee825c718ef2f4ec131a32d96296acb
REF-0074,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,11a3df2a03a6d9bedd261a7025276f225b7fbe8e09842f03b6cdfede6ac8e7cf
REF-0075,LOCKED_HOLDOUT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8431ae2613f9364aedf2d68dd1d0f5ff2d108f00ec5836c68d5427c0cf96d710
REF-0076,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5ddb34b6b1c6df237043e04ab31d54299ae6554dacf7420e470b1d935631bb5c
REF-0077,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d6953fdeb290a01648c33faa7662d4d0e926131b328251b229763bbbf7f61c4f
REF-0078,VALIDATION,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f596a7a9491435fce25cb54beaf76496d7c601bc8da69d13a37e5aaa3c1fd37d
REF-0079,LOCKED_HOLDOUT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d30917b4c30d2da28110ee737b20110840d211c39093f071e2ce7cc454aa7748
REF-0080,LOCKED_HOLDOUT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,25ab88fb5c5672a4b0c1d040837830bc37f49cf9ceaefb93748555166cf9ec63
REF-0081,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4a8bd647ee960fb1ad0255d0c0931aeaa170b1a5b5af160b1ae8f4020217ad57
REF-0082,VALIDATION,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6d81dd1712d42f5174709f2a20bf6e8feb3f85bc412dfe5ea7eaf0bce9156368
REF-0083,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,fe980183e715f5bc103b54484b9a7b6e567b1fff823924a1c0124b882a5993f0
REF-0084,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b4156e15aa9a66cc7b0d6abf680f57f352804ef218f4798d7655ac413f4021f7
REF-0085,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2bf7398b0e457ecf0dd2820d497119176966236569c079cfa89c298993f2564d
REF-0086,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,227f3ca680eeb71366ea3f40c263d9d88c58ccbda4f3406b1ab79bf7069279a3
REF-0087,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9b5079463ca479b49e0021c941179bb9f0a7fd41abdc5d5790811065e3008505
REF-0088,VALIDATION,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d61b0ed1682dc35c4cbf4b9f2f693a21e4d5cb2e4c1134f338c70e11d9aa3b58
REF-0089,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b21186e7a956b030c8cf115d8783b5df89d3a4a1355562bbd9ce3e2268818edc
REF-0090,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0b6f9e52e0def6c0e08ec1810d6a5df08538c721a52344b6832765987793ef61
REF-0091,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9f7d964a960a41cc713b1850acf2370d6de97c4ef33666f012d419859aa266e5
REF-0092,VALIDATION,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,68d0e20ef210f4e961594ac117e8468f7b26550b695121fa4e658dfd632edbfb
REF-0093,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b8ab0fbd750699857e14afc37be1890a207bab63d0525a01010351d25efe2c0b
REF-0094,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,63205192283078ca7f87dbecab69c2a8f5f8eabe9d76667c691e0adf0b239c4d
REF-0095,VALIDATION,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6787709bdf043c67b7b7451abdc7b73c9d8aa8829bd31122fbe1a811039ebe13
REF-0096,LOCKED_HOLDOUT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7ec671c31eb66ec3c79dfdd3111e1fcc084910e2e72c535ba5cf135fd69690fd
REF-0097,LOCKED_HOLDOUT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0e686abe562de9eefd9b431b707b3e92b8484c1182dd33932209f1423dce51e0
REF-0098,VALIDATION,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,165139da2ec319e3d095434e21bbd4770c8446b25e30b939fe5bd89741837601
REF-0099,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ec7c69e168e2ebed113ee3986eba2407cc9d94fa98311f1c6f17d7d3e468e041
REF-0100,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,de28b591bc2d5a91fc785919d19320b95a3286577599fde949f47860fb4e957e
