reference_project_id,period_number,progress_fraction,cpi,spi,document_risk_score,rfi_open,change_order_count,quality_findings,procurement_items_at_risk,split,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
REF-0002,3,0.375,0.919118,0.979523,0.12636,8,1,4,3,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b9163d5fcd590ee725096910baca9356675da259d4c2e747f0f3b28868f79237
REF-0002,4,0.5,0.946084,0.89957,0.160387,8,1,2,2,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,cd19e16cee5dbb8f19daac91a3ddf4572af672591ac450f85ed1f52f0fa2cf7b
REF-0002,5,0.625,0.888634,0.887352,0.273479,5,1,0,2,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8bafef36f8113f2b7f0d692641693031b07daf622b0820dae250cf1f079259af
REF-0002,6,0.75,0.852424,0.893434,0.307387,6,4,0,3,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,07ceac1d0734e0931d290c1be7a33552a497e5d2087dd388fc895006d3b80e22
REF-0002,7,0.875,0.805949,0.875425,0.362034,15,4,2,0,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5e89558dd9c2dc1f22b8faded79859e8f0c3a781a7c2bda00cae4433506af7f2
REF-0002,8,1.0,0.801016,0.874977,0.263454,10,2,2,2,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,87b6a921577df07024eacedc53ba6be380047a021db63acda1ad7b6a2c5e8bbb
REF-0003,1,0.125,0.959456,0.952304,0.172686,2,0,3,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e465ed794269eaf7c6c659b64f25636f4bfb3f094b8cccad267408650894a948
REF-0003,2,0.25,1.006386,0.985391,0.17429,3,2,2,0,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,87ad2ca45cc2f79840746499abe7b529e5f1f4720c8372a04ccb340397759a63
REF-0003,3,0.375,0.955974,0.949433,0.164632,8,3,4,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d3632d53306c82b5bdc0833ebdb3f464336aab9cac51a04935c902f4786f15e8
REF-0003,4,0.5,0.984173,0.922461,0.219209,8,0,3,4,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5c2b6b1b9aa9915b0ececc37b6e5ec3318b9c5e9788ed41634d5955f68450f9a
REF-0003,5,0.625,0.940998,0.927595,0.228069,7,0,5,0,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,21dca7492baecdd732f161af607c85a6b451e130c7de486ab684647b9a97f4a1
REF-0003,6,0.75,0.941949,0.897909,0.183503,10,3,7,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b241cfa5387946c8498ac490ac18853467e97e039e8dad9130ee3359188d17c7
REF-0003,7,0.875,0.965302,0.890811,0.250223,12,0,2,0,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9d8a5442b75022a8b8b3d139918211a205cbdb58f56cd026ec26b205214034b6
REF-0003,8,1.0,0.91581,0.861479,0.247579,12,2,0,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f7264192ec884ed786838b3243cdd733c26132871b434b2c795923ef9acd393d
REF-0004,1,0.125,0.959323,0.956157,0.220503,0,0,1,0,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,41b7ec73d9292954d73c6963c0f2785dc0767c9d579b0c41ed0f7dc445ed3645
REF-0004,2,0.25,1.020778,0.934699,0.227098,2,2,1,0,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,bf3cde92a718d6e5f53506fe2002032342251072a98c1f24437660d903278ab6
REF-0004,3,0.375,0.964314,0.978636,0.181932,2,2,1,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f0fd4d30e1037da51c0458c1cadea40308bb70bf9115ee51fd49c5248083bd08
REF-0004,4,0.5,0.905054,0.987339,0.169204,2,3,2,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,67247eba1c89ffd749779dd9f0ddb6db1a40a7eb89c1ab20fa2a1977771f4999
REF-0004,5,0.625,0.898599,0.935148,0.198755,5,2,1,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9a0c24a578a15340557738d878ced59aafe036ec368ae32e4ec4c1aabdba3cde
REF-0004,6,0.75,0.899498,0.926014,0.177971,5,2,0,0,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,504f9451081a7b00c5c264558894d817c1602646f0b3c2ec8bf4f5a2e13f2f30
REF-0004,7,0.875,0.912449,0.863594,0.17668,3,3,3,2,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5625e6b7fdd0786a31fb6ca2a10a84077fa18ee7fbd73be5eadda424b827d5bb
REF-0004,8,1.0,0.865419,0.83233,0.230837,7,5,4,2,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a87d96cbc0d7992037d0d8d5a97191fca4219d4971a585efd18c528c09427136
REF-0005,1,0.125,1.026301,0.996258,0.202887,1,0,2,0,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e3968e6ef2a2353a84d846411e25f6961a6826416c88d907fc8100483a07ad2b
REF-0005,2,0.25,0.970694,0.977105,0.183549,7,0,0,2,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,904eddee8918699bab5fbba8fea37a4da3ec703af663783acc6a1f6312ef9b3d
REF-0005,3,0.375,0.975329,0.947898,0.208202,4,0,1,0,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6875ca217410de67afca158fd3a88292905a542923588a42d0e573fc60dc163e
REF-0005,4,0.5,0.946593,0.988582,0.171179,6,4,1,1,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6e9a1691d780af60624afcadbdb4c2dbafca1aff9a0e4a9671441673c20e76b6
REF-0005,5,0.625,0.9342,0.910935,0.224346,10,0,3,4,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d7fb1e2c2f39a3fa1ced7b47cd3cba9f1fc5ac0b7699cb43ef9a7cdcf655111a
REF-0005,6,0.75,0.928497,0.889155,0.211642,12,3,5,1,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1ed7ae1c81055fc7d436b863a5306dd267fe9fd2d3f8e68918d2e40e4f7a109f
REF-0005,7,0.875,0.94105,0.90395,0.235745,9,1,2,2,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8c97b29e71812a66f78ccbbd43cf899f7715f16cb13d0c718759fa5353535d7a
REF-0005,8,1.0,0.885798,0.828401,0.190244,11,1,5,1,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,74c68ceaf5cac8c7ba369dec1321cc9d1a378cdf9834eaeb627a2f6d0dc20f5e
REF-0006,1,0.125,0.966791,0.941561,0.152659,0,0,3,3,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,acab23320ca063df71525c1aa6afe8f78292efa14a92ac4e19ad7eab04101325
REF-0006,2,0.25,0.978636,1.013135,0.142176,4,1,1,0,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1c63324173de751ddbdb0b039ae9be24598605284def0d5ada049c4620e18b63
REF-0006,3,0.375,0.986237,0.957281,0.104141,5,1,0,0,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c10ec73bb642f9021a72b6d42ad60b0c105aa67f130762556df1395d9b2dbc46
REF-0006,4,0.5,0.969608,0.966431,0.144315,3,2,5,0,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2dc4c73c5bd684a337ebf08a23b265fe30676ef35ff34c984b9510d0413592b9
REF-0006,5,0.625,0.925595,0.989392,0.141151,10,2,1,0,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,24ce9962424fdea14b96ddb0b7e446b004a0145c2a179488da8fdbd803cc4aa2
REF-0006,6,0.75,0.933412,0.913865,0.145968,8,0,2,2,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3082ee40162815e5a4d4ee86076f13b6b805aa419bd55b2a7cadf0760f1af61b
REF-0006,7,0.875,0.937891,0.958403,0.241232,11,1,4,1,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6780e4b2f1cbf0e77a1ccd8a0612e0ae759af53be366f6b29fae2d6ab3436624
REF-0006,8,1.0,0.946031,0.961788,0.181442,6,1,5,2,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8818800f2819d9e4e02276e77180214521a69fac71b93229e4a439e2688a59ea
REF-0007,1,0.125,1.019835,0.961866,0.174585,1,2,2,0,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,04e79b01c4493a270b37cb7a1d037a6c9a6d2db35faef6a286f669ab111dc575
REF-0007,2,0.25,0.909545,0.960731,0.195874,4,1,3,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6ac8077b449f5b9a226c11281b7c212c4e5598b31739887949dbdab7922531d5
REF-0007,3,0.375,0.949034,0.887458,0.150144,8,0,1,2,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,74302f7630f47aab63195a635403db22ef8918170556d3a53cc0cab8f40c72f1
REF-0007,4,0.5,0.948526,0.886267,0.191796,7,4,2,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,476b76c2f9ee9c4f67c29508c28423b95aeb0a7db88a08ddf86e8b29192f41e8
REF-0007,5,0.625,0.898897,0.87447,0.207687,10,1,5,4,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c1f6e52c4c5985701aa5e388c7cd25e8af5a2ac13fb960f5ea4d9bbabec7a315
REF-0007,6,0.75,0.889021,0.858366,0.182854,10,0,3,4,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,93393a5dc91973d6aec09694d090a5eb70b49eb3fac01dfee59db95c4ab45f08
REF-0007,7,0.875,0.873872,0.850125,0.266403,13,3,5,2,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,fc6ce9c2d6392509f895fffbb1b8514e02beb34668aadf0d2b4fb7db2d4a4823
REF-0007,8,1.0,0.890857,0.783863,0.297286,6,1,9,5,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8849e1b003f7c9ff5c8ddc6605ac4e54f7d90cea916bb83aab5cb2e3fc737d1e
REF-0008,1,0.125,0.956651,0.938572,0.183541,4,0,0,2,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a435c64451d168be8924e43fab916f884c8ea0b66662d4dbdb2ca2f7a837e094
REF-0008,2,0.25,0.9566,0.929516,0.22528,6,4,2,2,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2bdfcb822c72bbfb69366a4a57bbf0bb20dff2231dcc078ee83cec7e4a1b3960
REF-0008,3,0.375,0.865648,0.893885,0.233381,3,1,1,0,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,757f17452b7515c1cf8cc31ff272446c95a1edf3105e82656f2052e50ddf2a6b
REF-0008,4,0.5,0.789829,0.855439,0.247306,4,4,2,2,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,76ce1fe0c2e2bdb9d9c09fbd086c53cae4a6eec13de11ffd1cf2284a576fc520
REF-0008,5,0.625,0.787486,0.777604,0.296961,3,4,3,3,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,244230ba2d01b5a8ac532333f94ad00c8e4a3ec1b93e900ae3688b99977000bb
REF-0008,6,0.75,0.765771,0.810517,0.325547,9,4,6,6,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,958c9a730d9918ed02ef6efd5f6effda3ce92cdd8207abf1d9d4b9cdb6e2071d
REF-0008,7,0.875,0.730024,0.702832,0.349529,4,4,3,4,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d92482c04511bdf7638d008204845f7b2cb0afc7c119ee0d5332612be95d55b0
REF-0008,8,1.0,0.684829,0.740835,0.345241,7,8,1,2,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2440f41763f2a7b3d177998703e1833e3a2d44e134219de75450016e14d56789
REF-0009,1,0.125,0.963131,0.973481,0.195246,4,1,4,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ccd8496ba85a3474a9e8d011e1dade2965192e1e9310881db52f56b4b01d853d
REF-0009,2,0.25,0.961434,0.896234,0.175328,6,1,1,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0e8c07aa234f7fb2697454817ac9304a43897626ef3646ac0e8d1e17fbdc04d1
REF-0009,3,0.375,0.916932,0.883684,0.158977,14,0,6,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,327c6d616e4a5150ca4511b7eb095961e1eb0fd176834642616a418a44cf3835
REF-0009,4,0.5,0.868522,0.930336,0.227348,8,5,1,2,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c74f823c0edbd0f7ad58574bc6f85110369c891bcdfa0c9888ff5cae813c80ac
REF-0009,5,0.625,0.858905,0.87502,0.136085,12,4,3,4,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,514bbff88fe7289c009032e7d0a295b28e021829e440c65428d4eabb3fa58153
REF-0009,6,0.75,0.810686,0.799483,0.256296,14,2,6,4,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6313d1673025305c46312fa9be71a3ba43265b0b21b80fa7e8f095492f34c230
REF-0009,7,0.875,0.775466,0.854913,0.358198,11,2,7,3,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6311786a79ddf8c5668b7585b01fc480bf02a1433eb743d83914840941f0aea0
REF-0009,8,1.0,0.788022,0.815124,0.320769,17,3,6,6,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,96dab34725881c158364ea98f1bf9abf2fb80ad9fccebfa21f86bdbb58ae077e
REF-0010,1,0.125,0.983908,0.982995,0.202176,6,1,3,2,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1d5e7af27592a4ff92bc2177484f621784d326db7b6bde397d3e0039b899dae0
REF-0010,2,0.25,0.94956,0.946951,0.185438,8,0,2,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,459f0475045a3ed199a2b7f3b24209fe5857fbb0dcd6fd7fe89e2ae090b8e138
REF-0010,3,0.375,0.983808,0.992421,0.20361,8,2,1,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,56dd39470941afaa5eae9767703f48b907f975d896e3382d296e2c4627129cfb
REF-0010,4,0.5,0.985762,0.894259,0.194661,9,3,7,2,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b304626233b8fd239dd802f6ce89ac13d25b8530664f043c530e65d773ad0d08
REF-0010,5,0.625,0.93704,0.925196,0.250466,18,0,4,3,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0b0303f8f71cbc53464d3011b6318545a4babdd5ab8ac01bea4de1dbf33511cb
REF-0010,6,0.75,0.925953,0.923387,0.259146,11,3,3,3,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,fd735c23bc4675d50ed62061508d8f12cdfbfcdd55b72e22a62631c8c1f9349f
REF-0010,7,0.875,0.925161,0.884328,0.257002,13,1,4,2,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,65d7b6ee490defe2a0642683063f32c58e23068e6a006bafb0837dd367e9a5de
REF-0010,8,1.0,0.908714,0.844657,0.188137,12,1,5,4,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c80671db8235d9de30712b15e575803505ead6d77dfc51e60eb467b1078f5407
REF-0011,1,0.125,0.991305,0.978889,0.198986,6,2,0,0,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c4a92e1e47b828c66be2f16d1ab985493705ca555965c0b8d330b2da0215cc23
REF-0011,2,0.25,0.967601,1.006225,0.21543,4,2,1,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,19d10154b982a3390eccdaba881bc49386db055cdbf2635eb1787c28e046f33e
REF-0011,3,0.375,0.949525,0.993322,0.253156,7,1,2,0,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,73a1c42a77026900b6922c30835af65f9dc52ce4051b945a0d46c2ff2b7ed648
REF-0011,4,0.5,0.928184,0.997844,0.120523,7,1,3,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b3ff35afa0ce2e5c9f2e3cc3b56a29b90b532ed68ea302a960df49a77ebd2c6c
REF-0011,5,0.625,0.892525,0.994069,0.211998,15,2,4,0,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2b51f6f2d89b6a70b3f0ff4fd3a9d55791806c166c731ac4ccf2c6c9f0fc81d8
REF-0011,6,0.75,0.874258,1.029221,0.193801,15,2,3,0,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,dacbf3d97a4741dc3f145f802ddc9c612cee043914d21c67d944fc94b9e536d3
