reference_project_id,complexity_band,early_cpi_band,early_spi_band,document_risk_band,decision_class,split,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
REF-0048,LOW,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b3b29a29d213a276a31cf83bfc0c306458d96e5762c2d0a1a859710e31e5d45c
REF-0049,LOW,MID,MID,LOW,AMBER,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ba4943aec14688ea7a21b71e19e6bdfbbdf9a761ed1db5c5392f031df5b684a1
REF-0050,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c576f19fb5573b3e6789266f4cc6945461fb23a228ebf559e2a0cae52f403f90
REF-0051,HIGH,LOW,LOW,LOW,RED,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5a98df98c70ca4d3bb9f0232000d9b545a4da0eb3de2968c522a95c4f60cea98
REF-0052,MEDIUM,MID,MID,LOW,AMBER,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,22c1451d1eed4d82b4c888be668867e7ad29804e7cdf9ee9fa5b32a835fd5c97
REF-0053,MEDIUM,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,38a0bd3d7ce87ff2d4288210c7e32127215729cf51d0d97c5fb05c89ae9182d4
REF-0054,HIGH,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,49ad71469cb161f178b670f3d6e2788de2c77a287aa6c8530e4da3860cc7158e
REF-0055,HIGH,LOW,MID,LOW,RED,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b52d45aca3992aae0899cc32bdeafb155de9e6832d931f7e831bd022a8d06acd
REF-0056,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6243d883f18b67559fb26836b4ed810ad44bdcd1e1e13aae9b71923061a59b65
REF-0057,LOW,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f845e0c0822e393f951d32d35932004323fff477572522934fa45b79e025c36f
REF-0058,MEDIUM,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f83e491089b413e748f7d4aabb95d0271dd5f7c22ff783331d42fb4b8f07d924
REF-0059,LOW,MID,MID,LOW,AMBER,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a10e38dfa9930d841f0fbb598003f018fa478e30fa2ced446268b357306971b1
REF-0060,HIGH,LOW,LOW,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,070e3021b22b5cb496b8cde9249bd7902ec080f27758e317f2a2909715c98fcf
REF-0061,HIGH,LOW,MID,LOW,RED,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,517143d820aa4ec921ff6846bcb8317c2feb45c14fee02d4159f085348cf1d22
REF-0062,LOW,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e56a3a815b516cf5583fa5194f40b88ec826b380b2f080ecb7b81e18a664a8ab
REF-0063,HIGH,MID,MID,LOW,RED,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,45ef0b5568b3ddb3481baae8c6e61153c185997766be5669c2d24392b2a7cb68
REF-0064,LOW,LOW,MID,MEDIUM,RED,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,bc06471b11ad29136e55e34bc932e620aa2f060730469dd25bf8f1f5de907485
REF-0065,MEDIUM,LOW,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,91148a2506a7cd3828217fc131811b0a79b95a6eede1df54fbf8744339e54070
REF-0066,LOW,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,bfb226c6f881af1b72c9d48d5247410fe141694e55f0e013106affefffe9fe65
REF-0067,MEDIUM,MID,MID,LOW,AMBER,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1476175b67ddff9ab550fb07604ac0836d7e96b437851cc42ab53c6fe1190c2d
REF-0068,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9ae435fbac71fd80545eab016a9ec5c5585182c3bda8e539e2d8f766f4b17396
REF-0069,MEDIUM,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,78409ae30be749fb4af39637da51e19c3633bc7dbb50c9d94cd7f06f696b54e9
REF-0070,HIGH,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,424e4d12dbb0827fe0203262afb7eb411e2bb717b01ab345b85bbd92026a77b0
REF-0071,MEDIUM,MID,MID,LOW,AMBER,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,85171c68d088fa7d0752c504ec309f0b863304303fb459690878773189a6bcd1
REF-0072,MEDIUM,MID,MID,LOW,AMBER,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,75b1934f9ae09917b1a18b893e6437262dda12b1b959e50894b4d976a4d0a7fb
REF-0073,HIGH,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,673230145d4ebe4b8789931b36fe2a469327f1bced28707a2fc35d7a1aa9f78c
REF-0074,HIGH,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e728c71cac06702b511045b517e633941fbccf976c6486d52afc636c3cb4a9c3
REF-0075,MEDIUM,MID,MID,LOW,AMBER,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,55eaf761f1020994e7fadb66608d9d701983914379b8dc1cf5d18c0a96e1704d
REF-0076,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4fecffdead37ee920ce827f0b769cbfce41cc15ba790aa1beb9c9d60fbb7fe6a
REF-0077,HIGH,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,bd2d93e429bd1aa12a1ec76520263410f395aadb7250fdb5c3c27bee039ad712
REF-0078,LOW,MID,MID,LOW,AMBER,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,889e43ac2136d1de31dfe5969de351f2aa68892de39662a775ab1867cc182453
REF-0079,LOW,MID,MID,LOW,GREEN,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,db4b700bec3fa03684b71278464dd4b5be620ca6991f3d645d9f23bd1fac5378
REF-0080,HIGH,MID,MID,LOW,RED,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,085e3be9a268f7ba304113c340caf7ec93562135ab7a473e1dc3ccc51246beec
REF-0081,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6b70712d670bc059dea5980d3db10cccc82ce88cf58063c5378a0f90c089000b
REF-0082,HIGH,MID,MID,LOW,AMBER,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,95eec412a40e292f50131cf461b37d35dde1f7973fa2b37fe782ec78da0823ba
REF-0083,MEDIUM,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,708b90a1a42f845a0003d950d2649f2e045c8427aec23150593f7f1db64a1f36
REF-0084,LOW,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,248fbe25ca67350fcfacf4ea89c392db4af02876477444acf931246b287fe5b2
REF-0085,MEDIUM,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,852929de1aab3ef760fd62e9797f700c690255924320403f33298ea7aeb97c16
REF-0086,HIGH,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2c042fff8d2e243badca6a6077fa39093d528717ccee0392cf60d23be69a48a9
REF-0087,HIGH,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5db3a535d618179e6562f26d9f52ef0f91dd567191723b57d751c958ad7dc329
REF-0088,MEDIUM,MID,MID,LOW,AMBER,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9dbed21c5b5bbd36f36bdee21d7e31d38c2ce29a429901dec71067ed51b8ed60
REF-0089,HIGH,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c824ded0b67db2326fdaea749718a34a8dd25807bc591f67174bb27fc63c0db9
REF-0090,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,104459d5861876cb68183024efbc96affc2ad7903715e24fbdd1c43a532cfcf9
REF-0091,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,95a6445c198ff0348a99e85aeb10e06a6999cc073b805e99ab247dac57c6c3bb
