reference_project_id,project_type,delivery_method,region,gross_area_m2,length_km,capacity_units,floors,complexity_index,design_completeness,location_factor,baseline_cost_usd,final_cost_usd,baseline_duration_days,final_duration_days,cost_overrun_pct,schedule_overrun_pct,outcome_class,known_anomaly_label,split,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
REF-0011,RAIL_STATION,DESIGN_BUILD,US-NORTHEAST,17940.878,14.216,64.873,3,0.572476,0.840683,1.18,194347168.28,223788342.77,518,512.932,0.151488,-0.009784,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8d4273f7f7d65486fe87779c8e9b1431ba502c5e4aa7c5c8e1909d8ed40d917b
REF-0012,DATA_CENTER,DESIGN_BUILD,US-NORTHEAST,52134.234,0.0,117.521,2,0.349732,0.35,1.18,161225878.51,200357361.68,549,629.713,0.242712,0.147019,RED,False,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,419d6bbe4791335c0389985bbfc8bef83df9788b1ce73feb3605e0fb28c79a9f
REF-0013,AIRPORT_TERMINAL,CMAR,US-NORTHEAST,61852.178,0.0,19.988,3,0.269658,0.499466,1.18,189208052.28,233819243.12,551,629.26,0.235779,0.142032,RED,False,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ec23d45efa1e48fbe65b8bf5d21a0c76cc27e27dc703a35d734118a6778d2703
REF-0014,HIGHWAY_CORRIDOR,CMAR,US-NORTHEAST,10078.128,23.574,81.606,1,0.568899,0.371825,1.18,192050394.03,238226786.17,510,583.13,0.240439,0.143393,RED,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b6b819945459105d970b24497e0a5b1ad89decee7265e247fdcc88fc6b99bf45
REF-0015,VERTICAL_HOSPITAL,CMAR,US-NORTHEAST,28607.542,7.826,75.371,8,0.740407,0.821206,1.18,260563763.04,308901464.16,595,687.018,0.185512,0.154652,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e4d8bca0aa518b08639f5425ea65e5a982fc211254066e4c30f1e17815db5e4a
REF-0016,WATER_TREATMENT,CMAR,US-NORTHEAST,0.0,0.691,105.535,1,0.934291,0.921696,1.18,162891787.48,184694968.39,387,517.898,0.133851,0.338238,RED,False,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2beb850798d1a03d479baa82b23fd7ea7cb3f408e2f0c166354a5ba2cb70a068
REF-0017,RAIL_STATION,CMAR,US-NORTHEAST,16671.7,20.746,62.104,4,0.295602,0.35,1.18,212761105.24,310331357.09,621,942.014,0.458591,0.516931,RED,True,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f41a6e25d40fc706969909dc76333f412227010f6ea4f50ad0eb832ab73af65e
REF-0018,DATA_CENTER,CMAR,US-NORTHEAST,38913.166,7.016,146.283,1,0.690246,0.556839,1.18,207578466.99,219096704.98,639,708.825,0.055489,0.109272,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5d2c43b208884289058d0b5439a0bf58ffd1c3c53bf57019ff460e3faf117a0f
REF-0019,AIRPORT_TERMINAL,EPCM,US-NORTHEAST,54486.902,3.562,1.0,2,0.332861,0.773104,1.18,201014453.56,210097479.04,561,694.66,0.045186,0.238253,RED,False,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3d33448ce67bd97e9ecf02c3d549806123b887aad1e3b51674a602da19711f47
REF-0020,HIGHWAY_CORRIDOR,EPCM,US-NORTHEAST,18723.051,15.691,21.519,5,0.710355,0.801947,1.18,192725360.53,230090209.66,654,745.582,0.193876,0.140033,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,197a6bc5782c14947e87509709cfc8d30f38863ecdeb9d033e20a29e1cb71702
REF-0021,VERTICAL_HOSPITAL,EPCM,US-NORTHEAST,49559.273,0.0,33.567,10,0.609769,0.736864,1.18,244956678.22,263751168.51,586,680.356,0.076726,0.161018,AMBER,False,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5314d1eaf535e708946eb2a4dfd692625300ec8bf0ed70a4b42134e5936222bc
REF-0022,WATER_TREATMENT,EPCM,US-NORTHEAST,12292.804,5.377,87.873,7,0.498695,0.8701,1.18,173685133.41,190031188.1,519,656.889,0.094113,0.265681,RED,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5fb81505a8379483bd5980277b7d385a6e18b7b6bb986ab28e207e967e7d8c77
REF-0023,RAIL_STATION,EPCM,US-NORTHEAST,21414.871,11.451,92.096,4,0.824618,0.707129,1.18,233799884.58,272738809.49,643,690.281,0.166548,0.073532,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,79884defeb2afc85c8607f85cc24171945133acf8a0157ac243353614c67a797
REF-0024,DATA_CENTER,EPCM,US-NORTHEAST,53055.789,0.0,143.776,7,0.37732,0.902535,1.18,196171471.36,231667957.73,572,563.988,0.180946,-0.014007,AMBER,False,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b1d6adc5a62fe51e8ef517b0a1e7a4f30060cc02397cc4f0227707393fbfcfcd
REF-0025,AIRPORT_TERMINAL,DESIGN_BID_BUILD,US-SOUTHEAST,38817.623,0.0,61.714,9,0.792735,0.550949,0.94,183867305.85,220688373.59,578,759.995,0.200259,0.314871,RED,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8e1c3563d0e17a3e3493f3306c46662ff015739aaf67a9a888fd2bae5e760c0b
REF-0026,HIGHWAY_CORRIDOR,DESIGN_BID_BUILD,US-SOUTHEAST,29517.429,16.186,56.867,2,0.826252,0.893248,0.94,167552011.36,204075329.23,622,704.718,0.217982,0.132988,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1cce4566b2c2d053abdd99366e6088daa2e64f5d623e244d4b5ba3d48adffbf6
REF-0027,VERTICAL_HOSPITAL,DESIGN_BID_BUILD,US-SOUTHEAST,32529.427,2.672,84.345,9,0.819023,0.865486,0.94,210091691.17,257247546.13,630,758.539,0.224454,0.20403,RED,False,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8408baada2da7045e17ca5e228aff64ec912cb8251830062cac409652b7efebf
REF-0028,WATER_TREATMENT,DESIGN_BID_BUILD,US-SOUTHEAST,3777.958,0.0,127.6,2,0.623647,0.777787,0.94,120240894.8,139883362.8,390,465.521,0.163359,0.193644,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3dac68ff0e44c020d882463f2cd3bae2de585107d24c57bc05b074a1516b8b9a
REF-0029,RAIL_STATION,DESIGN_BID_BUILD,US-SOUTHEAST,19715.688,13.183,44.398,7,0.639267,0.848014,0.94,176519334.92,222904400.32,551,652.148,0.262776,0.183572,RED,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2ea5965b844cbe3bc55626cf1051cb8f72e0798559d082bd7a29df67a1339596
REF-0030,DATA_CENTER,DESIGN_BID_BUILD,US-SOUTHEAST,59032.513,6.618,129.818,2,0.280792,0.790318,0.94,160422191.65,177888181.15,591,668.444,0.108875,0.131039,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f26b93f2a978da5045cfd178dc1a8829c666a53fb142caa6e24ae3cedfbc1d17
REF-0031,AIRPORT_TERMINAL,DESIGN_BUILD,US-SOUTHEAST,41765.624,0.0,35.502,1,0.636049,0.584453,0.94,157644027.98,175827302.53,574,637.624,0.115344,0.110843,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9c76e790e977b8032a63c085e0686fb224a4b5c117cf7fd3a65704ed1ce814c0
REF-0032,HIGHWAY_CORRIDOR,DESIGN_BUILD,US-SOUTHEAST,0.0,13.238,29.794,1,0.553999,0.938296,0.94,110112129.63,134165234.82,360,411.389,0.218442,0.142746,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,302bee40177489d78f6fa9eb38c2a0fba67bb0fc82b8b3d6a8c73df0151f23c5
REF-0033,VERTICAL_HOSPITAL,DESIGN_BUILD,US-SOUTHEAST,56676.208,0.928,61.783,13,0.557849,0.691135,0.94,207045918.97,230058599.0,590,726.678,0.111148,0.231657,RED,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,02a89f8e44770b1cb0878dc6afbfdd9aa9f7db9ee12bf609df46d270af5b4fda
REF-0034,WATER_TREATMENT,DESIGN_BUILD,US-SOUTHEAST,2055.943,7.551,92.18,10,0.657346,0.522301,0.94,134582480.93,150987011.33,396,482.7,0.121892,0.218938,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a0d619e109e263e4f3e9eda19a68b4402ce1876cab94425dfaa6ff515c92fcf7
REF-0035,RAIL_STATION,DESIGN_BUILD,US-SOUTHEAST,26920.258,20.571,46.709,1,0.438663,0.736513,0.94,172630022.41,197889670.27,613,684.717,0.146322,0.116994,AMBER,False,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6f5954e3fe2b644410dcca3aeb8102e1425e7de822984b009f75b1c5542d3f0d
REF-0036,DATA_CENTER,DESIGN_BUILD,US-SOUTHEAST,57279.167,5.133,133.874,7,0.237314,0.753267,0.94,169865936.81,193972050.82,609,621.672,0.141913,0.020807,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,11d4653820bf48c841ff0e129574a0787dba91d7156d8359879601d89d5abd83
REF-0037,AIRPORT_TERMINAL,CMAR,US-SOUTHEAST,51956.428,6.449,29.112,3,0.637935,0.806464,0.94,183726812.15,212033395.68,652,738.776,0.154069,0.133092,AMBER,False,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,fdbe6d46ae2c52bdd4810530b40dd17e1708ec4684dad63daef7a1fc6e09f3b8
REF-0038,HIGHWAY_CORRIDOR,CMAR,US-SOUTHEAST,6879.569,12.015,72.627,3,0.655082,0.939394,0.94,132529046.17,161449506.99,579,678.37,0.21822,0.171623,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,87d200bd9354ae13c9dbb233f35f5da9b71d03a13d9e3a06258f67c1db335b81
REF-0039,VERTICAL_HOSPITAL,CMAR,US-SOUTHEAST,35490.93,0.0,57.726,9,0.519617,0.902746,0.94,171879302.68,196033455.26,484,502.545,0.14053,0.038316,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c2e77a72917069eb53a1220af49b0d6d4eec9be0edb341a198cca99249fbe1d1
REF-0040,WATER_TREATMENT,CMAR,US-SOUTHEAST,18924.941,12.365,92.859,7,0.685487,0.547904,0.94,152392813.38,202122583.51,597,729.718,0.326326,0.222309,RED,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8c16fd929f4498936b6f59dd800b46636c2d7a1384327363c240d29bf9eaf645
REF-0041,RAIL_STATION,CMAR,US-SOUTHEAST,1514.84,19.809,57.412,1,0.830303,0.88557,0.94,163806267.49,195851352.74,438,503.036,0.195628,0.148485,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5f0af0103868f5d445c48290ab9739a2961df69cca147cf789b84b4df4e53c0b
REF-0042,DATA_CENTER,CMAR,US-SOUTHEAST,30505.946,6.254,82.3,1,0.859766,0.585251,0.94,161486724.55,199732368.31,563,685.498,0.236835,0.217581,RED,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b7217a3c85c9fb4ddabb2d8e2db950fe8d110257f280be023e711883cda4b2e7
REF-0043,AIRPORT_TERMINAL,EPCM,US-SOUTHEAST,48466.941,0.0,38.589,1,0.585912,0.461098,0.94,162933027.48,283531001.05,596,841.537,0.740169,0.411976,RED,True,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,17bab890fa4ccdd547c24440203e0a5e583a8b6a10d849eac462fbeccdd2f6c6
REF-0044,HIGHWAY_CORRIDOR,EPCM,US-SOUTHEAST,12869.739,0.0,48.056,1,0.445295,0.754255,0.94,78594035.64,89462817.05,495,581.588,0.13829,0.174925,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,91937ff8c8177619103a0f47ed0698608346093c79aa307b4ac52459369adb80
REF-0045,VERTICAL_HOSPITAL,EPCM,US-SOUTHEAST,60220.229,9.926,87.761,10,0.710797,0.827764,0.94,232400014.1,277965870.31,675,723.103,0.196066,0.071264,AMBER,False,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,fbb26e7839c28cff3ba8a52c285010f5ec72976761373a0bbc77079819ed3b5b
REF-0046,WATER_TREATMENT,EPCM,US-SOUTHEAST,11467.667,5.242,106.463,1,0.693819,0.45781,0.94,135468095.48,174317648.69,518,634.06,0.28678,0.224055,RED,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,48bc9a4ac5e4c3fa15a588564ecc4bc70303107a2d3de11fb060f22352ebfe9f
REF-0047,RAIL_STATION,EPCM,US-SOUTHEAST,3847.332,23.006,36.12,3,0.787959,0.35,0.94,182702379.02,233288370.12,515,639.056,0.276876,0.240886,RED,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8bb30c942d8a5abe5071550af670fbe19d336d0beba48e371274b79b493da0d3
REF-0048,DATA_CENTER,EPCM,US-SOUTHEAST,61395.499,7.65,141.654,9,0.2927,0.763948,0.94,191157863.48,209217473.55,666,737.415,0.094475,0.107229,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,06c9d47b3637ac43fda11472c00a3bad09472bc19441a141c7da53c4f3b6f798
REF-0049,AIRPORT_TERMINAL,DESIGN_BID_BUILD,US-MIDWEST,38778.478,10.937,49.438,4,0.282455,0.890305,0.91,173864959.26,199317014.58,590,583.471,0.14639,-0.011066,AMBER,False,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d354ff0f8a4edc8bb75fdb04f2a50f84449096a13687ca22f4953bd8206e2abc
REF-0050,HIGHWAY_CORRIDOR,DESIGN_BID_BUILD,US-MIDWEST,20203.448,14.11,97.533,1,0.54195,0.740168,0.91,141147272.37,163371998.21,577,670.515,0.157458,0.162071,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,091a0749b71ed4272bdc08bf64827ca33dd78687fa72005cde8aed2cbc862eaf
REF-0051,VERTICAL_HOSPITAL,DESIGN_BID_BUILD,US-MIDWEST,48720.777,8.579,23.304,3,0.712124,0.757447,0.91,209750891.98,323363336.96,632,1003.712,0.541654,0.588152,RED,True,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,054e462851c84ea227c558af6ac8e245f780103479a7c797a1b5f27742b12e28
REF-0052,WATER_TREATMENT,DESIGN_BID_BUILD,US-MIDWEST,1063.731,8.591,96.323,2,0.367575,0.729084,0.91,101584681.53,112153473.42,340,383.86,0.104039,0.129,AMBER,False,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1a0c19cbabe5002f5f29e08a2d8073472a79aca27ce497a735ce8f355169036f
REF-0053,RAIL_STATION,DESIGN_BID_BUILD,US-MIDWEST,729.759,23.185,65.987,7,0.497823,0.922758,0.91,177819595.52,221887103.31,468,554.478,0.247821,0.184783,RED,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f1956731bb863173a9141d9f80ae37988551aec0aaa63c5fab75894eb70019e6
REF-0054,DATA_CENTER,DESIGN_BID_BUILD,US-MIDWEST,35598.419,7.609,143.934,1,0.702639,0.862434,0.91,164906570.36,191979340.53,598,595.226,0.16417,-0.004639,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,dccbbfbb033e28983ed0e82779446c080b1cdddff495a8adf7818f39286b05b5
REF-0055,AIRPORT_TERMINAL,DESIGN_BUILD,US-MIDWEST,33923.501,0.0,81.154,3,0.739889,0.759129,0.91,165202429.52,199109428.26,624,820.118,0.205245,0.314291,RED,False,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4dba46b3136c89f76f073cafdd74c4eda506e0963f9eedf206eb938cdd2bd294
REF-0056,HIGHWAY_CORRIDOR,DESIGN_BUILD,US-MIDWEST,1580.684,17.041,68.849,1,0.547596,0.758276,0.91,127236700.9,145874237.11,457,509.361,0.146479,0.114575,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,df41d7436f7d3a3261594e7bc1134816bf5ef3123eb7ac4d8751cc8e35aa9f39
REF-0057,VERTICAL_HOSPITAL,DESIGN_BUILD,US-MIDWEST,27570.869,2.976,52.919,15,0.222411,0.760029,0.91,153512079.21,173818560.09,475,538.998,0.132279,0.134732,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,978ade36f91c29f30671d6f27c11524a7c1f80f49544da8de2c1e0837b4694ac
REF-0058,WATER_TREATMENT,DESIGN_BUILD,US-MIDWEST,37760.973,0.0,92.687,5,0.560504,0.805462,0.91,132363914.68,137779675.12,598,816.095,0.040916,0.364708,RED,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,adcda9eaadce373262a7bf67136243e1c45e1240ff20e5770b8b9a89769a9c1d
REF-0059,RAIL_STATION,DESIGN_BUILD,US-MIDWEST,12795.853,15.714,72.792,5,0.310596,0.482514,0.91,148718228.91,156587166.54,479,579.611,0.052912,0.210043,AMBER,False,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7376d439717a03a7f963a5fd7ee2fed3e0060f91dc2eeef74fb98bd25f02e809
REF-0060,DATA_CENTER,DESIGN_BUILD,US-MIDWEST,70346.668,5.799,135.538,6,0.6957,0.496326,0.91,183567645.92,312729939.89,693,1186.427,0.703622,0.712016,RED,True,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,34a1f8e3de882ec8496533732a84cd57d08a1b92b29480109b1f1a7cbd51d8fb
