path,kind,reason,last_run_referenced,exit_code,first_error
server/tools/build_run32_b3_reconciliation.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,32,1,KeyError: 'A1.10'
server/tools/build_run32_defensibility_inventory.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,32,1,ModuleNotFoundError: No module named 'app.simulation.portfolio'
server/tools/build_run32_qualifier_count_closure.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,32,0,
server/tools/build_run32_qualifier_reconciliation.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,32,1,ModuleNotFoundError: No module named 'app.simulation.portfolio'
server/tools/build_run33_artifacts.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,33,1,ImportError: cannot import name 'portfolio_health' from 'app.simulation' (/home/user/LinPRojectRadar/.claude/worktrees/agent-af3ef56c9dde2a90e/server/app/simulation/__init__.py)
server/tools/build_run33_ph1_oracle_artifacts.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,33,0,
server/tools/build_run34_artifacts.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,34,1,ImportError: cannot import name 'portfolio_health' from 'app.simulation' (/home/user/LinPRojectRadar/.claude/worktrees/agent-af3ef56c9dde2a90e/server/app/simulation/__init__.py)
server/tools/build_run34_calibration_fixtures.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,34,0,
server/tools/build_run34_holdout_provenance.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,34,1,ImportError: cannot import name 'portfolio_health' from 'app.simulation' (/home/user/LinPRojectRadar/.claude/worktrees/agent-af3ef56c9dde2a90e/server/app/simulation/__init__.py)
server/tools/build_run35_closure_artifacts.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,35,1,KeyError: 'B4.4'
server/tools/build_run35_closure_package_decision.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,35,0,
server/tools/build_run35_eligibility.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,35,1,ModuleNotFoundError: No module named 'app.simulation.portfolio'
server/tools/build_run35_results.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,35,1,ModuleNotFoundError: No module named 'app.simulation.portfolio'
server/tools/build_run35_revalidation_v23.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,35,1,ModuleNotFoundError: No module named 'app.simulation.portfolio'
server/tools/build_run35_voter_prechange.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,35,1,ModuleNotFoundError: No module named 'app.simulation.portfolio'
server/tools/build_run36_audit.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,36,1,ModuleNotFoundError: No module named 'app.simulation.portfolio'
server/tools/build_run36_parsimony_reconciliation.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,36,1,ModuleNotFoundError: No module named 'app.simulation.portfolio'
server/tools/build_run36_v25_execution_proof.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,36,1,"working tree is stamped sim-2026.09-v68, not v25"
server/tools/build_run37_acceptance.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,37,1,ModuleNotFoundError: No module named 'app.simulation.portfolio'
server/tools/build_run41_candidate_identity.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,41,1,"participant_protocol_digest: member files have disappeared, refusing to emit an identity that silently stops measuring them: ['assets/js/deepdive.js']"
server/tools/build_run41_successor_release.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,41,1,a governed file named by the predecessor manifest is missing: assets/js/deepdive.js
server/tools/build_run41_v25_v26_execution_proof.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,41,1,"working tree is stamped sim-2026.09-v68, not v26"
server/tools/build_run42_candidate_identity.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,42,1,"participant_protocol_digest: member files have disappeared, refusing to emit an identity that silently stops measuring them: ['assets/js/deepdive.js']"
server/tools/build_run42_successor_release.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,42,1,a governed file named by the predecessor manifest is missing: assets/js/deepdive.js
server/tools/build_run42_v26_v27_execution_proof.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,42,1,"working tree is stamped sim-2026.09-v68, not v27"
server/tools/build_run43_candidate_identity.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,43,1,"participant_protocol_digest: member files have disappeared, refusing to emit an identity that silently stops measuring them: ['assets/js/deepdive.js']"
server/tools/build_run43_successor_release.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,43,1,a governed file named by the predecessor manifest is missing: assets/js/deepdive.js
server/tools/build_run44_candidate_identity.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,44,1,"participant_protocol_digest: member files have disappeared, refusing to emit an identity that silently stops measuring them: ['assets/js/deepdive.js']"
server/tools/build_run44_successor_release.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,44,1,a governed file named by the predecessor manifest is missing: assets/js/deepdive.js
server/tools/build_run44_v28_v29_execution_proof.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,44,1,"working tree is stamped sim-2026.09-v68, not v29"
server/tools/build_run45_candidate_identity.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,45,1,"participant_protocol_digest: member files have disappeared, refusing to emit an identity that silently stops measuring them: ['assets/js/deepdive.js']"
server/tools/build_run45_census.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,45,2,build_run45_census.py: error: the following arguments are required: --out
server/tools/build_run45_successor_release.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,45,1,a governed file named by the predecessor manifest is missing: assets/js/deepdive.js
server/tools/build_run47_candidate_identity.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,47,1,"participant_protocol_digest: member files have disappeared, refusing to emit an identity that silently stops measuring them: ['assets/js/deepdive.js']"
server/tools/build_run47_successor_release.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,47,1,a governed file named by the predecessor manifest is missing: assets/js/deepdive.js
server/tools/build_run48_candidate_identity.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,48,1,"participant_protocol_digest: member files have disappeared, refusing to emit an identity that silently stops measuring them: ['assets/js/deepdive.js']"
server/tools/build_run48_successor_release.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,48,1,a governed file named by the predecessor manifest is missing: assets/js/deepdive.js
server/tools/build_run49_candidate_identity.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,49,1,"participant_protocol_digest: member files have disappeared, refusing to emit an identity that silently stops measuring them: ['assets/js/deepdive.js']"
server/tools/build_run49_successor_release.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,49,1,a governed file named by the predecessor manifest is missing: assets/js/deepdive.js
server/tools/build_run51_candidate_identity.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,51,1,"participant_protocol_digest: member files have disappeared, refusing to emit an identity that silently stops measuring them: ['assets/js/deepdive.js']"
server/tools/build_run51_successor_release.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,51,1,a governed file named by the predecessor manifest is missing: assets/js/deepdive.js
server/tools/build_run52_candidate_identity.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,52,1,"participant_protocol_digest: member files have disappeared, refusing to emit an identity that silently stops measuring them: ['assets/js/deepdive.js']"
server/tools/build_run52_successor_release.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,52,1,a governed file named by the predecessor manifest is missing: assets/js/deepdive.js
server/tools/build_run55_candidate_identity.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,55,0,
server/tools/build_run55_successor_release.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,55,0,
server/tools/build_run56_candidate_identity.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,56,0,
server/tools/build_run56_successor_release.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,56,0,
server/tools/build_run57_candidate_identity.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,57,0,
server/tools/build_run57_successor_release.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,57,0,
server/tools/build_run59_candidate_identity.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,59,0,
server/tools/build_run59_successor_release.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,59,0,
server/tools/build_run62_candidate_identity.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,62,0,
server/tools/build_run62_successor_release.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,62,0,
server/tools/build_run63_candidate_identity.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,63,0,
server/tools/build_run63_successor_release.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,63,0,
server/tools/build_run67_candidate_identity.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,67,0,
server/tools/campaign_safety.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,,1,
server/tools/dev_serve.py,migration,rule1 one-time run-scoped builder/seeder/exporter by name,,1,sqlalchemy.exc.MissingGreenlet: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sql
server/tools/drive_run100_awaiting.py,active,rule6 imports app.* and asserts on live behaviour; hardcodes /home/user/LinPRojectRadar/server on sys.path,100,1,sqlalchemy.exc.MissingGreenlet: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sql
server/tools/drive_run101_card.py,active,rule6 imports app.* and asserts on live behaviour; hardcodes /home/user/LinPRojectRadar/server on sys.path,101,1,sqlalchemy.exc.MissingGreenlet: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sql
server/tools/drive_run102_card.py,active,rule6 imports app.* and asserts on live behaviour; hardcodes /home/user/LinPRojectRadar/server on sys.path,102,1,sqlalchemy.exc.MissingGreenlet: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sql
server/tools/drive_run103_census.py,reader,rule2 measurement/reconciliation/census over sealed artefacts; hardcodes /home/user/LinPRojectRadar/server on sys.path,103,1,sqlalchemy.exc.MissingGreenlet: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sql
server/tools/drive_run103_invalid_network.py,active,rule6 imports app.* and asserts on live behaviour; hardcodes /home/user/LinPRojectRadar/server on sys.path,103,1,sqlalchemy.exc.MissingGreenlet: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sql
server/tools/drive_run104.py,active,rule6 imports app.* and asserts on live behaviour; hardcodes /home/user/LinPRojectRadar/server on sys.path,104,1,sqlalchemy.exc.MissingGreenlet: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sql
server/tools/drive_run105.py,active,rule6 imports app.* and asserts on live behaviour; hardcodes /home/user/LinPRojectRadar/server on sys.path,105,1,sqlalchemy.exc.MissingGreenlet: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sql
server/tools/drive_run106.py,active,rule6 imports app.* and asserts on live behaviour; hardcodes /home/user/LinPRojectRadar/server on sys.path,106,1,sqlalchemy.exc.MissingGreenlet: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sql
server/tools/drive_run107.py,active,rule6 imports app.* and asserts on live behaviour; hardcodes /home/user/LinPRojectRadar/server on sys.path,107,1,sqlalchemy.exc.MissingGreenlet: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sql
server/tools/drive_run108.py,active,rule6 imports app.* and asserts on live behaviour; hardcodes /home/user/LinPRojectRadar/server on sys.path,108,1,sqlalchemy.exc.MissingGreenlet: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sql
server/tools/drive_run110_census.py,reader,rule2 measurement/reconciliation/census over sealed artefacts; hardcodes /home/user/LinPRojectRadar/server on sys.path,110,1,sqlalchemy.exc.MissingGreenlet: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sql
server/tools/drive_run110_guard.py,migration,rule5 imports app.* but asserts nothing; procedural tool; hardcodes /home/user/LinPRojectRadar/server on sys.path,110,1,sqlalchemy.exc.MissingGreenlet: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sql
server/tools/drive_run111.py,active,rule6 imports app.* and asserts on live behaviour; hardcodes /home/user/LinPRojectRadar/server on sys.path,111,1,sqlalchemy.exc.MissingGreenlet: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sql
server/tools/drive_run113_context.py,migration,rule5 imports app.* but asserts nothing; procedural tool; hardcodes /home/user/LinPRojectRadar/server on sys.path,113,1,sqlalchemy.exc.MissingGreenlet: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sql
server/tools/drive_run114.py,active,rule6 imports app.* and asserts on live behaviour; hardcodes /home/user/LinPRojectRadar/server on sys.path,114,1,sqlalchemy.exc.MissingGreenlet: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sql
server/tools/drive_run115.py,active,rule6 imports app.* and asserts on live behaviour; hardcodes /home/user/LinPRojectRadar/server on sys.path,115,1,sqlalchemy.exc.MissingGreenlet: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sql
server/tools/drive_run115_dom.py,active,rule6 imports app.* and asserts on live behaviour; hardcodes /home/user/LinPRojectRadar/server on sys.path,115,1,sqlalchemy.exc.MissingGreenlet: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sql
server/tools/drive_run117.py,active,rule6 imports app.* and asserts on live behaviour,117,1,sqlalchemy.exc.MissingGreenlet: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sql
server/tools/drive_run118.py,migration,rule5 imports app.* but asserts nothing; procedural tool; hardcodes /home/user/LinPRojectRadar/server on sys.path,118,0,
server/tools/drive_run118_route.py,active,rule6 imports app.* and asserts on live behaviour; hardcodes /home/user/LinPRojectRadar/server on sys.path,118,1,sqlalchemy.exc.MissingGreenlet: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sql
server/tools/drive_run119.py,active,rule6 imports app.* and asserts on live behaviour; hardcodes /home/user/LinPRojectRadar/server on sys.path,119,1,sqlalchemy.exc.MissingGreenlet: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sql
server/tools/drive_run119_dom.py,active,rule6 imports app.* and asserts on live behaviour; hardcodes /home/user/LinPRojectRadar/server on sys.path,119,1,sqlalchemy.exc.MissingGreenlet: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sql
server/tools/drive_run11_participant_route.py,active,rule6 imports app.* and asserts on live behaviour,11,1,sqlalchemy.exc.MissingGreenlet: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sql
server/tools/drive_run120.py,active,rule6 imports app.* and asserts on live behaviour; hardcodes /home/user/LinPRojectRadar/server on sys.path,120,1,sqlalchemy.exc.MissingGreenlet: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sql
server/tools/drive_run120_dom.py,active,rule6 imports app.* and asserts on live behaviour; hardcodes /home/user/LinPRojectRadar/server on sys.path,120,1,sqlalchemy.exc.MissingGreenlet: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sql
server/tools/drive_run121.py,migration,rule5 imports app.* but asserts nothing; procedural tool; hardcodes /home/user/LinPRojectRadar/server on sys.path,121,0,
server/tools/drive_run121_dom.py,active,rule6 imports app.* and asserts on live behaviour; hardcodes /home/user/LinPRojectRadar/server on sys.path,121,1,sqlalchemy.exc.MissingGreenlet: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sql
server/tools/drive_run12_participant_cycle.py,active,rule6 imports app.* and asserts on live behaviour,12,1,sqlalchemy.exc.MissingGreenlet: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sql
server/tools/drive_run16_final_flow.py,active,rule6 imports app.* and asserts on live behaviour,16,1,sqlalchemy.exc.MissingGreenlet: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sql
server/tools/drive_run18_final_flow.py,active,rule6 imports app.* and asserts on live behaviour,18,1,sqlalchemy.exc.MissingGreenlet: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sql
server/tools/drive_run21_instrument.py,active,rule6 imports app.* and asserts on live behaviour,21,1,sqlalchemy.exc.MissingGreenlet: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sql
server/tools/drive_run21_participant.py,active,rule6 imports app.* and asserts on live behaviour,21,1,sqlalchemy.exc.MissingGreenlet: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sql
server/tools/drive_run23_signal_flow_ui.py,active,rule6 imports app.* and asserts on live behaviour,23,1,sqlalchemy.exc.MissingGreenlet: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sql
server/tools/drive_run24_empty_project_diagram.py,active,rule6 imports app.* and asserts on live behaviour,24,1,sqlalchemy.exc.MissingGreenlet: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sql
server/tools/drive_run25_rail_removal.py,active,rule6 imports app.* and asserts on live behaviour,25,1,sqlalchemy.exc.MissingGreenlet: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sql
server/tools/drive_run26_counts_wiring_empty.py,active,rule6 imports app.* and asserts on live behaviour,26,1,sqlalchemy.exc.MissingGreenlet: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sql
server/tools/drive_run26_faults.py,reader,rule4 does not import app.*; reports on files or text only,26,1,campaign_safety.CampaignTreeDirty: tree dirty at start of drive_run26_faults.py:  M REPORT_2026-08-14_run27-98-module-remediation-matrix.md;  M code_audit/run20_disposition_transit
server/tools/drive_run2_fifteen_defects.py,active,rule6 imports app.* and asserts on live behaviour,2,1,sqlalchemy.exc.MissingGreenlet: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sql
server/tools/drive_run36_browser.py,migration,rule5 imports app.* but asserts nothing; procedural tool,36,,
server/tools/drive_run37_browser.py,migration,rule5 imports app.* but asserts nothing; procedural tool,37,,
server/tools/drive_run38_browser.py,active,rule6 imports app.* and asserts on live behaviour,38,,
server/tools/drive_run39_pilot_browser.py,active,rule6 imports app.* and asserts on live behaviour,39,,
server/tools/drive_run44_browser.py,active,rule6 imports app.* and asserts on live behaviour,44,,
server/tools/drive_run47_browser.py,active,rule6 imports app.* and asserts on live behaviour,47,1,sqlalchemy.exc.MissingGreenlet: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sql
server/tools/drive_run48_browser.py,active,rule6 imports app.* and asserts on live behaviour,48,1,sqlalchemy.exc.MissingGreenlet: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sql
server/tools/drive_run49_browser.py,active,rule6 imports app.* and asserts on live behaviour,49,1,sqlalchemy.exc.MissingGreenlet: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sql
server/tools/drive_run4_validate_seven.py,active,rule6 imports app.* and asserts on live behaviour,4,,
server/tools/drive_run50_browser.py,active,rule6 imports app.* and asserts on live behaviour,50,,
server/tools/drive_run51_browser.py,active,rule6 imports app.* and asserts on live behaviour,51,,
server/tools/drive_run52_browser.py,active,rule6 imports app.* and asserts on live behaviour,52,,
server/tools/drive_run52_premise.py,active,rule6 imports app.* and asserts on live behaviour,52,,
server/tools/drive_run54_navigation.py,active,rule6 imports app.* and asserts on live behaviour,54,,
server/tools/drive_run55_admin_controls.py,active,rule6 imports app.* and asserts on live behaviour,55,,
server/tools/drive_run56_duplicate_controls.py,active,rule6 imports app.* and asserts on live behaviour,56,,
server/tools/drive_run57_derived_pins.py,reader,rule4 does not import app.*; reports on files or text only,57,,
server/tools/drive_run57_reset_merge.py,active,rule6 imports app.* and asserts on live behaviour,57,,
server/tools/drive_run61_caller_shapes.py,active,rule6 imports app.* and asserts on live behaviour,61,,
server/tools/drive_run63_four_charts.py,active,rule6 imports app.* and asserts on live behaviour,63,,
server/tools/drive_run65_every_module_votes.py,active,rule6 imports app.* and asserts on live behaviour,65,,
server/tools/drive_run66_extract_what_documents_state.py,active,rule6 imports app.* and asserts on live behaviour,66,,
server/tools/drive_run67_measure.py,active,rule6 imports app.* and asserts on live behaviour,67,,
server/tools/drive_run68_measure.py,active,rule6 imports app.* and asserts on live behaviour,68,,
server/tools/drive_run69_measure.py,active,rule6 imports app.* and asserts on live behaviour,69,,
server/tools/drive_run70_measure.py,active,rule6 imports app.* and asserts on live behaviour,70,,
server/tools/drive_run70_partb.py,active,rule6 imports app.* and asserts on live behaviour,70,,
server/tools/drive_run71_document_control.py,active,rule6 imports app.* and asserts on live behaviour,71,,
server/tools/drive_run72_extraction_reads.py,active,rule6 imports app.* and asserts on live behaviour,72,,
server/tools/drive_run73_two_projects.py,active,rule6 imports app.* and asserts on live behaviour,73,,
server/tools/drive_run74_did_extraction_store.py,active,rule6 imports app.* and asserts on live behaviour,74,,
server/tools/drive_run75_empty_period.py,active,rule6 imports app.* and asserts on live behaviour,75,,
server/tools/drive_run76_category_panel.py,active,rule6 imports app.* and asserts on live behaviour,76,,
server/tools/drive_run76_cost_and_evm.py,migration,rule5 imports app.* but asserts nothing; procedural tool,76,,
server/tools/drive_run78.py,active,rule6 imports app.* and asserts on live behaviour,78,,
server/tools/drive_run78_nonvacuity.py,migration,rule5 imports app.* but asserts nothing; procedural tool,78,,
server/tools/drive_run79.py,active,rule6 imports app.* and asserts on live behaviour,79,,
server/tools/drive_run79_browser.py,active,rule6 imports app.* and asserts on live behaviour,79,,
server/tools/drive_run80_fields.py,active,rule6 imports app.* and asserts on live behaviour,80,,
server/tools/drive_run80_gate.py,active,rule6 imports app.* and asserts on live behaviour,80,,
server/tools/drive_run81_panel.py,active,rule6 imports app.* and asserts on live behaviour,81,,
server/tools/drive_run82_charts.py,active,rule6 imports app.* and asserts on live behaviour,82,,
server/tools/drive_run82_gate_detail.py,active,rule6 imports app.* and asserts on live behaviour,82,,
server/tools/drive_run82_panel.py,active,rule6 imports app.* and asserts on live behaviour,82,,
server/tools/drive_run83_charts.py,active,rule6 imports app.* and asserts on live behaviour,83,,
server/tools/drive_run86_panel_widths.py,active,rule6 imports app.* and asserts on live behaviour,86,,
server/tools/drive_run90_charts.py,active,rule6 imports app.* and asserts on live behaviour,90,,
server/tools/drive_run91_brief.py,active,rule6 imports app.* and asserts on live behaviour,91,,
server/tools/drive_run94_charts.py,active,rule6 imports app.* and asserts on live behaviour,94,,
server/tools/drive_run96_card.py,active,rule6 imports app.* and asserts on live behaviour,96,,
server/tools/drive_run97_card.py,active,rule6 imports app.* and asserts on live behaviour,97,,
server/tools/drive_run98.py,active,rule6 imports app.* and asserts on live behaviour,98,,
